EventID,LocationID,NPeople,NLanterns,NCars,Comments,autonumber
1545,"21100",,,0,,8765
1546,"31002",1,,,,8767
1546,"31005",185,,,,8768
1546,"32007",109,,,,8769
1546,"32009",143,,,,8770
1546,"33012",240,,,,8771
1546,"33013",2,,,,8772
1547,"21200",337,,,,8773
1547,"22307",283,,,,8774
1547,"22309",208,,,,8775
1548,"21200",171,,,,8776
1548,"22307",149,,,,8777
1548,"22309",81,,,,8778
1549,"41100",,,10,,8779
1549,"41200",,,6,,8780
1549,"41300",,,123,,8781
1549,"41400",211,,,,8782
1549,"42500",34,,,,8783
1549,"42600",145,,,,8784
1550,"21200",,,102,,8785
1550,"22307",,,69,,8786
1550,"22309",,,79,,8787
1551,"31005",,,137,,8788
1551,"32007",,,62,,8789
1551,"32009",,,41,,8790
1551,"33012",,,147,,8791
1551,"33013",,,0,,8792
1552,"41100",,,1,,8793
1552,"41200",,,2,,8794
1552,"41300",,,17,,8795
1552,"41400",,,17,,8796
1552,"42500",,,5,,8797
1552,"42600",,,16,,8798
1553,"21200",,,12,,8799
1553,"22307",,,9,,8800
1553,"22309",,,5,,8801
1554,"41100",0,,,,8802
1554,"41200",9,,,,8803
1554,"41300",79,,,,8804
1554,"41400",48,,,,8805
1554,"42500",30,,,,8806
1554,"42600",44,,,,8807
1555,"31002",3,,,,8808
1555,"31005",334,,,,8809
1555,"32007",111,,,,8810
1555,"32009",194,,,,8811
1555,"33012",313,,,,8812
1555,"33013",0,,,,8813
1556,"41100",31,,,,8814
1556,"41200",60,,,,8815
1556,"41300",197,,,,8816
1556,"41400",211,,,,8817
1556,"42500",37,,,,8818
1556,"42600",,,89,,8819
1557,"31002",,,0,,8820
1557,"31005",,,80,,8821
1557,"32007",,,42,,8822
1557,"32009",,,62,,8823
1557,"33012",,,63,,8824
1557,"33013",11,,,,8825
1558,"21200",48,,,,8826
521,"11200",885,,,,3145
521,"12300",254,,,,3146
521,"12400",591,,,,3147
521,"12500",300,,,,3148
521,"12600",61,,,,3149
522,"11104",976,,,,3150
522,"11200",1828,,,,3151
522,"12300",384,,,,3152
522,"12400",1190,,,,3153
522,"12500",707,,,,3154
522,"12600",172,,,,3155
523,"11104",927,,242,,3156
523,"11200",1319,,409,,3157
523,"12300",414,,109,,3158
523,"12400",1167,,310,,3159
523,"12500",593,,193,,3160
523,"12600",242,,78,,3161
524,"11104",149,,,,3162
524,"11200",242,,,,3163
524,"12300",60,,,,3164
524,"12400",154,,,,3165
524,"12500",80,,,,3166
524,"12600",16,,,,3167
525,"31002",0,,,,3168
525,"31005",376,,,,3169
525,"32007",419,,,,3170
525,"32009",371,,,,3171
525,"33012",598,,,,3172
525,"33013",3,,,,3173
526,"41100",44,,,,3174
526,"41200",61,,,,3175
526,"41300",236,,,,3176
526,"41400",297,,,,3177
526,"42500",235,,,,3178
526,"42600",287,,,,3179
527,"21100",23,,,,3180
527,"21200",244,,,,3181
527,"22307",303,,,,3182
527,"22309",280,,,,3183
528,"11101",131,,,,3184
528,"11104",245,,,,3185
528,"11200",388,,,,3186
528,"12300",113,,,,3187
528,"12400",629,,,,3188
528,"12500",741,,,,3189
528,"12600",443,,,,3190
529,"11101",161,,,,3191
529,"11104",300,,,,3192
529,"11200",475,,,,3193
529,"12300",139,,,,3194
529,"12400",741,,,,3195
529,"12500",869,,,,3196
529,"12600",611,,,,3197
530,"41100",86,,,,3198
530,"41200",92,,,,3199
530,"41300",304,,,,3200
530,"41400",306,,,,3201
530,"42500",177,,,,3202
530,"42600",260,,,,3203
531,"21100",0,,,,3204
531,"21200",246,,,,3205
531,"22307",312,,,,3206
531,"22309",332,,,,3207
532,"31002",12,,,,3208
532,"31005",496,,,,3209
532,"32007",328,,,,3210
532,"32009",302,,,,3211
532,"33012",551,,,,3212
421,"41100",91,,,,2126
421,"41200",131,,,,2127
421,"41300",264,,,,2128
421,"41400",339,,,,2129
421,"42500",167,,,,2130
421,"42600",242,,,,2131
422,"11101",150,,,,2132
422,"11104",265,,,,2133
422,"11200",424,,,,2134
422,"12300",191,,,,2135
422,"12400",927,,,,2136
422,"12500",1504,,,,2137
422,"12600",2330,,,,2138
423,"11101",150,,,,2139
423,"11104",274,,,,2140
423,"11200",483,,,,2141
423,"12300",226,,,,2142
423,"12400",687,,,,2143
423,"12500",856,,,,2144
423,"12600",1673,,,,2145
424,"11101",,3,,,2146
424,"11104",,15,,,2147
424,"11200",,9,,,2148
424,"12300",,5,,,2149
424,"12400",,16,,,2150
424,"12500",,61,,,2151
424,"12600",,63,,,2152
425,"11101",238,,,,2153
425,"11104",352,,,,2154
425,"11200",621,,,,2155
425,"12300",291,,,,2156
425,"12400",937,,,,2157
425,"12500",1295,,,,2158
425,"12600",1908,,,,2159
439,"11104",420,,,,2533
439,"11200",666,,,,2534
439,"12300",195,,,,2535
439,"12400",1073,,,,2536
439,"12500",1103,,,,2537
439,"12600",940,,,,2538
441,"41100",258,,,,2539
441,"41200",266,,,,2540
441,"41300",1147,,,,2541
441,"41400",1230,,,,2542
441,"42500",516,,,,2543
441,"42600",639,,,,2544
442,"21100",44,,,,2545
442,"21200",682,,,,2546
442,"22307",918,,,,2547
442,"22309",885,,,,2548
443,"11101",278,,,,2549
443,"11104",519,,,,2550
443,"11200",823,,,,2551
443,"12300",241,,,,2552
443,"12400",1227,,,,2553
443,"12500",1433,,,,2554
443,"12600",1188,,,,2555
39,"21100",0,,,,2556
39,"21200",125,,,,2557
39,"22307",94,,,,2558
39,"22309",173,,,,2559
40,"21100",13,,,,2560
40,"21200",371,,,,2561
40,"22307",342,,,,2562
40,"22309",406,,,,2563
41,"21100",28,,,,2564
41,"21200",700,,,,2565
41,"22307",446,,,,2566
41,"22309",977,,,,2567
42,"21100",31,,,,2568
42,"21200",489,,,,2569
42,"22307",292,,,,2570
42,"22309",558,,,,2571
43,"21100",25,,,,2572
43,"21200",261,,,,2573
43,"22307",302,,,,2574
43,"22309",433,,,,2575
44,"21100",2,,,,2576
44,"21200",39,,,,2577
44,"22307",24,,,,2578
44,"22309",118,,,,2579
45,"21100",11,,,,2580
45,"21200",35,,,,2581
45,"22307",59,,,,2582
45,"22309",84,,,,2583
444,"21100",,0,,,2584
444,"21200",,20,,,2585
444,"22307",,8,,,2586
444,"22309",,28,,,2587
445,"21100",,0,,,2588
445,"21200",,44,,,2589
445,"22307",,47,,,2590
445,"22309",,58,,,2591
446,"21100",12,,,,2592
446,"21200",488,,,,2593
446,"22307",324,,,,2594
446,"22309",510,,,,2595
447,"21100",124,,,,2596
447,"21200",1150,,,,2597
447,"22307",1199,,,,2598
447,"22309",1481,,,,2599
448,"21100",35,,,,2600
470,"32007",,109,,,2737
470,"32009",,66,,,2738
470,"33012",,149,,,2739
470,"33013",,2,,,2740
471,"31002",0,,,,2741
471,"31005",174,,,,2742
471,"32007",140,,,,2743
471,"32009",95,,,,2744
471,"33012",147,,,,2745
471,"33013",3,,,,2746
472,"31002",0,,,,2747
472,"31005",520,,,,2748
472,"32007",648,,,,2749
472,"32009",264,,,,2750
472,"33012",411,,,,2751
472,"33013",2,,,,2752
473,"31002",0,,,,2753
473,"31005",215,,,,2754
473,"32007",132,,,,2755
473,"32009",254,,,,2756
473,"33012",150,,49,,2757
473,"33013",0,,,,2758
474,"31002",0,,,,2759
474,"31005",530,,,,2760
474,"32007",303,,,,2761
474,"32009",279,,,,2762
474,"33012",461,,,,2763
474,"33013",14,,,,2764
475,"31002",1,,,,2765
475,"31005",426,,,,2766
475,"32007",1053,,,,2767
475,"32009",764,,,,2768
475,"33012",1423,,,,2769
475,"33013",29,,,,2770
476,"31002",25,,,,2771
476,"31005",1137,,,,2772
476,"32007",803,,,,2773
476,"32009",625,,,,2774
476,"33012",1058,,,,2775
476,"33013",5,,,,2776
477,"21100",,2,,,2777
477,"21200",,127,,,2778
477,"22307",,63,,,2779
477,"22309",,85,,,2780
478,"21100",19,,0,,2781
478,"21200",288,,102,,2782
478,"22307",124,,54,,2783
478,"22309",237,,103,,2784
479,"21100",,0,,,2785
479,"21200",,167,,,2786
479,"22307",,128,,,2787
479,"22309",,186,,,2788
480,"21100",,0,0,,2789
480,"21200",,45,25,,2790
480,"22307",,86,46,,2791
480,"22309",,76,47,,2792
481,"21100",2,,,,2793
481,"21200",44,,,,2794
481,"22307",61,,,,2795
481,"22309",110,,,,2796
482,"21100",7,,,,2797
482,"21200",157,,,,2798
482,"22307",223,,,,2799
482,"22309",179,,,,2800
483,"21100",12,,,,2801
483,"21200",261,,,,2802
483,"22307",416,,,,2803
483,"22309",467,,,,2804
509,"12500",1,1,15,,3009
509,"12500",3,3,45,,3010
509,"12400",2,2,30,,3011
509,"12400",2,2,30,,3012
509,"12400",2,2,30,,3013
509,"12400",2,2,30,,3014
509,"12400",3,3,45,,3015
509,"12400",3,3,45,,3016
509,"12400",7,7,105,,3017
509,"12400",4,4,60,,3018
509,"12300",2,2,30,,3019
509,"12300",3,3,45,,3020
509,"12300",2,2,30,,3021
509,"12300",4,4,60,,3022
509,"12300",3,3,45,,3023
509,"12300",3,3,45,,3024
509,"12300",2,2,30,,3025
509,"12300",2,2,30,,3026
509,"12300",2,2,30,,3027
509,"12300",3,3,45,,3028
509,"11200",2,2,30,,3029
509,"11200",4,4,60,,3030
509,"11200",3,3,45,,3031
509,"11200",3,3,45,,3032
509,"11104",5,5,75,,3033
509,"11104",2,2,30,,3034
509,"11104",6,6,90,,3035
509,"11104",2,2,30,,3036
509,"11104",3,3,45,,3037
509,"11104",2,2,30,,3038
509,"11104",2,2,30,,3039
509,"11104",2,2,30,,3040
509,"11104",3,3,45,,3041
509,"11104",3,3,45,,3042
509,"11104",2,2,30,,3043
509,"11104",2,2,30,,3044
509,"11104",3,2,30,,3045
509,"11104",4,4,60,,3046
509,"11104",2,2,30,,3047
509,"11104",3,3,45,,3048
509,"11104",5,4,60,,3049
509,"11200",2,2,30,,3050
509,"11200",5,5,75,,3051
509,"11200",2,2,30,,3052
509,"11200",2,2,30,,3053
509,"11200",2,1,15,,3054
509,"11200",5,4,60,,3055
509,"11200",2,2,30,,3056
509,"12300",1,1,30,,3057
509,"12300",2,2,30,,3058
510,"11104",440,,,,3059
510,"11200",616,,,,3060
510,"12300",144,,,,3061
510,"12400",415,,,,3062
510,"12500",205,,,,3063
510,"12600",49,,,,3064
511,"11104",811,,286,,3065
511,"11200",934,,270,,3066
511,"12300",304,,67,,3067
511,"12400",726,,172,,3068
511,"12500",497,,73,,3069
511,"12600",134,,17,,3070
512,"11104",799,,,,3071
512,"11200",915,,,,3072
512,"12300",235,,,,3073
512,"12400",540,,,,3074
512,"12500",236,,,,3075
512,"12600",64,,,,3076
500,,,,,,2941
500,,,,,,2942
500,,,,,,2943
500,,,,,,2944
500,,,,,,2945
500,,,,,,2946
500,,,,,,2947
500,,,,,,2948
501,"11104",,143,198,,2949
501,"11200",,180,227,,2950
501,"12300",,84,51,,2951
502,"11104",562,,215,,2952
502,"11200",487,,173,,2953
502,"12300",187,,60,,2954
502,"12400",342,,164,,2955
502,"12500",145,,83,,2956
502,"12600",88,,30,,2957
503,"11104",800,,,,2958
503,"11200",741,,,,2959
503,"12300",314,,,,2960
503,"12400",650,,168,,2961
503,"12500",274,,78,,2962
503,"12600",200,,55,,2963
504,"11104",430,,200,,2964
504,"11200",549,,244,,2965
504,"12300",296,,128,,2966
505,"12400",,82,,,2967
505,"12500",,18,,,2968
505,"12600",,18,,,2969
505,"11104",,101,91,,2970
505,"11200",,69,66,,2971
505,"12300",,19,13,,2972
506,"12400",,87,34,,2973
506,"12500",,34,18,,2974
506,"12600",,6,6,,2975
506,"11104",,69,,,2976
506,"11200",,63,,,2977
506,"12300",,10,,,2978
507,"11104",478,,204,,2979
507,"11200",704,,235,,2980
507,"12300",175,,47,,2981
507,"12400",462,,161,,2982
507,"12500",206,,79,,2983
507,"12600",54,,24,,2984
508,"11104",328,,,,2985
508,"11200",451,,,,2986
508,"12300",88,,,,2987
508,"12400",252,,,,2988
508,"12500",135,,,,2989
508,"12600",35,,,,2990
509,"11104",349,,138,,2991
509,"11200",461,,149,,2992
509,"12300",114,,43,,2993
509,"12400",374,,128,,2994
509,"12500",198,,86,,2995
509,"12600",41,,19,,2996
509,"12500",1,1,15,,2997
509,"12500",1,1,15,,2998
509,"12500",2,2,30,,2999
509,"12600",1,1,15,,3000
509,"12500",3,3,45,,3001
509,"12500",1,1,15,,3002
509,"12500",2,2,30,,3003
509,"12500",2,2,30,,3004
509,"12500",2,2,30,,3005
509,"12500",2,2,30,,3006
509,"12500",4,4,60,,3007
509,"12500",2,2,30,,3008
299,"31002",12,,,,1471
299,"31005",628,,,,1472
299,"32007",414,,,,1473
299,"32009",159,,,,1474
299,"33012",646,,,,1475
299,"33013",8,,,,1476
300,"31002",3,,,,1477
300,"31005",307,,,,1478
300,"32007",103,,,,1479
300,"32009",140,,,,1480
300,"33012",311,,,,1481
300,"33013",0,,,,1482
301,"41100",62,,,,1483
301,"41200",85,,,,1484
301,"41300",104,,,,1485
301,"41400",252,,,,1486
301,"42500",160,,,,1487
301,"42600",266,,,,1488
302,"41100",32,,,,1489
302,"41200",47,,,,1490
302,"41300",54,,,,1491
302,"41400",119,,,,1492
302,"42500",80,,,,1493
302,"42600",84,,,,1494
303,"21100",0,,,,1495
303,"21200",354,,,,1496
303,"22307",332,,,,1497
303,"22309",254,,,,1498
304,"21100",0,,,,1499
304,"21200",666,,,,1500
304,"22307",457,,,,1501
304,"22309",359,,,,1502
305,"11101",46,,,,1503
305,"11104",66,,,,1504
305,"11200",125,,,,1505
305,"12300",51,,,,1506
305,"12400",461,,,,1507
305,"12500",500,,,,1508
305,"12600",492,,,,1509
306,"11101",21,,,,1510
306,"11104",30,,,,1511
306,"11200",56,,,,1512
306,"12300",23,,,,1513
306,"12400",222,,,,1514
306,"12500",208,,,,1515
306,"12600",221,,,,1516
307,"21100",,,0,,1517
307,"21200",,,48,,1518
307,"22307",,,41,,1519
307,"22309",,,16,,1520
308,"31002",14,,,,1521
308,"31005",1225,,,,1522
308,"32007",951,,,,1523
308,"32009",385,,,,1524
308,"33012",913,,,,1525
308,"33013",6,,,,1526
309,"41100",127,,,,1527
309,"41200",88,,,,1528
309,"41300",281,,,,1529
309,"41400",647,,,,1530
309,"42500",300,,,,1531
309,"42600",453,,,,1532
310,"31002",59,,,,1533
310,"31005",971,,,,1534
310,"32007",829,,,,1535
310,"32009",480,,,,1536
310,"33012",1045,,,,1537
310,"33013",26,,,,1538
250,"11101",26,,,,1201
250,"11104",103,,,,1202
250,"11200",143,,,,1203
250,"12300",42,,,,1204
250,"12400",424,,,,1205
250,"12500",544,,,,1206
250,"12600",647,,,,1207
251,"11101",58,,,,1208
251,"11104",111,,,,1210
251,"11200",176,,,,1211
251,"12300",58,,,,1212
251,"12400",512,,,,1213
251,"12500",743,,,,1214
251,"12600",720,,,,1215
252,"21100",0,,,,1216
252,"21200",412,,,,1217
252,"22307",527,,,,1218
252,"22309",317,,,,1219
253,"21100",94,,,,1220
253,"21200",382,,,,1221
253,"22307",644,,,,1222
253,"22309",595,,,,1223
254,"21100",0,,,,1224
254,"21200",1317,,,,1225
254,"22307",1248,,,,1226
254,"22309",1026,,,,1227
255,"11101",124,,,,1228
255,"11104",239,,,,1229
255,"11200",379,,,,1230
255,"12300",124,,,,1231
255,"12400",1200,,,,1232
255,"12500",1392,,,,1233
255,"12600",1659,,,,1234
256,"11101",121,,,,1235
256,"11104",233,,,,1236
256,"11200",371,,,,1237
256,"12300",121,,,,1238
256,"12400",1113,,,,1239
256,"12500",1377,,,,1240
256,"12600",1664,,,,1241
257,"11101",13,,,,1242
257,"11104",19,,,,1243
257,"11200",35,,,,1244
257,"12300",15,,,,1245
257,"12400",93,,,,1246
257,"12500",148,,,,1247
257,"12600",171,,,,1248
258,"41100",52,,,,1249
258,"41200",120,,,,1250
258,"41300",213,,,,1251
258,"41400",308,,,,1252
258,"42500",100,,,,1253
258,"42600",191,,,,1254
259,"31002",0,,,,1255
259,"31005",300,,,,1256
259,"32007",298,,,,1257
259,"32009",197,,,,1258
259,"33012",522,,,,1259
259,"33013",10,,,,1260
260,"11101",31,,,,1261
260,"11104",8,,,,1262
260,"11200",59,,,,1263
260,"12300",44,,,,1264
260,"12400",160,,,,1265
260,"12500",268,,,,1266
260,"12600",361,,,,1267
261,"11101",41,,,,1268
91,"42600",,134,,,272
96,"41100",37,,,,299
96,"41200",8,,,,300
96,"41300",203,,,,301
96,"41400",136,,,,302
96,"42500",47,,,,303
96,"42600",125,,,,304
97,"41100",,20,,,305
97,"41200",,24,,,306
97,"41300",,141,,,307
97,"41400",,137,,,308
97,"42500",,111,,,309
97,"42600",,145,,,310
100,"21100",19,,,,323
100,"21200",288,,,,324
100,"22307",124,,,,325
100,"22309",237,,,,326
102,"21100",,0,,,333
102,"21200",,167,,,334
102,"22307",,128,,,335
102,"22309",,186,,,336
103,"41100",,53,,,337
103,"41200",,60,,,338
103,"41300",,192,,,339
103,"41400",,170,,,341
103,"42500",,145,,,342
103,"42600",,171,,,343
104,"41100",,7,,,344
104,"41200",,1,,,345
104,"41300",,30,,,346
104,"41400",,64,,,347
104,"42500",,7,,,348
104,"42600",,33,,,349
106,"11101",,,66,,357
106,"11104",,,93,,358
106,"11200",,,156,,359
106,"12300",,,73,,360
106,"12400",,,323,,361
106,"12600",,,448,,362
106,"12600",,,438,,363
107,"11101",,,37,,364
107,"11104",,,52,,365
107,"11200",,,88,,366
107,"12300",,,41,,367
107,"12400",,,209,,368
107,"12500",,,244,,369
107,"12600",,,227,,370
109,"41100",34,,,,377
109,"41200",30,,,,378
109,"41300",244,,,,379
109,"41400",231,,,,380
109,"42500",102,,,,381
109,"42600",150,,,,382
113,"41100",,2,0,,401
113,"41200",,22,11,,402
113,"41300",,77,43,,403
113,"41400",,127,63,,404
113,"42500",,100,22,,405
113,"42600",,96,34,,406
114,"11101",12,,,,407
114,"11104",17,,,,408
114,"11200",28,,,,409
114,"12300",13,,,,410
114,"12400",53,,,,411
114,"12500",81,,,,412
114,"12600",85,,,,413
115,"11101",,,10,,414
115,"11104",,,15,,415
115,"11200",,,24,,416
115,"12300",,,11,,417
115,"12400",,,28,,418
115,"12500",,,67,,419
115,"12600",,,93,,420
116,"21100",,0,0,,422
116,"21200",,45,25,,423
116,"22307",,86,46,,424
116,"22309",,76,47,,425
55,"41100",67,,,,71
55,"41200",104,,,,72
55,"41300",497,,,,73
55,"41400",338,,,,74
55,"42500",262,,,,75
55,"42600",479,,,,76
56,"41100",5,,,,77
56,"41200",25,,,,78
56,"41300",273,,,,79
56,"41400",190,,,,80
56,"42500",78,,,,81
56,"42600",113,,,,82
57,"41100",37,,,,89
57,"41200",131,,,,91
57,"41300",463,,,,92
57,"41400",411,,,,93
57,"42500",156,,,,94
57,"42600",270,,,,95
59,"31002",36,,,,97
59,"31005",1069,,,,98
59,"32007",590,,,,99
59,"32009",882,,,,100
59,"33012",666,,,,101
59,"33013",30,,,,102
60,"31002",24,,,,103
60,"31005",966,,,,104
60,"32007",681,,,,105
60,"32009",684,,,,106
60,"33012",1063,,,,107
60,"33013",66,,,,108
61,"41100",64,,,,109
61,"41200",65,,,,110
61,"41300",334,,,,111
61,"42500",156,,,,112
61,"42600",283,,,,113
61,"41400",332,,,,114
62,"41100",124,,,,115
62,"41200",263,,,,116
62,"41300",681,,,,117
62,"41400",539,,,,118
62,"42500",367,,,,119
62,"42600",619,,,,120
46,"41100",90,,,,19
46,"41200",74,,,,20
46,"41300",295,,,,21
46,"41400",255,,,,22
46,"42500",199,,,,23
46,"42600",368,,,,24
47,"31002",13,,,,25
47,"31005",739,,,,26
47,"32007",758,,,,27
47,"32009",575,,,,28
47,"33012",917,,,,29
47,"33013",14,,,,30
48,"21100",108,,,,31
48,"21200",372,,,,32
48,"22307",272,,,,33
48,"22309",485,,,,34
49,"41100",120,,,,35
49,"41200",275,,,,36
49,"41300",622,,,,37
49,"41400",756,,,,38
49,"42500",388,,,,39
49,"42600",825,,,,40
50,"31005",74,,,,41
50,"31005",1210,,,,42
50,"32007",896,,,,43
50,"32009",916,,,,44
50,"33012",1658,,,,45
50,"33013",26,,,,46
51,"41100",55,,,,47
51,"41200",52,,,,48
51,"41300",388,,,,49
51,"41400",423,,,,50
51,"42500",219,,,,51
51,"42600",210,,,,52
52,"31002",17,,,,53
52,"31005",579,,,,54
52,"32007",389,,,,55
52,"32009",355,,,,56
52,"33012",677,,,,57
52,"33013",16,,,,58
53,"31002",16,,,,59
53,"31005",731,,,,60
53,"32007",505,,,,61
53,"32009",329,,,,62
53,"33012",792,,,,63
53,"33013",22,,,,64
54,"41100",126,,,,65
54,"41200",51,,,,66
54,"41300",427,,,,67
54,"41400",245,,,,68
54,"42500",198,,,,69
54,"42600",276,,,,70
117,"21100",2,,,,426
117,"21200",44,,,,427
117,"22307",61,,,,428
117,"22309",110,,,,429
118,"41100",78,,,,430
118,"41200",40,,,,431
118,"41300",155,,,,432
118,"41400",170,,,,433
118,"42500",26,,,,434
63,"31002",127,,,,121
63,"31005",843,,,,122
63,"32007",291,,,,123
63,"32009",526,,,,124
63,"33012",1087,,,,125
63,"33013",58,,,,126
64,"31002",11,,,,127
64,"31005",389,,,,128
64,"32007",423,,,,129
64,"32009",269,,,,130
64,"33012",697,,,,131
64,"33013",19,,,,132
66,"11101",178,,,,133
66,"11104",575,,,,134
66,"11200",793,,,,135
66,"12300",446,,,,136
66,"12400",1119,,,,137
66,"12500",714,,,,138
66,"12600",736,,,,139
67,"11101",72,,,,140
67,"11104",233,,,,141
67,"11200",321,,,,142
67,"12300",181,,,,143
67,"12400",427,,,,144
67,"12500",334,,,,145
67,"12600",280,,,,146
68,"11101",,,30,"estimate",147
68,"11104",,,103,"estimate",148
68,"11200",,,126,"estimate",149
68,"12300",,,56,"estimate",150
68,"12400",,,170,"actual",151
68,"12500",,,83,"actual",152
68,"12600",,,57,"actual",153
69,"31002",9,,,,154
118,"42600",17,,,,435
120,"41100",36,,,,443
120,"41200",42,,,,444
120,"41300",399,,,,445
120,"41400",282,,,,446
120,"42500",134,,,,447
120,"42600",192,,,,448
122,"21100",7,,,,455
122,"21200",157,,,,456
122,"22307",223,,,,457
122,"22309",179,,,,458
123,"41100",0,,,,459
123,"41200",8,,,,460
123,"41300",101,,,,461
123,"41400",68,,,,462
123,"42500",34,,,,463
123,"42600",20,,,,464
69,"31005",390,,,,155
69,"32007",352,,,,156
69,"32009",296,,,,157
69,"33012",565,,,,158
69,"33013",0,,,,159
70,"21100",608,,,,160
70,"21200",563,,,,161
70,"22307",361,,,,162
70,"22309",568,,,,163
71,"21100",151,,,,164
71,"21200",130,,,,165
71,"22307",140,,,,166
71,"22309",207,,,,167
72,"21100",217,,,,168
72,"21200",107,,,,169
72,"22307",153,,,,170
72,"22309",153,,,,171
73,"21100",120,,,,172
73,"21200",35,,,,173
73,"22307",97,,,,174
73,"22309",146,,,,175
74,"41100",109,,,,176
74,"41200",75,,,,177
74,"41300",417,,,,178
74,"41400",393,,,,179
74,"42500",187,,,,180
74,"42600",397,,,,181
75,"41100",5,,,,182
75,"41200",32,,,,183
75,"41300",131,,,,184
75,"41400",110,,,,185
75,"42500",69,,,,186
75,"42600",136,,,,187
76,"41100",31,,,,188
76,"41200",19,,,,189
76,"41300",203,,,,190
76,"41400",275,,,,191
76,"42500",97,,,,192
76,"42600",268,,,,193
77,"41100",28,,,,194
77,"41200",34,,,,195
77,"41300",177,,,,196
