EventID,LocationID,CreelNPeople,CreelNDiggers,CreelNClams,CreelNLanterns,CreelNCars,autonumber
1529,"32009",2,2,30,,2,34529
1529,"32009",2,2,30,,2,34530
1529,"33012",9,6,0,,9,34531
1529,"33012",2,2,1,,2,34532
1529,"33012",3,3,0,,3,34533
1529,"33012",8,8,4,,8,34534
1529,"33012",2,2,30,,2,34535
1529,"33012",1,1,15,,1,34536
1529,"33012",2,2,1,,0,34537
1529,"33012",3,3,0,,0,34538
1529,"33012",3,3,45,,3,34539
1529,"33012",2,2,30,,2,34540
1529,"33012",4,1,2,,4,34541
1529,"33012",2,2,30,,2,34542
1530,"41400",3,3,0,,3,34543
1530,"41400",4,4,20,,4,34544
1530,"41400",2,2,16,,2,34545
1530,"41400",2,2,13,,2,34546
1530,"41400",5,5,28,,5,34547
1531,"21200",3,3,40,,3,34548
1531,"21200",2,2,17,,2,34549
1531,"21200",1,1,15,,1,34550
1531,"22307",2,2,0,,2,34551
1531,"22307",1,1,15,,0,34552
1531,"22307",4,4,45,,4,34553
1531,"22307",1,1,15,,1,34554
1531,"22307",2,2,21,,2,34555
1531,"22309",1,1,13,,1,34556
1531,"22309",2,2,16,,2,34557
1531,"22309",1,1,15,,1,34558
1532,"41200",3,3,45,,,34559
1532,"41400",1,1,15,,,34560
1532,"41400",1,1,13,,,34561
1532,"42500",2,2,30,,,34562
1532,"42600",2,2,30,,,34563
1532,"42600",4,4,60,,,34564
1532,"42600",2,2,30,,,34565
1532,"42600",1,1,15,,,34566
1532,"42600",1,1,15,,,34567
1533,"31005",3,2,30,,3,34568
1533,"31005",2,0,0,,,34569
1533,"31005",2,2,30,,2,34570
1533,"31005",3,3,45,,3,34571
1533,"31005",3,3,45,,3,34572
1533,"32007",2,1,15,,2,34573
1533,"32007",2,2,30,,2,34574
1533,"32007",1,1,15,,1,34575
1533,"32007",3,3,45,,3,34576
1533,"32009",2,2,30,,2,34577
1533,"32009",4,4,60,,4,34578
1533,"32009",4,4,60,,4,34579
1533,"32009",3,3,45,,3,34580
1533,"32009",1,1,15,,1,34581
1533,"32009",2,2,30,,0,34582
1533,"32009",2,2,30,,2,34583
1533,"33012",2,2,30,,2,34584
1533,"33012",2,2,30,,2,34585
1533,"33012",2,2,30,,2,34586
1533,"33012",2,2,30,,2,34587
1534,"41100",3,3,45,,3,34588
1534,"41200",2,2,30,,0,34589
1534,"41200",5,5,75,,5,34590
1534,"41200",4,4,60,,4,34591
1534,"41300",4,4,60,,4,34592
1534,"41300",3,3,45,,3,34593
1534,"41300",2,2,30,,2,34594
1534,"41300",2,2,30,,2,34595
1534,"41300",2,2,30,,2,34596
1534,"41300",2,2,30,,2,34597
1534,"41300",2,2,30,,2,34598
1534,"41300",3,3,45,,3,34599
1534,"41400",2,2,30,,2,34600
1534,"41400",2,2,10,,2,34601
1534,"41400",5,5,75,,5,34602
1534,"41400",2,1,15,,2,34603
1534,"41400",2,2,30,,2,34604
1534,"42500",2,2,30,,2,34605
1534,"42500",2,2,30,,2,34606
1534,"42500",2,2,30,,2,34607
1534,"42600",2,2,30,,2,34608
1534,"42600",2,2,30,,2,34609
1534,"42600",3,3,45,,3,34610
1608,"41100",3,3,45,,,36218
1608,"41200",1,1,15,,,36219
1608,"41200",2,2,30,,,36220
1608,"41200",1,1,15,,,36221
1608,"41200",1,1,15,,,36222
1608,"41200",8,8,120,,,36223
1608,"41200",4,4,60,,,36224
1608,"41300",2,2,30,,,36225
1608,"41300",2,2,30,,,36226
1608,"41300",2,2,30,,,36227
1608,"41300",3,3,45,,,36228
1608,"41300",1,1,15,,,36229
1608,"41300",2,2,30,,,36230
1608,"41300",3,3,45,,,36231
1608,"41300",1,1,3,,,36232
1608,"41300",2,2,30,,,36233
1608,"41300",2,2,5,,,36234
1608,"41300",2,2,30,,,36235
1608,"41400",2,1,15,,,36236
1608,"41400",1,1,15,,,36237
1608,"41400",1,1,15,,,36238
1608,"41400",4,4,60,,,36239
1608,"42500",4,4,60,,,36240
1608,"42500",1,1,15,,,36241
1608,"42500",1,1,15,,,36242
1608,"42500",1,1,15,,,36243
1608,"42600",1,1,15,,,36245
1608,"42600",7,7,89,,,36246
1608,"42600",2,2,2,,,36247
1608,"42600",2,2,30,,,36248
1608,"42600",2,2,30,,,36249
1608,"42600",2,2,30,,,36250
1608,"42600",2,2,30,,,36251
1609,"41200",1,1,15,,,36252
1609,"41300",1,1,15,,,36253
1609,"41300",3,3,1,,,36254
1609,"41300",1,1,8,,,36255
1609,"41400",1,1,15,,,36256
1609,"41400",3,3,45,,,36257
1609,"42500",2,2,30,,,36258
1609,"42500",1,1,15,,,36259
1609,"42600",3,3,45,,,36260
1609,"42600",2,2,30,,,36261
1609,"42600",1,1,15,,,36262
1609,"42600",3,3,45,,,36263
1609,"42600",2,2,30,,,36264
1609,"42600",2,2,30,,,36265
1609,"42600",1,1,15,,,36266
1609,"42600",3,3,13,,,36267
1610,"12400",2,2,30,,,36268
1610,"12400",4,3,45,,,36269
1610,"12400",3,1,15,,,36270
1610,"12400",3,3,45,,,36271
1610,"12400",1,1,15,,,36272
1610,"12400",3,3,45,,,36273
1610,"12400",2,2,30,,,36274
1610,"12400",1,1,14,,,36275
1610,"12600",8,8,120,,,36276
1611,"31002",2,2,30,,,36277
1611,"31005",2,2,30,,,36278
1539,"33012",2,2,30,,,34707
1539,"33012",2,2,30,,,34709
1540,"41100",2,2,30,,2,34710
1540,"41200",3,3,45,,3,34711
1540,"41200",3,3,45,,3,34712
1540,"41200",6,6,90,,6,34713
1540,"41200",7,7,105,,7,34714
1540,"41300",1,1,15,,,34715
1540,"41300",2,2,30,,2,34716
1540,"41300",3,3,45,,3,34717
1540,"41300",3,3,45,,3,34718
1540,"41300",2,2,30,,2,34719
1540,"41300",2,2,30,,2,34720
1540,"41300",3,3,45,,3,34721
1540,"41300",2,2,30,,2,34722
1540,"41300",2,2,30,,2,34723
1540,"41300",5,5,75,,5,34724
1540,"41400",4,4,60,,4,34725
1540,"41400",3,3,45,,3,34726
1540,"41400",2,2,30,,2,34727
1540,"41400",3,3,45,,3,34728
1540,"41400",5,5,75,,5,34729
1540,"41400",2,2,30,,2,34730
1540,"42500",1,1,15,,,34731
1540,"42500",2,2,30,,2,34732
1540,"42500",2,2,30,,2,34733
1540,"42500",3,3,45,,3,34734
1540,"42500",2,2,30,,2,34735
1540,"42500",3,3,22,,0,34736
1540,"42600",2,2,30,,2,34737
1540,"42600",4,4,60,,4,34738
1540,"42600",4,4,60,,4,34739
1540,"42600",2,2,30,,2,34740
1540,"42600",3,3,45,,3,34741
1540,"42600",4,4,60,,4,34742
1540,"42600",2,2,30,,2,34743
1541,"21200",1,1,15,,,34744
1541,"21200",1,1,15,,,34745
1541,"21200",2,2,30,,,34746
1541,"21200",1,1,15,,,34747
1541,"21200",4,4,18,,,34748
1541,"21200",3,3,28,,,34749
1541,"21200",1,1,13,,,34750
1541,"21200",6,6,60,,,34751
1541,"21200",3,3,45,,,34752
1541,"21200",4,4,32,,,34753
1541,"21200",2,2,12,,,34754
1541,"22307",1,1,15,,,34755
1541,"22307",1,1,4,,,34756
1541,"22307",2,2,0,,,34757
1541,"22307",2,2,30,,,34758
1541,"22307",2,2,30,,,34759
1541,"22307",3,3,4,,,34760
1541,"22307",1,1,9,,,34761
1541,"22307",2,2,30,,,34762
1541,"22307",2,2,30,,,34763
1541,"22307",2,2,30,,,34764
1541,"22307",5,5,34,,,34765
1541,"22307",1,1,15,,,34766
1541,"22307",3,3,45,,,34767
1541,"22307",2,2,16,,,34768
1522,"22309",2,2,30,,3,34368
1522,"22309",3,3,45,,3,34369
1522,"22309",2,2,30,,4,34370
1522,"22309",2,2,30,,2,34371
1522,"22309",2,2,63,,2,34372
1522,"22309",3,3,45,,3,34373
1522,"22309",4,3,42,,4,34374
1523,"41300",2,2,31,,2,34375
1523,"41300",2,2,30,,2,34376
1523,"41300",2,2,30,,2,34377
1523,"41300",3,3,45,,3,34378
1523,"41300",2,2,30,,2,34379
1523,"41300",3,3,45,,3,34380
1523,"41300",3,2,30,,5,34381
1523,"41300",3,2,30,,3,34382
1523,"41400",2,2,30,,2,34383
1523,"41400",2,2,30,,2,34384
1523,"41400",3,3,45,,3,34385
1523,"41400",6,6,90,,6,34386
1523,"41400",1,1,15,,1,34387
1523,"41400",1,1,13,,1,34388
1523,"41400",2,2,30,,2,34389
1523,"42500",2,2,0,,0,34390
1523,"42500",4,2,11,,0,34391
1523,"42500",2,2,30,,2,34392
1523,"42600",2,2,30,,2,34393
1523,"42600",2,2,30,,2,34394
1523,"42600",2,2,30,,2,34395
1518,"21200",2,2,30,,2,34396
1524,"31005",2,2,30,,,34397
1524,"31005",1,1,15,,,34398
1524,"31005",3,2,26,,,34399
1524,"31005",1,1,0,,,34400
1524,"31005",2,2,1,,,34401
1524,"32007",1,1,15,,,34402
1524,"32007",4,4,60,,,34403
1524,"32007",2,2,5,,,34404
1524,"32007",2,2,30,,,34405
1524,"32009",1,1,15,,,34406
1524,"32009",4,4,60,,,34407
1524,"32009",3,3,45,,,34408
1524,"32009",2,2,30,,,34409
1524,"33012",1,1,15,,,34410
1524,"33012",4,4,60,,4,34411
1524,"33012",2,2,16,,2,34412
1524,"33012",4,4,3,,,34413
1524,"33012",2,2,33,,,34414
1524,"33012",2,2,0,,,34415
1524,"33012",2,2,6,,,34416
1524,"33012",2,2,10,,,34417
1525,"21200",1,1,14,,,34418
1525,"21200",1,1,12,,,34419
1525,"21200",2,2,15,,,34420
1525,"21200",2,2,18,,,34421
1525,"21200",2,2,14,,,34422
1525,"21200",2,2,1,,,34423
1525,"21200",2,2,30,,,34424
1525,"21200",4,4,3,,,34425
1525,"22307",6,6,0,,,34426
1525,"22307",1,1,0,,,34427
1525,"22307",2,2,0,,,34428
1508,"32007",1,1,15,,,33943
1508,"32007",1,1,15,,,33944
1508,"32007",3,3,45,,,33945
1508,"32007",1,1,15,,,33946
1508,"32009",2,2,30,,,33947
1508,"32009",2,2,30,,,33948
1508,"32009",1,1,15,,,33949
1508,"32009",2,2,15,,,33951
1508,"32009",3,3,45,,,33952
1508,"32009",2,2,30,,,33953
1508,"32009",2,2,30,,,33954
1508,"32009",3,3,45,,,33955
1508,"32009",2,2,30,,,33956
1509,"41200",3,3,45,,,33958
1509,"41200",2,2,30,,,33959
1509,"41300",1,1,15,,,33960
1509,"41300",2,2,30,,,33961
1509,"41300",2,2,30,,,33962
1509,"41300",2,2,30,,,33963
1509,"41300",2,2,30,,,33964
1509,"41300",2,2,30,,,33965
1509,"41300",2,2,30,,,33966
1509,"41300",2,2,2,,,33967
1509,"41300",1,1,15,,,33968
1509,"41300",1,1,15,,,33969
1509,"41400",2,2,30,,,33970
1509,"41400",2,2,15,,,33971
1509,"41400",1,1,15,,,33972
1509,"41400",1,1,15,,,33973
1509,"42500",2,2,30,,,33974
1509,"42600",2,2,30,,,33975
1509,"42600",2,2,30,,,33976
1509,"42600",2,2,30,,,33977
1509,"42600",4,4,60,,,33978
1509,"42600",5,5,75,,,33979
1509,"42600",2,2,30,,,33980
1509,"42600",1,1,15,,,33981
1510,"31005",4,4,7,,,33982
1510,"31005",2,2,3,,,33983
1510,"31005",1,1,3,,,33984
1510,"31005",1,1,15,,,33985
1510,"31005",2,1,15,,,33986
1510,"31005",1,1,15,,,33987
1510,"31005",2,2,30,,,33988
1510,"31005",2,2,20,,,33989
1510,"31005",1,1,0,,,33990
1510,"31005",2,2,15,,,33991
1510,"32007",2,2,30,,,33992
1510,"32007",2,2,30,,,33993
1510,"32007",1,1,15,,,33994
1510,"32007",6,6,90,,,33995
1510,"32007",6,6,90,,,33996
1510,"32007",1,1,14,,,33997
1510,"32007",5,2,30,,,33998
1510,"32007",2,2,30,,,33999
1510,"32007",4,4,60,,,34000
1510,"32007",4,4,60,,,34001
1510,"32007",1,1,11,,,34002
1510,"32009",2,1,10,,,34003
1510,"32009",6,6,60,,,34004
1508,"32009",4,4,60,,,33950
1510,"32009",5,5,41,,,34005
1510,"32009",6,6,90,,,34006
1510,"32009",4,4,60,,,34007
1510,"32009",4,4,45,,,34008
1510,"32009",12,10,150,,,34009
1510,"32009",7,5,5,,,34010
1510,"32009",5,5,6,,,34011
1510,"33012",2,2,30,,,34012
1510,"33012",6,6,10,,,34013
1510,"33012",4,4,35,,,34014
1510,"33012",8,8,40,,,34015
1510,"33012",6,6,45,,,34016
1511,"41100",1,1,15,,,34017
1511,"4",2,2,25,,,34018
1511,"41100",2,1,15,,,34019
1511,"41100",1,1,15,,,34020
1511,"41200",2,2,30,,,34021
1511,"41200",2,2,30,,,34022
1511,"41200",2,2,30,,,34023
1511,"41200",4,4,60,,,34024
1511,"41200",7,7,105,,,34025
1511,"41200",2,2,30,,,34026
1511,"41300",2,2,30,,,34027
1511,"41300",1,1,15,,,34028
1511,"41300",4,4,60,,,34029
1511,"41300",2,2,30,,,34030
1511,"41300",2,2,16,,,34031
1511,"41400",2,2,30,,,34032
1511,"41400",1,1,15,,,34033
1511,"41400",1,1,15,,,34034
1511,"41400",2,2,30,,,34035
1511,"42500",2,2,30,,,34036
1511,"42500",2,2,30,,,34037
1511,"42500",4,4,60,,,34038
1511,"42500",2,1,15,,,34039
1511,"42600",2,2,30,,,34040
1511,"42600",1,1,15,,,34041
1511,"42600",1,1,15,,,34042
1511,"42600",1,1,15,,,34044
1512,"41100",3,3,41,,,34045
1512,"41100",1,1,15,,,34046
1512,"41100",2,2,30,,,34047
1512,"41100",1,1,15,,,34048
1512,"41100",4,4,60,,,34049
1512,"41100",2,2,30,,,34050
1512,"41100",2,2,30,,,34051
1512,"41200",2,2,30,,,34052
1512,"41200",5,5,75,,,34053
1512,"41200",6,6,90,,,34054
1512,"41200",2,2,30,,,34055
1512,"41200",3,3,45,,,34056
1512,"41200",4,4,60,,,34057
1512,"41200",2,2,30,,,34058
1512,"41200",2,2,30,,,34059
1512,"41300",4,4,60,,,34060
1512,"41300",3,3,45,,,34061
1512,"41300",1,1,15,,,34062
1512,"41300",2,2,30,,,34063
1512,"41300",3,3,45,,,34064
1512,"41300",3,3,20,,,34065
1508,"32009",,,,,,33957
1512,"41300",2,2,18,,,34066
1512,"41400",2,2,21,,,34067
1512,"41400",1,1,15,,,34068
1512,"41400",5,5,75,,,34069
1512,"41400",15,15,195,,,34070
1512,"41400",2,2,30,,,34071
1512,"41400",4,4,60,,,34072
1512,"41400",2,2,30,,,34073
1512,"41400",4,4,60,,,34074
1512,"41400",4,4,60,,,34075
1512,"42500",2,2,30,,,34076
1512,"42500",1,1,15,,,34077
1512,"42500",1,1,15,,,34078
1512,"42500",2,2,30,,,34079
1512,"42500",2,2,25,,,34080
1512,"42500",3,3,45,,,34081
1512,"42600",2,2,30,,,34082
1512,"42600",2,2,30,,,34083
1512,"42600",1,1,15,,,34084
1512,"42600",2,2,30,,,34085
1512,"42600",2,2,30,,,34086
1512,"42600",1,1,15,,,34087
1512,"42600",1,1,15,,,34088
1512,"42600",3,3,45,,,34089
1512,"42600",2,2,30,,,34090
1512,"42600",1,1,15,,,34091
1512,"42600",1,1,15,,,34092
1513,"41100",6,6,90,,,34093
1513,"41100",4,4,57,,,34094
1513,"41200",4,4,60,,,34095
1513,"41200",9,5,50,,,34096
1513,"41300",2,2,30,,,34097
1513,"41300",4,4,60,,,34098
1513,"41300",1,1,15,,,34099
1513,"41300",2,1,15,,,34100
1513,"41300",7,7,48,,,34101
1513,"41300",2,2,0,,,34102
1513,"41300",2,2,30,,,34103
1513,"41300",1,1,15,,,34104
1513,"41300",2,2,24,,,34105
1513,"41300",1,1,11,,,34106
1515,"21200",4,4,60,,,34168
1515,"21200",1,1,7,,,34169
1515,"21200",2,2,9,,,34170
1515,"21200",1,1,15,,,34171
1515,"21200",2,2,30,,,34172
1515,"21200",2,2,30,,,34173
1515,"21200",7,2,2,,,34174
1515,"22307",4,4,60,,,34175
1515,"22307",3,3,5,,,34176
1515,"22307",2,2,5,,,34177
1515,"22307",6,2,0,,,34178
1515,"22307",1,1,3,,,34179
1515,"22307",2,2,11,,,34180
1515,"22307",3,3,41,,,34181
1515,"22307",3,2,3,,,34182
1515,"22307",4,3,45,,,34184
1515,"22307",2,2,29,,,34185
1515,"22309",3,2,15,,,34186
399,"42500",1,1,15,,0,6283
399,"42500",5,5,75,,5,6284
399,"42500",3,3,45,,3,6285
399,"42500",2,2,30,,2,6286
399,"42600",3,3,45,,3,6287
399,"42600",3,3,45,,3,6288
400,"21200",2,1,15,,2,6289
400,"21200",3,3,45,,3,6290
400,"21200",4,4,60,,4,6291
400,"21200",1,1,2,,1,6292
400,"21200",3,3,42,,3,6293
400,"21200",1,1,10,,2,6294
400,"22307",1,1,15,,1,6295
400,"22307",1,1,15,,1,6296
400,"22307",2,2,16,,2,6297
400,"22307",2,1,8,,2,6298
400,"22307",2,2,30,,2,6299
400,"22307",3,3,45,,3,6300
400,"22307",1,1,15,,1,6301
400,"22307",2,2,12,,2,6302
400,"22307",4,4,1,,4,6303
400,"22307",2,2,26,,2,6304
400,"22307",3,3,18,,3,6305
400,"22307",2,2,25,,2,6306
400,"22307",1,1,15,,1,6307
400,"22307",3,3,16,,3,6308
400,"22307",5,5,75,,5,6309
400,"22307",3,3,40,,3,6310
400,"22307",2,2,16,,2,6311
400,"22309",1,1,15,,1,6312
400,"22309",2,2,30,,2,6313
400,"22309",1,1,15,,1,6314
400,"22309",2,2,30,,2,6315
400,"22309",3,2,30,,3,6316
400,"22309",3,3,32,,3,6317
400,"22309",4,4,60,,4,6318
400,"22309",4,4,45,,4,6319
401,"21200",1,1,0,,1,6321
401,"21200",4,3,31,,4,6322
401,"21200",6,6,24,,6,6323
401,"22307",2,2,1,,2,6324
401,"22307",1,1,15,,1,6325
401,"22307",2,1,12,,2,6326
401,"22307",2,2,30,,2,6327
401,"22307",2,2,30,,2,6328
401,"22307",4,4,60,,4,6329
401,"22307",3,3,25,,3,6330
401,"22307",3,3,45,,3,6331
401,"22307",3,3,45,,3,6332
401,"22307",3,3,32,,3,6333
401,"22307",3,2,0,,3,6334
401,"22307",3,3,45,,3,6335
401,"22309",5,5,0,,5,6336
401,"22309",2,2,26,,2,6337
401,"22309",1,1,15,,1,6338
401,"22309",4,4,8,,4,6339
401,"22309",2,2,13,,2,6340
401,"22309",2,2,15,,2,6341
401,"22309",2,2,27,,2,6342
401,"22309",2,2,7,,2,6343
402,"41200",3,3,45,,3,6345
613,"33012",2,1,8,,0,13676
613,"33012",1,1,15,,1,13677
613,"33012",2,2,30,,2,13678
613,"33012",2,2,3,,2,13679
614,"41200",2,2,0,,0,13680
614,"41300",1,1,0,,1,13681
614,"41300",3,3,0,,3,13682
614,"42500",1,1,7,,2,13683
614,"42500",2,2,3,,0,13684
614,"42600",3,3,5,,3,13685
614,"42600",2,1,5,,0,13686
615,"21200",3,2,0,,3,13687
615,"21200",3,2,0,,3,13688
615,"22307",2,2,0,,2,13689
615,"22307",1,1,1,,1,13690
616,"41400",2,2,7,,2,13691
616,"41400",2,2,0,,2,13692
616,"42500",5,5,0,,5,13693
616,"42600",1,1,0,,1,13694
616,"42600",2,2,5,,2,13695
617,"31005",2,2,0,,2,13696
617,"31005",2,2,0,,2,13697
617,"31005",4,4,0,,4,13698
617,"31005",2,2,27,,2,13699
617,"32007",4,4,0,,4,13700
617,"32009",2,2,8,,2,13701
617,"33012",4,1,1,,4,13702
617,"33012",3,3,10,,3,13703
617,"33012",1,1,15,,1,13704
617,"33012",5,5,0,,5,13705
617,"33012",2,2,0,,2,13706
618,"12400",2,2,0,,2,13707
618,"12600",3,3,1,,3,13708
618,"12600",2,1,0,,2,13709
618,"12600",3,3,0,,3,13710
619,"12400",2,2,0,,2,13711
619,"12400",2,2,2,,2,13712
619,"12400",2,2,3,,2,13713
619,"12500",4,4,3,,4,13714
619,"12500",2,2,15,,2,13715
619,"12500",2,2,3,,2,13716
619,"12500",1,1,14,,1,13717
619,"12500",2,2,0,,2,13718
619,"12600",2,2,15,,2,13719
619,"12600",2,2,5,,2,13720
619,"12600",3,3,0,,3,13721
620,"21200",2,2,30,,,13722
620,"21200",2,2,30,,,13723
620,"21200",3,3,45,,,13724
620,"21200",4,4,60,,,13725
620,"21200",2,2,30,,,13726
620,"21200",1,1,15,,,13727
620,"21200",4,4,60,,,13728
620,"21200",2,2,8,,,13729
620,"21200",4,4,60,,,13730
620,"21200",2,2,30,,,13731
620,"21200",1,1,8,,,13732
620,"21200",2,2,30,,,13733
620,"21200",2,2,30,,,13734
620,"21200",4,4,60,,,13735
620,"22307",3,3,45,,,13736
437,"41300",4,4,60,,,8797
437,"41300",3,3,19,,,8798
437,"41300",5,5,75,,,8799
437,"41300",3,3,45,,,8800
437,"41400",2,2,30,,,8801
437,"41400",1,1,0,,,8802
437,"41400",3,3,9,,,8803
437,"41400",2,2,0,,,8804
437,"41400",2,2,30,,,8805
437,"41400",2,2,18,,,8806
437,"41400",1,1,0,,,8807
437,"42500",4,4,60,,,8808
437,"42500",2,2,30,,,8809
437,"42500",3,3,0,,,8810
437,"42500",1,1,0,,,8811
437,"42500",1,1,0,,,8812
437,"42500",2,2,30,,,8813
437,"42500",2,2,6,,,8814
437,"42500",2,2,18,,,8815
437,"42500",1,1,15,,,8816
437,"42500",2,2,30,,,8817
437,"42500",3,3,0,,,8818
437,"42500",2,2,30,,,8819
437,"42600",4,4,60,,,8820
437,"42600",3,3,45,,,8821
437,"42600",2,2,30,,,8822
437,"42600",2,2,30,,,8823
437,"42600",3,3,0,,,8824
437,"42600",8,8,1,,,8825
437,"41400",4,4,0,,,8826
437,"41400",4,4,6,,,8827
437,"41400",3,3,0,,,8828
437,"41400",2,2,0,,,8829
437,"41400",5,5,0,,,8830
