EventID,LocationID,CreelNPeople,CreelNDiggers,CreelNClams,CreelNLanterns,ppl_per_car
328,33012,3,3,38,NA,NA
328,33013,2,2,30,NA,NA
329,41100,1,1,15,NA,NA
329,41400,2,2,20,NA,NA
329,41400,2,2,30,NA,NA
329,41400,1,1,15,NA,NA
329,41400,3,3,29,NA,NA
329,41400,5,5,75,NA,NA
329,41400,1,1,15,NA,NA
329,41400,4,4,16,NA,NA
329,41400,2,2,30,NA,NA
329,41400,3,3,10,NA,NA
329,41400,4,4,47,NA,NA
329,41400,3,3,25,NA,NA
329,41400,8,5,9,NA,NA
329,41400,4,4,17,NA,NA
329,42500,5,5,75,NA,NA
329,42500,2,2,30,NA,NA
329,42500,3,3,45,NA,NA
329,42500,4,4,56,NA,NA
329,42500,2,1,15,NA,NA
329,42600,1,1,15,NA,NA
329,42600,1,1,15,NA,NA
292,12600,11,9,135,NA,NA
292,12600,2,2,30,NA,NA
292,12600,3,3,45,NA,NA
293,21100,2,2,30,NA,2
293,21100,1,1,0,NA,1
293,21200,1,1,0,NA,1
293,21200,3,3,0,NA,NA
293,21200,1,1,0,NA,1
293,21200,4,4,10,NA,4
293,21200,5,5,5,NA,5
293,21200,3,2,12,NA,NA
293,21200,3,3,0,NA,3
293,21200,2,2,5,NA,2
293,22307,2,2,0,NA,2
293,22307,1,1,15,NA,1
293,22307,2,2,30,NA,2
293,22307,2,2,30,NA,2
293,22307,4,4,16,NA,4
293,22307,2,2,30,NA,2
293,22307,5,5,66,NA,5
293,22309,1,1,15,NA,1
293,22309,2,2,30,NA,2
293,22309,2,2,28,NA,2
294,21200,1,1,10,NA,0
294,21200,5,4,60,NA,5
294,21200,2,2,30,NA,2
294,21200,1,1,15,NA,1
294,21200,2,2,30,NA,2
294,22307,2,2,30,NA,2
294,22307,3,3,45,NA,3
294,22307,2,2,30,NA,2
294,22309,4,4,0,NA,0
295,21200,2,2,30,NA,2
295,21200,2,2,30,NA,2
295,21200,2,2,30,NA,2
295,21200,1,1,15,NA,1
295,21200,2,2,17,NA,2
295,22307,2,2,30,NA,2
295,22307,1,1,15,NA,2
295,22307,1,1,15,NA,2
295,22307,1,1,15,NA,3
295,22307,2,2,30,NA,2
295,22307,2,2,30,NA,2
295,22307,2,2,30,NA,2
295,22307,5,5,75,NA,5
295,22309,4,4,60,NA,4
295,22309,2,2,26,NA,2
295,22309,2,2,30,NA,2
295,22309,2,2,30,NA,2
295,22309,2,2,30,NA,2
295,22309,2,2,30,NA,2
295,22309,3,3,45,NA,3
295,22309,1,1,15,NA,1
296,21200,2,2,30,NA,NA
296,21200,3,3,45,NA,NA
296,22307,2,2,30,NA,NA
296,22307,1,1,15,NA,NA
296,22307,2,2,30,NA,NA
296,22307,1,1,15,NA,NA
296,22309,2,2,30,NA,NA
296,22309,1,1,15,NA,NA
383,22309,2,2,30,NA,NA
383,22309,2,2,30,NA,NA
383,22309,2,1,15,NA,NA
383,22309,1,1,15,NA,NA
383,22309,1,1,15,NA,NA
383,22309,2,2,30,NA,NA
383,22309,1,1,15,NA,NA
383,22309,5,5,75,NA,NA
384,21200,2,2,30,NA,NA
384,21200,2,2,30,NA,NA
384,21200,1,1,15,NA,NA
384,21200,1,1,15,NA,NA
384,21200,1,1,15,NA,NA
384,21200,2,2,30,NA,NA
384,21200,3,3,45,NA,NA
384,21200,2,2,30,NA,NA
384,21200,3,3,45,NA,NA
384,21200,1,1,15,NA,NA
384,21200,2,2,30,NA,NA
384,21200,2,2,30,NA,NA
384,21200,3,3,45,NA,NA
384,21200,1,1,15,NA,NA
384,21200,2,2,30,NA,NA
384,21200,2,2,30,NA,NA
384,21200,1,1,15,NA,NA
384,21200,3,3,45,NA,NA
384,21200,4,4,60,NA,NA
384,22307,2,2,30,NA,NA
384,22307,2,2,30,NA,NA
384,22307,1,1,15,NA,NA
384,22307,2,2,30,NA,NA
384,22307,3,2,30,NA,NA
384,22307,1,1,15,NA,NA
384,22307,1,1,15,NA,NA
384,22307,4,4,60,NA,NA
384,22307,3,3,45,NA,NA
384,22307,2,2,30,NA,NA
384,22307,1,1,15,NA,NA
384,22307,3,3,45,NA,NA
384,22307,2,2,30,NA,NA
384,22307,1,1,15,NA,NA
384,22307,2,2,30,NA,NA
384,22307,4,4,60,NA,NA
384,22309,1,1,15,NA,NA
384,22309,2,2,29,NA,NA
384,22309,5,4,60,NA,NA
384,22309,5,5,75,NA,NA
384,22309,2,2,30,NA,NA
384,22309,2,2,30,NA,NA
384,22309,2,2,30,NA,NA
384,22309,1,1,15,NA,NA
384,22309,2,2,30,NA,NA
384,22309,2,2,30,NA,NA
384,22309,2,2,30,NA,NA
384,22309,2,2,30,NA,NA
384,22309,2,2,30,NA,NA
384,22309,1,1,15,NA,NA
385,21200,2,2,30,NA,NA
385,21200,2,2,30,NA,NA
385,21200,1,1,15,NA,NA
385,21200,1,1,15,NA,NA
320,22309,4,1,0,NA,4
320,22309,2,2,0,NA,2
320,22309,4,4,0,NA,4
320,22309,1,1,1,NA,4
321,41100,1,1,15,NA,NA
321,41300,2,2,30,NA,NA
321,41300,1,1,15,NA,NA
321,41300,1,1,15,NA,NA
321,41300,2,2,25,NA,NA
321,41300,2,1,8,NA,NA
321,41300,3,3,43,NA,NA
321,41400,4,4,61,NA,NA
321,41400,4,4,30,NA,NA
321,41400,5,5,75,NA,NA
321,41400,2,2,30,NA,NA
321,42500,1,1,15,NA,NA
321,42500,2,2,25,NA,NA
321,42600,2,2,30,NA,NA
321,42600,4,4,8,NA,NA
321,42600,1,1,15,NA,NA
321,42600,1,1,4,NA,NA
322,41100,3,3,45,NA,NA
322,41100,1,1,15,NA,NA
322,41200,2,2,30,NA,NA
322,41200,2,2,30,NA,NA
322,41200,2,2,30,NA,NA
322,41200,1,1,15,NA,NA
322,41200,2,2,20,NA,NA
322,41200,9,7,50,NA,NA
322,41200,9,9,105,NA,NA
322,41300,2,2,30,NA,NA
322,41300,1,1,15,NA,NA
322,41300,1,1,15,NA,NA
322,41300,4,4,60,NA,NA
322,41300,3,3,45,NA,NA
322,41400,2,2,30,NA,NA
322,41400,4,4,53,NA,NA
322,41400,4,2,22,NA,NA
322,41400,2,2,30,NA,NA
322,41400,12,12,180,NA,NA
322,42500,3,3,45,NA,NA
322,42500,2,2,30,NA,NA
322,42500,2,2,30,NA,NA
322,42500,1,1,15,NA,NA
322,42500,1,1,15,NA,NA
322,42600,2,1,15,NA,NA
322,42600,2,1,15,NA,NA
322,42600,1,1,15,NA,NA
322,42600,2,2,30,NA,NA
322,42600,1,1,15,NA,NA
322,42600,1,1,15,NA,NA
322,42600,1,1,15,NA,NA
322,42600,3,3,45,NA,NA
323,32007,2,2,30,NA,NA
323,32007,1,1,15,NA,NA
323,32007,1,1,15,NA,NA
323,32007,1,1,15,NA,NA
323,32007,5,5,75,NA,NA
323,32007,2,2,30,NA,NA
303,22307,4,4,60,NA,NA
303,22307,3,1,15,NA,NA
303,22309,2,2,30,NA,NA
303,22309,2,2,30,NA,NA
303,22309,3,3,45,NA,NA
304,21200,1,1,15,NA,NA
304,21200,2,2,30,NA,NA
304,21200,4,3,45,NA,NA
304,21200,2,2,30,NA,NA
304,21200,3,3,45,NA,NA
304,21200,6,6,90,NA,NA
305,12400,3,3,45,NA,NA
305,12400,2,2,30,NA,NA
305,12400,2,2,30,NA,NA
305,12400,3,3,45,NA,NA
305,12400,3,3,45,NA,NA
305,12400,3,2,30,NA,NA
305,12500,1,1,15,NA,NA
305,12500,2,2,30,NA,NA
305,12500,4,4,60,NA,NA
305,12500,2,2,30,NA,NA
305,12500,3,3,45,NA,NA
305,12500,1,1,15,NA,NA
305,12500,2,2,30,NA,NA
305,12500,2,2,30,NA,NA
305,12500,1,1,15,NA,NA
305,12600,1,1,15,NA,NA
305,12600,2,2,30,NA,NA
305,12600,4,4,60,NA,NA
306,12400,1,1,15,NA,NA
306,12400,2,2,30,NA,NA
306,12400,5,5,75,NA,NA
306,12400,1,1,15,NA,NA
306,12500,2,2,30,NA,NA
306,12500,1,1,15,NA,NA
306,12500,1,1,15,NA,NA
306,12500,2,2,30,NA,NA
306,12500,4,4,60,NA,NA
306,12500,2,2,30,NA,NA
306,12500,1,1,15,NA,NA
306,12500,2,2,30,NA,NA
306,12600,1,1,15,NA,NA
306,12600,4,4,60,NA,NA
307,21200,1,1,15,NA,1
307,21200,2,2,30,NA,2
307,22307,2,2,30,NA,2
307,22307,4,4,60,NA,4
308,31005,2,2,4,NA,NA
308,31005,2,2,2,NA,NA
308,31005,4,4,60,NA,NA
308,31005,2,1,8,NA,NA
308,31005,2,2,3,NA,NA
308,31005,2,2,26,NA,NA
308,31005,2,2,30,NA,NA
308,32007,4,4,60,NA,NA
308,32007,2,2,30,NA,NA
308,32007,1,1,15,NA,NA
308,32007,4,4,49,NA,NA
308,32007,4,4,60,NA,NA
308,32007,3,3,45,NA,NA
308,32007,2,2,17,NA,NA
280,41100,11,11,165,NA,NA
280,41200,3,3,45,NA,NA
280,41200,2,1,15,NA,NA
280,41300,2,2,30,NA,NA
280,41300,2,2,30,NA,NA
280,41300,4,4,60,NA,NA
280,41300,2,2,30,NA,NA
280,41300,6,6,90,NA,NA
280,41400,2,2,30,NA,NA
280,41400,3,3,45,NA,NA
280,41400,1,1,15,NA,NA
280,41400,4,4,48,NA,NA
280,42500,6,6,90,NA,NA
280,42500,1,1,15,NA,NA
280,42500,2,2,1,NA,NA
280,42500,3,3,45,NA,NA
280,42500,4,4,60,NA,NA
280,42500,2,2,29,NA,NA
280,42600,3,3,45,NA,NA
280,42600,1,1,15,NA,NA
280,42600,3,3,45,NA,NA
280,42600,3,3,45,NA,NA
281,41200,5,3,45,NA,5
281,41300,2,2,6,NA,2
281,41300,4,4,6,NA,4
281,41300,2,2,0,NA,2
281,41300,4,4,30,NA,4
281,41300,4,4,30,NA,4
281,41300,2,2,30,NA,2
281,41300,2,2,28,NA,2
281,41400,2,2,9,NA,2
281,41400,1,1,15,NA,5
281,41400,4,4,3,NA,3
281,41400,4,4,6,NA,4
281,42500,8,8,0,NA,0
281,42500,3,3,26,NA,3
281,42600,3,3,11,NA,4
281,42600,2,2,0,NA,4
281,42600,2,2,0,NA,2
281,42600,3,3,23,NA,3
282,21200,2,2,30,NA,NA
282,21200,3,3,45,NA,NA
282,21200,2,2,30,NA,NA
282,21200,1,1,15,NA,NA
282,21200,2,2,30,NA,NA
282,21200,1,1,15,NA,NA
282,21200,2,2,30,NA,NA
282,21200,2,2,27,NA,NA
282,22307,3,3,45,NA,NA
282,22307,2,2,30,NA,NA
282,22307,3,3,45,NA,NA
282,22307,2,2,30,NA,NA
282,22307,2,2,30,NA,NA
282,22307,1,1,15,NA,NA
282,22307,3,3,45,NA,NA
282,22307,2,2,30,NA,NA
282,22307,2,2,20,NA,NA
282,22307,2,2,30,NA,NA
282,22309,7,7,105,NA,NA
282,22309,2,2,30,NA,NA
282,22309,2,2,30,NA,NA
357,11101,3,3,45,NA,NA
357,11101,3,3,45,NA,NA
357,11101,1,1,15,NA,NA
357,11104,1,1,13,NA,NA
357,11104,2,2,30,NA,NA
357,11104,3,3,45,NA,NA
357,11104,1,1,15,NA,NA
357,11104,1,1,15,NA,NA
357,11200,3,3,45,NA,NA
357,11200,3,3,45,NA,NA
357,11200,2,2,30,NA,NA
357,11200,1,1,15,NA,3
357,11200,1,1,15,NA,NA
357,11200,2,2,30,NA,NA
357,11200,2,2,30,NA,NA
357,11200,1,1,15,NA,NA
357,12300,1,1,15,NA,NA
357,12300,2,2,33,NA,NA
357,12300,1,1,15,NA,NA
357,12400,2,2,30,NA,NA
357,12400,3,3,45,NA,NA
357,12400,2,2,30,NA,NA
357,12400,1,1,15,NA,NA
357,12400,1,1,15,NA,NA
357,12400,2,2,30,NA,NA
357,12400,1,1,15,NA,NA
357,12400,3,3,45,NA,NA
357,12400,2,2,30,NA,NA
357,12500,1,1,23,NA,NA
357,12500,1,1,15,NA,NA
357,12500,2,2,30,NA,NA
357,12500,2,2,30,NA,NA
357,12500,2,2,30,NA,NA
357,12500,1,1,15,NA,NA
357,12500,2,2,30,NA,NA
357,12500,2,2,30,NA,NA
357,12600,3,3,45,NA,NA
357,12600,1,1,15,NA,NA
357,12600,2,2,30,NA,NA
357,12600,1,1,15,NA,NA
357,12600,1,1,15,NA,NA
357,12600,1,1,15,NA,NA
357,12600,2,2,30,NA,NA
357,12600,4,4,60,NA,NA
357,12600,4,4,60,NA,NA
357,12600,5,5,75,NA,NA
358,12400,2,2,30,NA,NA
358,12400,1,1,15,NA,NA
358,12400,2,2,30,NA,NA
358,12400,2,2,30,NA,NA
358,12400,1,1,15,NA,NA
358,12400,3,3,45,NA,NA
358,12400,2,2,30,NA,NA
358,12500,4,4,60,NA,NA
358,12500,3,3,45,NA,NA
358,12500,2,2,30,NA,NA
358,12500,1,1,15,NA,NA
358,12500,2,1,15,NA,NA
358,12500,1,1,15,NA,NA
358,12500,2,2,30,NA,NA
335,21200,2,2,30,NA,NA
335,21200,2,2,0,NA,NA
335,21200,1,1,15,NA,NA
335,21200,1,1,15,NA,NA
335,21200,1,1,15,NA,NA
335,22307,4,4,60,NA,NA
335,22307,2,2,30,NA,NA
335,22307,1,1,15,NA,NA
335,22307,2,2,30,NA,NA
335,22307,1,1,15,NA,NA
335,22307,2,2,30,NA,NA
335,22307,2,2,30,NA,NA
335,22307,3,3,45,NA,NA
335,22307,1,1,15,NA,NA
335,22307,1,1,15,NA,NA
335,22307,1,1,0,NA,NA
335,22307,1,1,12,NA,NA
335,22307,3,3,45,NA,NA
335,22307,4,4,40,NA,NA
335,22309,1,1,7,NA,NA
335,22309,1,1,15,NA,NA
335,22309,1,1,15,NA,NA
335,22309,1,1,15,NA,NA
335,22309,2,2,30,NA,NA
335,22309,1,1,15,NA,NA
335,22309,2,2,20,NA,NA
336,12400,1,1,15,NA,NA
336,12400,2,2,30,NA,NA
336,12400,4,4,60,NA,NA
336,12400,2,2,30,NA,NA
336,12400,2,2,30,NA,NA
336,12400,2,2,26,NA,NA
336,12400,2,2,30,NA,NA
336,12300,1,1,3,NA,NA
336,12400,4,4,44,NA,NA
336,12400,3,3,15,NA,NA
336,12500,1,1,3,NA,NA
336,12500,2,2,20,NA,NA
336,12500,2,2,30,NA,NA
336,12500,2,2,16,NA,NA
336,12500,2,2,30,NA,NA
336,12500,3,3,8,NA,NA
336,12500,3,3,21,NA,NA
336,12500,2,2,30,NA,NA
336,12500,4,4,60,NA,NA
336,12500,2,2,30,NA,NA
336,12500,4,4,29,NA,NA
336,12600,3,3,18,NA,NA
336,12600,2,2,30,NA,NA
336,12600,5,5,61,NA,NA
336,12600,2,2,30,NA,NA
336,12600,2,2,30,NA,NA
336,12600,2,2,30,NA,NA
336,12600,3,3,11,NA,NA
336,12600,2,2,7,NA,NA
336,12600,3,3,45,NA,NA
336,12600,5,4,20,NA,NA
336,12600,3,3,45,NA,NA
337,12400,2,1,15,NA,NA
337,12400,2,2,30,NA,NA
337,12400,2,2,30,NA,NA
389,12500,1,1,15,NA,NA
389,12500,2,2,30,NA,NA
389,12500,1,1,15,NA,NA
389,12500,2,2,30,NA,NA
389,12500,2,2,30,NA,NA
389,12500,4,4,60,NA,NA
389,12500,2,2,30,NA,NA
389,12500,2,2,30,NA,NA
389,12500,3,2,30,NA,NA
389,12500,2,2,30,NA,NA
389,12500,3,3,45,NA,NA
389,12500,1,1,15,NA,NA
389,12500,2,2,30,NA,NA
389,12500,2,2,30,NA,NA
389,12500,2,2,30,NA,NA
389,12500,3,3,45,NA,NA
389,12600,1,1,15,NA,NA
389,12600,3,3,45,NA,NA
389,12600,2,2,30,NA,NA
389,12600,5,5,75,NA,NA
389,12600,1,1,15,NA,NA
389,12600,3,3,45,NA,NA
389,12600,5,5,75,NA,NA
389,12600,2,2,30,NA,NA
389,12600,2,2,30,NA,NA
389,12600,4,4,60,NA,NA
389,12600,2,2,30,NA,NA
389,12600,1,1,9,NA,NA
389,12600,3,3,45,NA,NA
389,12600,2,2,30,NA,NA
389,12600,3,3,45,NA,NA
337,12400,3,3,45,NA,NA
337,12400,2,2,30,NA,NA
337,12400,2,2,19,NA,NA
337,12400,2,2,30,NA,NA
337,12400,2,2,30,NA,NA
337,12400,2,2,30,NA,NA
337,12500,2,2,30,NA,NA
337,12500,3,3,45,NA,NA
337,12500,3,3,45,NA,NA
337,12500,3,3,45,NA,NA
337,12500,2,2,30,NA,NA
337,12500,1,1,15,NA,NA
337,12500,1,1,8,NA,NA
337,12600,5,5,75,NA,NA
337,12600,2,2,30,NA,NA
337,12600,2,2,30,NA,NA
337,12600,2,2,30,NA,NA
337,12600,2,2,30,NA,NA
337,12600,2,2,30,NA,NA
339,12400,1,1,15,NA,1
339,12400,1,1,15,NA,0
339,12400,2,2,25,NA,2
339,12400,3,2,30,NA,3
339,12400,4,4,60,NA,0
339,12400,2,2,24,NA,2
339,12400,1,1,15,NA,1
339,12400,2,2,30,NA,2
339,12500,2,2,30,NA,2
339,12500,1,1,14,NA,1
339,12500,1,1,15,NA,4
339,12500,2,2,30,NA,2
339,12500,4,3,7,NA,5
339,12500,2,2,30,NA,2
339,12500,2,2,25,NA,2
339,12600,2,2,30,NA,2
339,12600,3,3,45,NA,3
339,12600,3,3,40,NA,3
339,12600,3,3,45,NA,3
339,12600,1,1,15,NA,1
340,12400,2,2,30,NA,NA
340,12400,2,2,30,NA,NA
340,12400,2,2,30,NA,NA
340,12400,2,2,30,NA,NA
340,12400,1,1,15,NA,NA
340,12400,1,1,15,NA,NA
340,12400,4,4,60,NA,NA
340,12400,2,2,30,NA,NA
340,12500,1,1,15,NA,NA
340,12500,3,3,45,NA,NA
340,12400,1,1,15,NA,NA
340,12500,1,1,15,NA,NA
340,12500,2,2,30,NA,NA
340,12500,4,3,45,NA,NA
340,12600,2,2,30,NA,NA
340,12600,2,2,30,NA,NA
340,12600,2,2,30,NA,NA
340,12600,3,3,45,NA,NA
345,21200,5,5,75,NA,NA
345,21200,2,2,30,NA,NA
345,21200,2,2,30,NA,NA
345,21200,2,2,30,NA,NA
282,22309,2,2,24,NA,NA
282,22309,2,2,30,NA,NA
282,22309,2,2,30,NA,NA
283,21200,1,1,15,NA,NA
283,21200,1,1,15,NA,NA
283,21200,3,3,45,NA,3
283,21200,2,2,30,NA,2
283,21200,3,3,45,NA,3
283,21200,1,1,15,NA,1
283,21200,3,3,45,NA,3
283,22307,1,1,15,NA,NA
283,22307,3,3,45,NA,3
283,22307,3,3,30,NA,3
283,22307,2,2,29,NA,2
283,22307,3,3,45,NA,3
283,22307,5,2,30,NA,NA
283,22309,3,1,15,NA,3
283,22309,2,2,30,NA,2
283,22309,4,4,60,NA,4
283,22309,4,4,60,NA,4
283,22309,5,5,75,NA,5
283,22309,2,2,30,NA,2
283,22309,2,2,30,NA,2
283,22309,1,1,15,NA,1
283,22309,2,2,29,NA,2
284,21200,2,2,0,NA,2
284,21200,3,3,45,NA,3
284,21200,1,1,13,NA,1
284,21200,2,2,23,NA,2
284,22307,1,1,9,NA,1
284,22307,2,2,30,NA,2
284,22307,1,1,0,NA,1
284,22307,2,2,15,NA,2
284,22307,2,2,15,NA,2
284,22307,2,2,15,NA,2
284,22307,3,2,30,NA,3
284,22307,2,2,28,NA,2
284,22309,1,1,15,NA,1
284,22309,1,1,15,NA,NA
284,22309,2,2,14,NA,2
285,12400,2,2,30,NA,2
285,12400,2,2,30,NA,2
285,12400,3,3,45,NA,3
285,12400,2,2,30,NA,2
285,12400,3,3,45,NA,3
285,12500,4,4,60,NA,4
285,12400,4,4,60,NA,4
285,12400,1,1,15,NA,NA
285,12500,2,2,30,NA,2
285,12500,4,4,60,NA,4
285,12500,2,2,30,NA,2
285,12500,2,2,30,NA,2
285,12500,2,2,30,NA,2
285,12500,6,6,90,NA,6
285,12500,3,3,45,NA,3
285,12600,6,6,92,NA,6
285,12600,2,2,30,NA,2
285,12600,2,2,30,NA,2
285,12600,2,2,30,NA,2
285,12600,2,2,30,NA,2
365,12500,2,2,30,NA,NA
365,12500,3,3,45,NA,NA
365,12500,2,2,30,NA,NA
365,12500,2,2,30,NA,NA
365,12600,2,2,30,NA,NA
365,12600,2,2,30,NA,NA
365,12600,1,1,15,NA,NA
365,12600,2,2,30,NA,NA
365,12600,2,2,30,NA,NA
365,12600,2,2,30,NA,NA
365,12600,1,1,15,NA,NA
365,12600,1,1,15,NA,NA
365,12600,2,2,30,NA,NA
365,12600,1,1,15,NA,NA
365,12600,2,2,30,NA,NA
365,12600,1,1,15,NA,NA
366,21200,2,2,15,NA,NA
366,21200,1,1,15,NA,NA
366,21200,2,2,30,NA,NA
366,21200,3,3,45,NA,NA
366,21200,3,2,45,NA,NA
366,22307,1,1,15,NA,NA
366,22307,1,1,15,NA,NA
366,22307,4,3,45,NA,NA
366,22307,2,2,30,NA,NA
366,22307,1,1,15,NA,NA
366,22307,2,2,30,NA,NA
366,22309,2,2,30,NA,NA
367,12400,1,1,15,NA,NA
367,12400,3,3,45,NA,NA
367,12400,2,2,30,NA,NA
367,12400,4,4,60,NA,NA
367,12500,1,1,15,NA,NA
367,12500,2,2,30,NA,NA
367,12500,1,1,15,NA,NA
367,12500,4,4,60,NA,NA
367,12500,1,1,15,NA,NA
367,12500,2,2,30,NA,NA
367,12500,4,4,60,NA,NA
367,12600,1,1,15,NA,NA
368,11104,4,2,30,NA,NA
368,11104,2,2,30,NA,NA
368,11104,2,1,15,NA,NA
368,11104,2,2,30,NA,NA
368,11104,1,1,15,NA,NA
368,11200,2,2,30,NA,NA
368,11200,3,3,45,NA,NA
368,11200,3,3,45,NA,NA
368,11200,5,5,75,NA,NA
368,11200,2,2,30,NA,NA
368,12600,2,2,30,NA,NA
368,12300,2,2,30,NA,NA
368,12300,2,1,15,NA,NA
368,12300,2,2,30,NA,NA
368,12300,2,2,30,NA,NA
368,12400,2,2,30,NA,NA
368,12400,3,3,45,NA,NA
368,12400,2,2,30,NA,NA
368,12400,2,2,30,NA,NA
368,12400,1,1,15,NA,NA
368,12500,2,2,30,NA,NA
180,21200,1,1,0,NA,1
180,21200,2,2,7,NA,2
180,22307,1,1,0,NA,1
180,22307,4,4,60,NA,4
180,22309,2,2,30,NA,2
180,22309,1,1,15,NA,1
172,21200,2,2,30,NA,2
181,21200,5,5,75,NA,5
181,21200,4,3,45,NA,0
181,21200,3,3,45,NA,0
181,21200,2,2,30,NA,2
181,21200,5,5,75,NA,0
181,21200,4,4,60,NA,4
181,22307,2,2,0,NA,2
181,22307,4,4,0,NA,4
181,22307,1,1,15,NA,1
181,22307,3,3,45,NA,0
181,22307,4,4,60,NA,12
181,22307,2,2,30,NA,2
181,22307,5,5,75,NA,5
181,22307,2,2,30,NA,2
182,21100,1,1,15,NA,1
182,21200,4,4,60,NA,4
182,21200,3,3,45,NA,3
182,21200,3,3,45,NA,3
182,21200,4,3,45,NA,4
182,21200,3,3,45,NA,0
182,21200,2,2,27,NA,2
182,21200,5,5,70,NA,5
182,22307,1,1,15,NA,1
182,22307,2,1,7,NA,2
182,22307,2,1,8,NA,2
182,22307,2,0,0,NA,2
182,22307,2,2,30,NA,2
182,22307,4,3,45,NA,4
182,22307,3,3,45,NA,3
182,22307,2,2,30,NA,2
182,22309,2,2,30,NA,2
182,22309,2,2,30,NA,2
182,22309,3,3,45,NA,3
182,22309,4,3,45,NA,4
182,22309,1,1,15,NA,NA
182,22309,3,3,45,NA,3
182,22309,3,3,24,NA,3
182,22309,1,1,5,NA,1
183,31005,3,3,45,NA,NA
183,31005,1,1,15,NA,NA
183,31005,1,1,15,NA,NA
183,31005,7,7,105,NA,NA
183,31005,3,2,30,NA,NA
183,31005,3,3,45,NA,NA
183,32007,2,2,30,NA,NA
183,32007,3,3,45,NA,NA
183,32007,2,2,30,NA,NA
183,32007,1,1,15,NA,NA
183,32007,1,1,15,NA,NA
183,32007,4,4,60,NA,NA
183,32007,3,3,45,NA,NA
183,32007,1,1,15,NA,NA
183,32007,1,1,15,NA,NA
159,42600,7,7,105,NA,7
159,42600,3,3,40,NA,3
160,31005,1,1,15,NA,NA
160,31005,1,1,15,NA,NA
160,31005,2,2,30,NA,NA
160,31005,2,2,30,NA,NA
160,31005,2,2,30,NA,NA
160,31005,1,1,15,NA,NA
160,31005,3,3,45,NA,NA
160,31005,2,2,30,NA,NA
160,32007,2,2,30,NA,NA
160,32007,2,2,30,NA,NA
160,32007,2,2,30,NA,NA
160,32007,3,2,30,NA,NA
160,32007,2,2,30,NA,NA
160,32007,1,1,15,NA,NA
160,32009,2,2,30,NA,NA
160,32009,2,2,30,NA,NA
160,32009,3,3,45,NA,NA
160,32009,1,1,15,NA,NA
160,32009,4,4,60,NA,NA
160,32009,4,4,60,NA,NA
160,32009,2,2,30,NA,NA
160,32009,13,13,195,NA,NA
160,32009,4,4,60,NA,NA
160,32009,2,2,30,NA,NA
160,33012,2,2,30,NA,NA
160,33012,2,2,30,NA,NA
160,33012,2,2,30,NA,NA
160,33012,5,5,75,NA,NA
161,11101,3,3,45,NA,NA
161,11101,2,2,30,NA,NA
161,11101,1,1,15,NA,NA
161,11101,1,1,6,NA,NA
161,11101,1,1,15,NA,NA
161,11101,2,2,30,NA,NA
161,11104,2,1,15,NA,NA
161,11104,2,2,1,NA,NA
161,11104,2,2,5,NA,NA
161,11200,1,1,7,NA,NA
161,11200,1,1,15,NA,NA
161,11200,2,2,30,NA,NA
161,11200,2,2,30,NA,NA
161,12300,1,1,15,NA,NA
161,12300,3,3,45,NA,NA
161,12300,1,1,15,NA,NA
161,12400,1,1,15,NA,NA
161,12400,1,1,15,NA,NA
161,12400,2,2,30,NA,NA
161,12400,1,1,15,NA,NA
161,12500,3,3,45,NA,NA
161,12500,2,2,30,NA,NA
161,12500,3,3,45,NA,NA
161,12500,4,4,60,NA,NA
161,12500,1,1,15,NA,NA
161,12500,1,1,15,NA,NA
161,12500,1,1,15,NA,NA
161,12600,1,1,15,NA,NA
161,12600,1,1,15,NA,NA
161,12600,1,1,15,NA,NA
161,12600,5,5,75,NA,NA
186,12400,1,1,15,NA,NA
186,12400,1,1,15,NA,NA
186,12400,1,1,1,NA,NA
186,12400,2,2,30,NA,NA
186,12400,2,2,30,NA,NA
186,12400,3,3,7,NA,NA
186,12400,4,4,60,NA,NA
186,12500,2,2,30,NA,NA
186,12500,2,2,30,NA,NA
186,12500,3,3,35,NA,NA
186,12500,4,4,60,NA,NA
186,12500,3,3,45,NA,NA
186,12500,4,4,60,NA,NA
186,12600,1,1,15,NA,NA
186,12600,1,1,15,NA,NA
186,12600,2,2,30,NA,NA
186,12600,1,1,15,NA,NA
186,12600,2,2,30,NA,NA
186,12600,2,2,10,NA,NA
186,12600,2,2,30,NA,NA
188,21200,3,3,45,NA,NA
188,21200,2,2,27,NA,NA
188,21200,1,1,3,NA,NA
188,21200,2,1,13,NA,NA
188,21200,4,4,51,NA,NA
188,21200,4,4,45,NA,NA
188,22307,2,2,30,NA,NA
188,22307,2,2,30,NA,NA
188,22307,1,0,0,NA,NA
188,22307,4,4,60,NA,NA
188,22307,4,4,20,NA,NA
188,22307,2,2,25,NA,NA
188,22307,1,1,0,NA,NA
188,22307,1,1,15,NA,NA
188,22307,4,4,60,NA,NA
188,22307,6,6,6,NA,NA
188,22307,2,2,4,NA,NA
188,22309,2,1,15,NA,NA
188,22309,2,2,13,NA,NA
188,22309,1,1,9,NA,NA
188,22309,2,2,18,NA,NA
188,22309,3,3,25,NA,NA
188,22309,3,3,45,NA,NA
189,31005,4,4,0,NA,NA
189,31005,3,3,2,NA,NA
189,31005,4,4,60,NA,NA
189,31005,2,2,30,NA,NA
189,31005,3,3,45,NA,NA
189,31005,2,1,2,NA,NA
189,32007,2,2,30,NA,NA
