EventID,LocationID,CreelNPeople,CreelNDiggers,CreelNClams,CreelNLanterns,ppl_per_car
1527,41300,2,2,30,NA,2
1527,41300,2,2,30,NA,2
1527,41300,4,4,60,NA,4
1527,41300,2,2,30,NA,2
1527,41300,2,2,30,NA,2
1527,41300,2,2,30,NA,2
1527,41300,2,2,30,NA,2
1527,41400,3,3,45,NA,3
1527,41400,2,2,30,NA,2
1527,41400,2,2,30,NA,2
1527,41400,4,4,60,NA,4
1527,41400,2,2,30,NA,2
1527,41400,3,3,45,NA,3
1527,41400,2,2,30,NA,2
1527,41400,2,2,30,NA,2
1527,42500,1,1,15,NA,1
1527,42500,1,1,15,NA,1
1527,42600,5,3,45,NA,5
1527,42600,2,2,30,NA,0
1527,42600,4,4,60,NA,4
1527,42600,4,4,60,NA,4
1527,42600,2,2,30,NA,2
1525,22309,2,2,0,NA,NA
1528,21200,3,1,15,NA,3
1528,21200,2,2,30,NA,2
1528,21200,3,3,45,NA,3
1528,21200,1,1,15,NA,0
1528,21200,3,3,45,NA,3
1528,21200,3,3,45,NA,3
1528,21200,3,3,45,NA,3
1528,21200,3,2,30,NA,2
1528,21200,4,4,60,NA,4
1528,21200,2,2,25,NA,2
1528,21200,3,3,45,NA,3
1528,22307,4,4,2,NA,4
1528,22307,3,1,7,NA,3
1528,22307,4,2,8,NA,4
1528,22307,3,3,45,NA,3
1528,22307,4,4,60,NA,4
1528,22307,1,1,15,NA,0
1528,22309,2,2,30,NA,2
1528,22309,2,2,6,NA,2
1528,22309,2,2,0,NA,2
1528,22309,4,1,0,NA,4
1528,22309,4,2,27,NA,4
1528,22309,2,2,0,NA,2
1529,31005,4,4,0,NA,4
1529,31005,4,4,20,NA,4
1529,31005,3,3,45,NA,3
1529,31005,5,3,6,NA,5
1529,32007,2,2,2,NA,2
1529,32007,2,2,30,NA,2
1529,32007,1,1,23,NA,0
1529,32007,4,4,60,NA,0
1529,32007,4,4,60,NA,0
1529,32007,3,3,25,NA,3
1529,32007,2,2,30,NA,2
1529,32009,1,1,0,NA,1
1529,32009,2,2,32,NA,2
1529,32009,3,3,15,NA,3
1529,32009,2,2,30,NA,2
1529,32009,2,2,30,NA,2
1529,32009,2,2,30,NA,2
1529,32009,2,2,30,NA,2
1529,33012,9,6,0,NA,9
1529,33012,2,2,1,NA,2
1529,33012,3,3,0,NA,3
1529,33012,8,8,4,NA,8
1529,33012,2,2,30,NA,2
1529,33012,1,1,15,NA,1
1529,33012,2,2,1,NA,0
1529,33012,3,3,0,NA,0
1529,33012,3,3,45,NA,3
1529,33012,2,2,30,NA,2
1529,33012,4,1,2,NA,4
1529,33012,2,2,30,NA,2
1530,41400,3,3,0,NA,3
1530,41400,4,4,20,NA,4
1530,41400,2,2,16,NA,2
1530,41400,2,2,13,NA,2
1530,41400,5,5,28,NA,5
1531,21200,3,3,40,NA,3
1531,21200,2,2,17,NA,2
1531,21200,1,1,15,NA,1
1531,22307,2,2,0,NA,2
1531,22307,1,1,15,NA,0
1531,22307,4,4,45,NA,4
1531,22307,1,1,15,NA,1
1531,22307,2,2,21,NA,2
1531,22309,1,1,13,NA,1
1531,22309,2,2,16,NA,2
1531,22309,1,1,15,NA,1
1532,41200,3,3,45,NA,NA
1532,41400,1,1,15,NA,NA
1532,41400,1,1,13,NA,NA
1532,42500,2,2,30,NA,NA
1532,42600,2,2,30,NA,NA
1532,42600,4,4,60,NA,NA
1532,42600,2,2,30,NA,NA
1532,42600,1,1,15,NA,NA
1532,42600,1,1,15,NA,NA
1533,31005,3,2,30,NA,3
1533,31005,2,0,0,NA,NA
1533,31005,2,2,30,NA,2
1533,31005,3,3,45,NA,3
1533,31005,3,3,45,NA,3
1533,32007,2,1,15,NA,2
1533,32007,2,2,30,NA,2
1533,32007,1,1,15,NA,1
1533,32007,3,3,45,NA,3
1533,32009,2,2,30,NA,2
1533,32009,4,4,60,NA,4
1533,32009,4,4,60,NA,4
1533,32009,3,3,45,NA,3
1533,32009,1,1,15,NA,1
1533,32009,2,2,30,NA,0
1533,32009,2,2,30,NA,2
1533,33012,2,2,30,NA,2
1533,33012,2,2,30,NA,2
1533,33012,2,2,30,NA,2
1533,33012,2,2,30,NA,2
1534,41100,3,3,45,NA,3
1534,41200,2,2,30,NA,0
1534,41200,5,5,75,NA,5
1534,41200,4,4,60,NA,4
1534,41300,4,4,60,NA,4
1534,41300,3,3,45,NA,3
1534,41300,2,2,30,NA,2
1534,41300,2,2,30,NA,2
1534,41300,2,2,30,NA,2
1534,41300,2,2,30,NA,2
1534,41300,2,2,30,NA,2
1534,41300,3,3,45,NA,3
1534,41400,2,2,30,NA,2
1534,41400,2,2,10,NA,2
1534,41400,5,5,75,NA,5
1534,41400,2,1,15,NA,2
1534,41400,2,2,30,NA,2
1534,42500,2,2,30,NA,2
1534,42500,2,2,30,NA,2
1534,42500,2,2,30,NA,2
1534,42600,2,2,30,NA,2
1534,42600,2,2,30,NA,2
1534,42600,3,3,45,NA,3
1608,41100,3,3,45,NA,NA
1608,41200,1,1,15,NA,NA
1608,41200,2,2,30,NA,NA
1608,41200,1,1,15,NA,NA
1608,41200,1,1,15,NA,NA
1608,41200,8,8,120,NA,NA
1608,41200,4,4,60,NA,NA
1608,41300,2,2,30,NA,NA
1608,41300,2,2,30,NA,NA
1608,41300,2,2,30,NA,NA
1608,41300,3,3,45,NA,NA
1608,41300,1,1,15,NA,NA
1608,41300,2,2,30,NA,NA
1608,41300,3,3,45,NA,NA
1608,41300,1,1,3,NA,NA
1608,41300,2,2,30,NA,NA
1608,41300,2,2,5,NA,NA
1608,41300,2,2,30,NA,NA
1608,41400,2,1,15,NA,NA
1608,41400,1,1,15,NA,NA
1608,41400,1,1,15,NA,NA
1608,41400,4,4,60,NA,NA
1608,42500,4,4,60,NA,NA
1608,42500,1,1,15,NA,NA
1608,42500,1,1,15,NA,NA
1608,42500,1,1,15,NA,NA
1608,42600,1,1,15,NA,NA
1608,42600,7,7,89,NA,NA
1608,42600,2,2,2,NA,NA
1608,42600,2,2,30,NA,NA
1608,42600,2,2,30,NA,NA
1608,42600,2,2,30,NA,NA
1608,42600,2,2,30,NA,NA
1609,41200,1,1,15,NA,NA
1609,41300,1,1,15,NA,NA
1609,41300,3,3,1,NA,NA
1609,41300,1,1,8,NA,NA
1609,41400,1,1,15,NA,NA
1609,41400,3,3,45,NA,NA
1609,42500,2,2,30,NA,NA
1609,42500,1,1,15,NA,NA
1609,42600,3,3,45,NA,NA
1609,42600,2,2,30,NA,NA
1609,42600,1,1,15,NA,NA
1609,42600,3,3,45,NA,NA
1609,42600,2,2,30,NA,NA
1609,42600,2,2,30,NA,NA
1609,42600,1,1,15,NA,NA
1609,42600,3,3,13,NA,NA
1610,12400,2,2,30,NA,NA
1610,12400,4,3,45,NA,NA
1610,12400,3,1,15,NA,NA
1610,12400,3,3,45,NA,NA
1610,12400,1,1,15,NA,NA
1610,12400,3,3,45,NA,NA
1610,12400,2,2,30,NA,NA
1610,12400,1,1,14,NA,NA
1610,12600,8,8,120,NA,NA
1611,31002,2,2,30,NA,NA
1611,31005,2,2,30,NA,NA
1539,33012,2,2,30,NA,NA
1539,33012,2,2,30,NA,NA
1540,41100,2,2,30,NA,2
1540,41200,3,3,45,NA,3
1540,41200,3,3,45,NA,3
1540,41200,6,6,90,NA,6
1540,41200,7,7,105,NA,7
1540,41300,1,1,15,NA,NA
1540,41300,2,2,30,NA,2
1540,41300,3,3,45,NA,3
1540,41300,3,3,45,NA,3
1540,41300,2,2,30,NA,2
1540,41300,2,2,30,NA,2
1540,41300,3,3,45,NA,3
1540,41300,2,2,30,NA,2
1540,41300,2,2,30,NA,2
1540,41300,5,5,75,NA,5
1540,41400,4,4,60,NA,4
1540,41400,3,3,45,NA,3
1540,41400,2,2,30,NA,2
1540,41400,3,3,45,NA,3
1540,41400,5,5,75,NA,5
1540,41400,2,2,30,NA,2
1540,42500,1,1,15,NA,NA
1540,42500,2,2,30,NA,2
1540,42500,2,2,30,NA,2
1540,42500,3,3,45,NA,3
1540,42500,2,2,30,NA,2
1540,42500,3,3,22,NA,0
1540,42600,2,2,30,NA,2
1540,42600,4,4,60,NA,4
1540,42600,4,4,60,NA,4
1540,42600,2,2,30,NA,2
1540,42600,3,3,45,NA,3
1540,42600,4,4,60,NA,4
1540,42600,2,2,30,NA,2
1541,21200,1,1,15,NA,NA
1541,21200,1,1,15,NA,NA
1541,21200,2,2,30,NA,NA
1541,21200,1,1,15,NA,NA
1541,21200,4,4,18,NA,NA
1541,21200,3,3,28,NA,NA
1541,21200,1,1,13,NA,NA
1541,21200,6,6,60,NA,NA
1541,21200,3,3,45,NA,NA
1541,21200,4,4,32,NA,NA
1541,21200,2,2,12,NA,NA
1541,22307,1,1,15,NA,NA
1541,22307,1,1,4,NA,NA
1541,22307,2,2,0,NA,NA
1541,22307,2,2,30,NA,NA
1541,22307,2,2,30,NA,NA
1541,22307,3,3,4,NA,NA
1541,22307,1,1,9,NA,NA
1541,22307,2,2,30,NA,NA
1541,22307,2,2,30,NA,NA
1541,22307,2,2,30,NA,NA
1541,22307,5,5,34,NA,NA
1541,22307,1,1,15,NA,NA
1541,22307,3,3,45,NA,NA
1541,22307,2,2,16,NA,NA
1522,22309,2,2,30,NA,3
1522,22309,3,3,45,NA,3
1522,22309,2,2,30,NA,4
1522,22309,2,2,30,NA,2
1522,22309,2,2,63,NA,2
1522,22309,3,3,45,NA,3
1522,22309,4,3,42,NA,4
1523,41300,2,2,31,NA,2
1523,41300,2,2,30,NA,2
1523,41300,2,2,30,NA,2
1523,41300,3,3,45,NA,3
1523,41300,2,2,30,NA,2
1523,41300,3,3,45,NA,3
1523,41300,3,2,30,NA,5
1523,41300,3,2,30,NA,3
1523,41400,2,2,30,NA,2
1523,41400,2,2,30,NA,2
1523,41400,3,3,45,NA,3
1523,41400,6,6,90,NA,6
1523,41400,1,1,15,NA,1
1523,41400,1,1,13,NA,1
1523,41400,2,2,30,NA,2
1523,42500,2,2,0,NA,0
1523,42500,4,2,11,NA,0
1523,42500,2,2,30,NA,2
1523,42600,2,2,30,NA,2
1523,42600,2,2,30,NA,2
1523,42600,2,2,30,NA,2
1518,21200,2,2,30,NA,2
1524,31005,2,2,30,NA,NA
1524,31005,1,1,15,NA,NA
1524,31005,3,2,26,NA,NA
1524,31005,1,1,0,NA,NA
1524,31005,2,2,1,NA,NA
1524,32007,1,1,15,NA,NA
1524,32007,4,4,60,NA,NA
1524,32007,2,2,5,NA,NA
1524,32007,2,2,30,NA,NA
1524,32009,1,1,15,NA,NA
1524,32009,4,4,60,NA,NA
1524,32009,3,3,45,NA,NA
1524,32009,2,2,30,NA,NA
1524,33012,1,1,15,NA,NA
1524,33012,4,4,60,NA,4
1524,33012,2,2,16,NA,2
1524,33012,4,4,3,NA,NA
1524,33012,2,2,33,NA,NA
1524,33012,2,2,0,NA,NA
1524,33012,2,2,6,NA,NA
1524,33012,2,2,10,NA,NA
1525,21200,1,1,14,NA,NA
1525,21200,1,1,12,NA,NA
1525,21200,2,2,15,NA,NA
1525,21200,2,2,18,NA,NA
1525,21200,2,2,14,NA,NA
1525,21200,2,2,1,NA,NA
1525,21200,2,2,30,NA,NA
1525,21200,4,4,3,NA,NA
1525,22307,6,6,0,NA,NA
1525,22307,1,1,0,NA,NA
1525,22307,2,2,0,NA,NA
1508,32007,1,1,15,NA,NA
1508,32007,1,1,15,NA,NA
1508,32007,3,3,45,NA,NA
1508,32007,1,1,15,NA,NA
1508,32009,2,2,30,NA,NA
1508,32009,2,2,30,NA,NA
1508,32009,1,1,15,NA,NA
1508,32009,2,2,15,NA,NA
1508,32009,3,3,45,NA,NA
1508,32009,2,2,30,NA,NA
1508,32009,2,2,30,NA,NA
1508,32009,3,3,45,NA,NA
1508,32009,2,2,30,NA,NA
1509,41200,3,3,45,NA,NA
1509,41200,2,2,30,NA,NA
1509,41300,1,1,15,NA,NA
1509,41300,2,2,30,NA,NA
1509,41300,2,2,30,NA,NA
1509,41300,2,2,30,NA,NA
1509,41300,2,2,30,NA,NA
1509,41300,2,2,30,NA,NA
1509,41300,2,2,30,NA,NA
1509,41300,2,2,2,NA,NA
1509,41300,1,1,15,NA,NA
1509,41300,1,1,15,NA,NA
1509,41400,2,2,30,NA,NA
1509,41400,2,2,15,NA,NA
1509,41400,1,1,15,NA,NA
1509,41400,1,1,15,NA,NA
1509,42500,2,2,30,NA,NA
1509,42600,2,2,30,NA,NA
1509,42600,2,2,30,NA,NA
1509,42600,2,2,30,NA,NA
1509,42600,4,4,60,NA,NA
1509,42600,5,5,75,NA,NA
1509,42600,2,2,30,NA,NA
1509,42600,1,1,15,NA,NA
1510,31005,4,4,7,NA,NA
1510,31005,2,2,3,NA,NA
1510,31005,1,1,3,NA,NA
1510,31005,1,1,15,NA,NA
1510,31005,2,1,15,NA,NA
1510,31005,1,1,15,NA,NA
1510,31005,2,2,30,NA,NA
1510,31005,2,2,20,NA,NA
1510,31005,1,1,0,NA,NA
1510,31005,2,2,15,NA,NA
1510,32007,2,2,30,NA,NA
1510,32007,2,2,30,NA,NA
1510,32007,1,1,15,NA,NA
1510,32007,6,6,90,NA,NA
1510,32007,6,6,90,NA,NA
1510,32007,1,1,14,NA,NA
1510,32007,5,2,30,NA,NA
1510,32007,2,2,30,NA,NA
1510,32007,4,4,60,NA,NA
1510,32007,4,4,60,NA,NA
1510,32007,1,1,11,NA,NA
1510,32009,2,1,10,NA,NA
1510,32009,6,6,60,NA,NA
1508,32009,4,4,60,NA,NA
1510,32009,5,5,41,NA,NA
1510,32009,6,6,90,NA,NA
1510,32009,4,4,60,NA,NA
1510,32009,4,4,45,NA,NA
1510,32009,12,10,150,NA,NA
1510,32009,7,5,5,NA,NA
1510,32009,5,5,6,NA,NA
1510,33012,2,2,30,NA,NA
1510,33012,6,6,10,NA,NA
1510,33012,4,4,35,NA,NA
1510,33012,8,8,40,NA,NA
1510,33012,6,6,45,NA,NA
1511,41100,1,1,15,NA,NA
1511,4,2,2,25,NA,NA
1511,41100,2,1,15,NA,NA
1511,41100,1,1,15,NA,NA
1511,41200,2,2,30,NA,NA
1511,41200,2,2,30,NA,NA
1511,41200,2,2,30,NA,NA
1511,41200,4,4,60,NA,NA
1511,41200,7,7,105,NA,NA
1511,41200,2,2,30,NA,NA
1511,41300,2,2,30,NA,NA
1511,41300,1,1,15,NA,NA
1511,41300,4,4,60,NA,NA
1511,41300,2,2,30,NA,NA
1511,41300,2,2,16,NA,NA
1511,41400,2,2,30,NA,NA
1511,41400,1,1,15,NA,NA
1511,41400,1,1,15,NA,NA
1511,41400,2,2,30,NA,NA
1511,42500,2,2,30,NA,NA
1511,42500,2,2,30,NA,NA
1511,42500,4,4,60,NA,NA
1511,42500,2,1,15,NA,NA
1511,42600,2,2,30,NA,NA
1511,42600,1,1,15,NA,NA
1511,42600,1,1,15,NA,NA
1511,42600,1,1,15,NA,NA
1512,41100,3,3,41,NA,NA
1512,41100,1,1,15,NA,NA
1512,41100,2,2,30,NA,NA
1512,41100,1,1,15,NA,NA
1512,41100,4,4,60,NA,NA
1512,41100,2,2,30,NA,NA
1512,41100,2,2,30,NA,NA
1512,41200,2,2,30,NA,NA
1512,41200,5,5,75,NA,NA
1512,41200,6,6,90,NA,NA
1512,41200,2,2,30,NA,NA
1512,41200,3,3,45,NA,NA
1512,41200,4,4,60,NA,NA
1512,41200,2,2,30,NA,NA
1512,41200,2,2,30,NA,NA
1512,41300,4,4,60,NA,NA
1512,41300,3,3,45,NA,NA
1512,41300,1,1,15,NA,NA
1512,41300,2,2,30,NA,NA
1512,41300,3,3,45,NA,NA
1512,41300,3,3,20,NA,NA
1508,32009,NA,NA,NA,NA,NA
1512,41300,2,2,18,NA,NA
1512,41400,2,2,21,NA,NA
1512,41400,1,1,15,NA,NA
1512,41400,5,5,75,NA,NA
1512,41400,15,15,195,NA,NA
1512,41400,2,2,30,NA,NA
1512,41400,4,4,60,NA,NA
1512,41400,2,2,30,NA,NA
1512,41400,4,4,60,NA,NA
1512,41400,4,4,60,NA,NA
1512,42500,2,2,30,NA,NA
1512,42500,1,1,15,NA,NA
1512,42500,1,1,15,NA,NA
1512,42500,2,2,30,NA,NA
1512,42500,2,2,25,NA,NA
1512,42500,3,3,45,NA,NA
1512,42600,2,2,30,NA,NA
1512,42600,2,2,30,NA,NA
1512,42600,1,1,15,NA,NA
1512,42600,2,2,30,NA,NA
1512,42600,2,2,30,NA,NA
1512,42600,1,1,15,NA,NA
1512,42600,1,1,15,NA,NA
1512,42600,3,3,45,NA,NA
1512,42600,2,2,30,NA,NA
1512,42600,1,1,15,NA,NA
1512,42600,1,1,15,NA,NA
1513,41100,6,6,90,NA,NA
1513,41100,4,4,57,NA,NA
1513,41200,4,4,60,NA,NA
1513,41200,9,5,50,NA,NA
1513,41300,2,2,30,NA,NA
1513,41300,4,4,60,NA,NA
1513,41300,1,1,15,NA,NA
1513,41300,2,1,15,NA,NA
1513,41300,7,7,48,NA,NA
1513,41300,2,2,0,NA,NA
1513,41300,2,2,30,NA,NA
1513,41300,1,1,15,NA,NA
1513,41300,2,2,24,NA,NA
1513,41300,1,1,11,NA,NA
1515,21200,4,4,60,NA,NA
1515,21200,1,1,7,NA,NA
1515,21200,2,2,9,NA,NA
1515,21200,1,1,15,NA,NA
1515,21200,2,2,30,NA,NA
1515,21200,2,2,30,NA,NA
1515,21200,7,2,2,NA,NA
1515,22307,4,4,60,NA,NA
1515,22307,3,3,5,NA,NA
1515,22307,2,2,5,NA,NA
1515,22307,6,2,0,NA,NA
1515,22307,1,1,3,NA,NA
1515,22307,2,2,11,NA,NA
1515,22307,3,3,41,NA,NA
1515,22307,3,2,3,NA,NA
1515,22307,4,3,45,NA,NA
1515,22307,2,2,29,NA,NA
1515,22309,3,2,15,NA,NA
399,42500,1,1,15,NA,0
399,42500,5,5,75,NA,5
399,42500,3,3,45,NA,3
399,42500,2,2,30,NA,2
399,42600,3,3,45,NA,3
399,42600,3,3,45,NA,3
400,21200,2,1,15,NA,2
400,21200,3,3,45,NA,3
400,21200,4,4,60,NA,4
400,21200,1,1,2,NA,1
400,21200,3,3,42,NA,3
400,21200,1,1,10,NA,2
400,22307,1,1,15,NA,1
400,22307,1,1,15,NA,1
400,22307,2,2,16,NA,2
400,22307,2,1,8,NA,2
400,22307,2,2,30,NA,2
400,22307,3,3,45,NA,3
400,22307,1,1,15,NA,1
400,22307,2,2,12,NA,2
400,22307,4,4,1,NA,4
400,22307,2,2,26,NA,2
400,22307,3,3,18,NA,3
400,22307,2,2,25,NA,2
400,22307,1,1,15,NA,1
400,22307,3,3,16,NA,3
400,22307,5,5,75,NA,5
400,22307,3,3,40,NA,3
400,22307,2,2,16,NA,2
400,22309,1,1,15,NA,1
400,22309,2,2,30,NA,2
400,22309,1,1,15,NA,1
400,22309,2,2,30,NA,2
400,22309,3,2,30,NA,3
400,22309,3,3,32,NA,3
400,22309,4,4,60,NA,4
400,22309,4,4,45,NA,4
401,21200,1,1,0,NA,1
401,21200,4,3,31,NA,4
401,21200,6,6,24,NA,6
401,22307,2,2,1,NA,2
401,22307,1,1,15,NA,1
401,22307,2,1,12,NA,2
401,22307,2,2,30,NA,2
401,22307,2,2,30,NA,2
401,22307,4,4,60,NA,4
401,22307,3,3,25,NA,3
401,22307,3,3,45,NA,3
401,22307,3,3,45,NA,3
401,22307,3,3,32,NA,3
401,22307,3,2,0,NA,3
401,22307,3,3,45,NA,3
401,22309,5,5,0,NA,5
401,22309,2,2,26,NA,2
401,22309,1,1,15,NA,1
401,22309,4,4,8,NA,4
401,22309,2,2,13,NA,2
401,22309,2,2,15,NA,2
401,22309,2,2,27,NA,2
401,22309,2,2,7,NA,2
402,41200,3,3,45,NA,3
613,33012,2,1,8,NA,0
613,33012,1,1,15,NA,1
613,33012,2,2,30,NA,2
613,33012,2,2,3,NA,2
614,41200,2,2,0,NA,0
614,41300,1,1,0,NA,1
614,41300,3,3,0,NA,3
614,42500,1,1,7,NA,2
614,42500,2,2,3,NA,0
614,42600,3,3,5,NA,3
614,42600,2,1,5,NA,0
615,21200,3,2,0,NA,3
615,21200,3,2,0,NA,3
615,22307,2,2,0,NA,2
615,22307,1,1,1,NA,1
616,41400,2,2,7,NA,2
616,41400,2,2,0,NA,2
616,42500,5,5,0,NA,5
616,42600,1,1,0,NA,1
616,42600,2,2,5,NA,2
617,31005,2,2,0,NA,2
617,31005,2,2,0,NA,2
617,31005,4,4,0,NA,4
617,31005,2,2,27,NA,2
617,32007,4,4,0,NA,4
617,32009,2,2,8,NA,2
617,33012,4,1,1,NA,4
617,33012,3,3,10,NA,3
617,33012,1,1,15,NA,1
617,33012,5,5,0,NA,5
617,33012,2,2,0,NA,2
618,12400,2,2,0,NA,2
618,12600,3,3,1,NA,3
618,12600,2,1,0,NA,2
618,12600,3,3,0,NA,3
619,12400,2,2,0,NA,2
619,12400,2,2,2,NA,2
619,12400,2,2,3,NA,2
619,12500,4,4,3,NA,4
619,12500,2,2,15,NA,2
619,12500,2,2,3,NA,2
619,12500,1,1,14,NA,1
619,12500,2,2,0,NA,2
619,12600,2,2,15,NA,2
619,12600,2,2,5,NA,2
619,12600,3,3,0,NA,3
620,21200,2,2,30,NA,NA
620,21200,2,2,30,NA,NA
620,21200,3,3,45,NA,NA
620,21200,4,4,60,NA,NA
620,21200,2,2,30,NA,NA
620,21200,1,1,15,NA,NA
620,21200,4,4,60,NA,NA
620,21200,2,2,8,NA,NA
620,21200,4,4,60,NA,NA
620,21200,2,2,30,NA,NA
620,21200,1,1,8,NA,NA
620,21200,2,2,30,NA,NA
620,21200,2,2,30,NA,NA
620,21200,4,4,60,NA,NA
620,22307,3,3,45,NA,NA
437,41300,4,4,60,NA,NA
437,41300,3,3,19,NA,NA
437,41300,5,5,75,NA,NA
437,41300,3,3,45,NA,NA
437,41400,2,2,30,NA,NA
437,41400,1,1,0,NA,NA
437,41400,3,3,9,NA,NA
437,41400,2,2,0,NA,NA
437,41400,2,2,30,NA,NA
437,41400,2,2,18,NA,NA
437,41400,1,1,0,NA,NA
437,42500,4,4,60,NA,NA
437,42500,2,2,30,NA,NA
437,42500,3,3,0,NA,NA
437,42500,1,1,0,NA,NA
437,42500,1,1,0,NA,NA
437,42500,2,2,30,NA,NA
437,42500,2,2,6,NA,NA
437,42500,2,2,18,NA,NA
437,42500,1,1,15,NA,NA
437,42500,2,2,30,NA,NA
437,42500,3,3,0,NA,NA
437,42500,2,2,30,NA,NA
437,42600,4,4,60,NA,NA
437,42600,3,3,45,NA,NA
437,42600,2,2,30,NA,NA
437,42600,2,2,30,NA,NA
437,42600,3,3,0,NA,NA
437,42600,8,8,1,NA,NA
437,41400,4,4,0,NA,NA
437,41400,4,4,6,NA,NA
437,41400,3,3,0,NA,NA
437,41400,2,2,0,NA,NA
437,41400,5,5,0,NA,NA
437,41400,5,3,0,NA,NA
437,41400,6,6,13,NA,NA
438,21200,2,2,0,NA,NA
438,21200,1,1,0,NA,NA
438,21200,5,5,0,NA,NA
438,21200,3,3,0,NA,NA
438,21200,7,2,3,NA,NA
438,21200,2,1,15,NA,NA
438,21200,8,8,4,NA,NA
438,21200,2,2,0,NA,NA
438,22307,1,1,15,NA,NA
438,22307,3,2,4,NA,NA
438,22307,3,3,8,NA,NA
438,22307,2,2,14,NA,NA
438,22307,6,6,30,NA,NA
438,22307,2,2,24,NA,NA
438,22307,4,4,4,NA,NA
438,22309,5,3,45,NA,NA
438,22309,2,2,30,NA,NA
438,22309,5,4,60,NA,NA
438,22309,4,4,60,NA,NA
438,22309,4,2,30,NA,NA
438,22309,2,2,27,NA,NA
439,12400,2,2,30,NA,NA
439,12400,2,2,1,NA,NA
439,12400,2,2,12,NA,NA
439,12400,3,3,23,NA,NA
422,12600,8,8,75,NA,NA
422,12600,2,2,30,NA,NA
422,12600,2,2,0,NA,NA
422,12600,9,9,135,NA,NA
422,12600,2,2,13,NA,NA
422,12600,2,2,9,NA,NA
422,12600,8,8,90,NA,NA
422,12600,3,3,10,NA,NA
422,12600,2,2,4,NA,NA
423,12400,3,3,45,NA,NA
423,12400,1,1,15,NA,NA
423,12400,1,1,15,NA,NA
