EventID,LocationID,NPeople,NLanterns,NCars
599,21200,101,NA,NA
599,22307,225,NA,NA
599,22309,136,NA,NA
600,21100,11,NA,NA
600,21200,122,NA,NA
600,22307,196,NA,NA
600,22309,257,NA,NA
601,21200,112,NA,NA
601,22307,199,NA,NA
601,22309,208,NA,NA
602,11101,NA,NA,7
602,11104,NA,NA,26
602,11200,NA,NA,43
602,12300,NA,NA,28
602,12400,NA,NA,128
602,12500,NA,NA,142
602,12600,NA,NA,60
603,41100,NA,NA,6
603,41200,NA,NA,7
603,41300,NA,NA,49
603,41400,NA,NA,56
603,42500,NA,NA,17
603,42600,NA,NA,59
604,31002,NA,NA,7
604,31005,NA,NA,122
604,32007,NA,NA,54
604,32009,NA,NA,53
604,33012,NA,NA,106
604,33013,NA,NA,0
605,21100,NA,NA,0
605,21200,NA,NA,25
605,22307,NA,NA,56
605,22309,NA,NA,44
606,31002,NA,NA,32
606,31005,NA,NA,81
606,32007,NA,NA,43
606,32009,NA,NA,48
606,33012,NA,NA,75
606,33013,NA,NA,0
607,41100,NA,NA,11
607,41200,NA,NA,7
607,41300,NA,NA,37
607,41400,NA,NA,59
607,42500,NA,NA,14
607,42600,NA,NA,44
608,11101,NA,NA,6
608,11104,NA,NA,21
608,11200,NA,NA,35
608,12300,NA,NA,23
608,12400,NA,NA,74
608,12500,NA,NA,137
608,12600,NA,NA,59
609,21100,2,NA,NA
609,21200,155,NA,NA
609,22307,221,NA,NA
609,22309,181,NA,NA
610,21100,0,NA,NA
610,21200,83,NA,NA
610,22307,134,NA,NA
610,22309,75,NA,NA
611,21100,NA,NA,13
611,21200,NA,NA,10
611,22307,NA,NA,12
611,22309,NA,NA,0
612,11101,NA,NA,2
612,11104,NA,NA,7
612,11200,NA,NA,12
612,12300,NA,NA,8
612,12400,NA,NA,37
612,12500,NA,NA,34
612,12600,NA,NA,22
613,31002,NA,NA,1
613,31005,NA,NA,51
613,32007,NA,NA,16
613,32009,NA,NA,16
613,33012,NA,NA,32
613,33013,NA,NA,0
614,41100,NA,NA,3
614,41200,NA,NA,4
614,41300,NA,NA,29
614,41400,NA,NA,18
614,42500,NA,NA,8
614,42600,NA,NA,22
615,21100,NA,NA,0
615,21200,NA,NA,3
615,22307,NA,NA,13
615,22309,NA,NA,16
617,31002,NA,NA,0
617,31005,NA,NA,51
617,32007,NA,NA,25
617,32009,NA,NA,20
617,33012,NA,NA,24
617,33013,NA,NA,0
616,41100,NA,NA,2
616,41200,NA,NA,0
616,41300,NA,NA,24
616,41400,NA,NA,10
616,42500,NA,NA,11
616,42600,NA,NA,15
618,11101,NA,NA,2
618,11104,NA,NA,6
618,11200,NA,NA,10
618,12300,NA,NA,7
618,12400,NA,NA,17
618,12500,NA,NA,28
618,12600,NA,NA,32
619,11101,NA,NA,2
619,11104,NA,NA,9
619,11200,NA,NA,15
619,12300,NA,NA,10
732,21100,0,NA,NA
732,21200,87,NA,NA
732,22307,124,NA,NA
732,22309,91,NA,NA
733,31002,7,NA,NA
733,31005,431,NA,NA
733,32007,261,NA,NA
733,32009,352,NA,NA
733,33012,454,NA,NA
733,33013,2,NA,NA
734,31002,0,NA,NA
734,31005,312,NA,NA
734,32007,112,NA,NA
734,32009,180,NA,NA
734,33012,276,NA,NA
758,42600,163,NA,NA
759,21100,0,NA,NA
759,21200,152,NA,NA
759,22307,123,NA,NA
759,22309,73,NA,NA
760,11101,63,NA,NA
760,11104,139,NA,NA
760,11200,240,NA,NA
760,12300,91,NA,NA
760,12400,423,NA,NA
760,12500,513,NA,NA
760,12600,322,NA,NA
761,21100,0,NA,NA
761,21200,131,NA,NA
761,22307,197,NA,NA
761,22309,167,NA,NA
763,21100,0,NA,NA
763,21200,92,NA,NA
763,22307,73,NA,NA
763,22309,97,NA,NA
762,21100,0,NA,NA
762,21200,141,NA,NA
762,22307,115,NA,NA
762,22309,77,NA,NA
764,41100,1928,NA,NA
765,41100,284,NA,NA
766,21100,0,NA,NA
766,21200,106,NA,NA
766,22307,216,NA,NA
766,22309,133,NA,NA
767,21100,0,NA,NA
767,21200,503,NA,NA
767,22307,479,NA,NA
767,22309,268,NA,NA
768,21100,0,NA,NA
768,21200,265,NA,NA
768,22307,257,NA,NA
768,22309,224,NA,NA
769,21100,0,NA,NA
769,21200,112,NA,NA
769,22307,149,NA,NA
769,22309,119,NA,NA
770,11101,39,NA,NA
770,11104,85,NA,NA
770,11200,147,NA,NA
770,12300,56,NA,NA
770,12400,203,NA,NA
770,12500,263,NA,NA
770,12600,304,NA,NA
619,12400,NA,NA,37
619,12500,NA,NA,45
619,12600,NA,NA,32
620,21100,1,NA,NA
620,21200,191,NA,NA
620,22307,189,NA,NA
620,22309,158,NA,NA
621,21100,8,NA,NA
621,21200,208,NA,NA
621,22307,253,NA,NA
621,22309,238,NA,NA
623,21100,0,NA,NA
623,21200,129,NA,NA
623,22307,299,NA,NA
623,22309,178,NA,NA
624,11101,NA,NA,7
624,11104,NA,NA,27
624,11200,NA,NA,45
624,12300,NA,NA,30
624,12400,NA,NA,100
624,12500,NA,NA,142
636,41400,NA,NA,54
636,42500,NA,NA,33
636,42600,NA,NA,57
637,11101,NA,NA,11
637,11104,NA,NA,41
637,11200,NA,NA,69
637,12300,NA,NA,45
637,12400,NA,NA,120
637,12500,NA,NA,217
637,12600,NA,NA,189
638,41100,NA,NA,11
638,41200,NA,NA,6
638,41300,NA,NA,51
638,41400,NA,NA,39
638,42500,NA,NA,25
638,42600,NA,NA,30
639,31002,NA,NA,0
639,31005,NA,NA,136
639,32007,NA,NA,69
639,32009,NA,NA,48
639,33012,NA,NA,68
639,33013,NA,NA,0
640,21100,0,NA,NA
640,21200,47,NA,NA
640,22307,90,NA,NA
640,22309,49,NA,NA
641,21100,0,NA,NA
641,21200,135,NA,NA
641,22307,157,NA,NA
641,22309,159,NA,NA
642,11101,13,NA,NA
642,11104,47,NA,NA
642,11200,78,NA,NA
642,12300,52,NA,NA
642,12400,188,NA,NA
642,12500,177,NA,NA
642,12600,234,NA,NA
643,31002,11,NA,NA
643,31005,119,NA,NA
643,32007,170,NA,NA
643,32009,147,NA,NA
643,33012,296,NA,NA
861,11104,9,NA,NA
861,11200,20,NA,NA
861,12300,14,NA,NA
861,12400,49,NA,NA
861,12500,30,NA,NA
861,12600,36,NA,NA
862,21200,NA,NA,17
862,22307,NA,NA,14
862,22309,NA,NA,12
863,21200,NA,NA,2
863,22307,NA,NA,3
863,22309,NA,NA,12
864,21200,7,NA,NA
864,22307,16,NA,NA
864,22309,6,NA,NA
865,31002,7,NA,NA
865,31005,235,NA,NA
865,32007,110,NA,NA
865,32009,86,NA,NA
865,33012,172,NA,NA
865,33013,5,NA,NA
866,41100,31,NA,NA
866,41200,32,NA,NA
866,41300,88,NA,NA
866,41400,66,NA,NA
866,42500,36,NA,NA
866,42600,90,NA,NA
867,21200,174,NA,NA
867,22307,151,NA,NA
867,22309,169,NA,NA
868,41100,23,NA,NA
868,41200,27,NA,NA
868,41300,156,NA,NA
868,41400,120,NA,NA
868,42500,70,NA,NA
868,42600,86,NA,NA
869,21200,121,NA,NA
869,22307,85,NA,NA
869,22309,147,NA,NA
870,11101,14,NA,NA
870,11104,61,NA,NA
870,11200,136,NA,NA
870,12300,92,NA,NA
870,12400,334,NA,NA
870,12500,233,NA,NA
870,12600,202,NA,NA
871,11101,9,NA,NA
871,11101,9,NA,NA
871,11104,41,NA,NA
871,11200,91,NA,NA
871,12300,62,NA,NA
871,12400,150,NA,NA
871,12500,181,NA,NA
871,12600,184,NA,NA
872,11101,5,NA,NA
872,11104,21,NA,NA
872,11200,47,NA,NA
872,12300,32,NA,NA
872,12400,107,NA,NA
872,12500,73,NA,NA
872,12600,84,NA,NA
873,41100,3,NA,NA
873,41200,14,NA,NA
873,41300,38,NA,NA
873,41400,40,NA,NA
873,42500,29,NA,NA
1088,12400,96,NA,NA
1088,12500,80,NA,NA
1088,12600,130,NA,NA
1089,21200,202,NA,NA
1089,22307,102,NA,NA
1089,22309,119,NA,NA
1090,21200,74,NA,NA
1090,22307,55,NA,NA
1090,22309,61,NA,NA
1091,31002,14,NA,NA
1091,31005,152,NA,NA
1091,32007,76,NA,NA
1091,32009,47,NA,NA
1091,33012,59,NA,NA
1091,33013,0,NA,NA
1092,41100,40,NA,NA
1092,41200,12,NA,NA
1092,41300,80,NA,NA
1092,41400,189,NA,NA
1092,42500,47,NA,NA
1092,42600,94,NA,NA
1093,41100,0,NA,NA
1093,41200,30,NA,NA
1093,41300,40,NA,NA
1093,41400,75,NA,NA
1093,42500,36,NA,NA
1093,42600,66,NA,NA
1094,21200,193,NA,NA
1094,22307,59,NA,NA
1094,22309,52,NA,NA
1095,21200,191,NA,NA
1095,22307,126,NA,NA
1095,22309,84,NA,NA
1096,11101,40,NA,NA
1096,11104,56,NA,NA
1096,11200,64,NA,NA
1096,12300,16,NA,NA
1096,12400,120,NA,NA
1096,12500,89,NA,NA
1096,12600,90,NA,NA
1097,21200,NA,NA,23
1097,22307,NA,NA,5
1097,22309,NA,NA,22
1098,41100,68,NA,NA
1098,41200,92,NA,NA
1098,41300,333,NA,NA
1098,41400,311,NA,NA
1098,42500,132,NA,NA
1098,42600,204,NA,NA
1099,41100,133,NA,NA
1099,41200,105,NA,NA
1099,41300,399,NA,NA
1099,41400,539,NA,NA
1099,42500,245,NA,NA
1099,42600,288,NA,NA
1100,41100,21,NA,NA
1100,41200,34,NA,NA
1100,41300,168,NA,NA
1100,41400,129,NA,NA
1100,42500,152,NA,NA
1100,42600,246,NA,NA
1101,31002,14,NA,NA
1101,31005,565,NA,NA
1101,32007,295,NA,NA
1101,32009,254,NA,NA
1101,33012,304,NA,NA
979,41200,96,NA,NA
979,41300,405,NA,NA
979,41400,452,NA,NA
979,42500,74,NA,NA
979,42600,253,NA,NA
980,21200,381,NA,NA
980,22307,240,NA,NA
980,22309,319,NA,NA
981,41100,20,NA,NA
981,41200,58,NA,NA
981,41300,198,NA,NA
981,41400,227,NA,NA
981,42500,44,NA,NA
981,42600,198,NA,NA
982,11101,47,NA,NA
982,11104,145,NA,NA
982,11200,170,NA,NA
982,12300,54,NA,NA
982,12400,425,NA,NA
982,12500,314,NA,NA
982,12600,756,NA,NA
983,11101,19,NA,NA
983,11104,58,NA,NA
983,11200,68,NA,NA
983,12300,22,NA,NA
983,12400,104,NA,NA
983,12500,132,NA,NA
983,12600,364,NA,NA
984,21200,347,NA,NA
984,22307,126,NA,NA
984,22309,262,NA,NA
985,21200,99,NA,NA
985,22307,78,NA,NA
985,22309,78,NA,NA
986,11101,18,NA,NA
986,11104,55,NA,NA
986,11200,65,NA,NA
986,12300,21,NA,NA
986,12400,202,NA,NA
986,12500,158,NA,NA
986,12600,211,NA,NA
987,21200,168,NA,NA
987,22307,140,NA,NA
987,22309,126,NA,NA
988,31002,1,NA,NA
988,31005,210,NA,NA
988,32007,216,NA,NA
988,32009,215,NA,NA
988,33012,264,NA,NA
988,33013,1,NA,NA
989,31002,5,NA,NA
989,31005,576,NA,NA
989,32007,339,NA,NA
989,32009,408,NA,NA
989,33012,661,NA,NA
989,33013,12,NA,NA
990,31002,0,NA,NA
990,31005,423,NA,NA
990,32007,272,NA,NA
990,32009,293,NA,NA
990,33012,302,NA,NA
990,33013,5,NA,NA
991,41100,29,NA,NA
991,41200,39,NA,NA
991,41300,136,NA,NA
991,41400,154,NA,NA
643,33013,0,NA,NA
644,21100,0,NA,NA
644,21200,185,NA,NA
644,22307,183,NA,NA
644,22309,194,NA,NA
645,41100,38,NA,NA
645,41200,77,NA,NA
645,41300,80,NA,NA
645,41400,95,NA,NA
645,42500,73,NA,NA
645,42600,117,NA,NA
646,41100,54,NA,NA
646,41200,52,NA,NA
646,41300,NA,NA,50
646,41400,NA,NA,50
658,12400,482,NA,NA
658,12500,697,NA,NA
658,12600,785,NA,NA
659,11101,7,NA,NA
659,11104,25,NA,NA
659,11200,54,NA,NA
659,12300,20,NA,NA
659,12400,72,NA,NA
659,12500,99,NA,NA
659,12600,129,NA,NA
661,11101,123,NA,NA
661,11104,182,NA,NA
661,11200,320,NA,NA
661,12300,150,NA,NA
661,12400,519,NA,NA
661,12500,543,NA,NA
661,12600,1071,NA,NA
662,11101,154,NA,NA
662,11104,229,NA,NA
662,11200,403,NA,NA
662,12300,189,NA,NA
662,12400,643,NA,NA
662,12500,876,NA,NA
662,12600,1166,NA,NA
663,11101,118,NA,NA
663,11104,175,NA,NA
663,11200,308,NA,NA
663,12300,144,NA,NA
663,12400,388,NA,NA
663,12500,458,NA,NA
663,12600,1209,NA,NA
664,11101,98,NA,NA
664,11104,86,NA,NA
664,11200,173,NA,NA
664,12300,76,NA,NA
664,12400,424,NA,NA
664,12500,465,NA,NA
664,12600,868,NA,NA
665,11101,70,NA,NA
665,11104,166,NA,NA
665,11200,233,NA,NA
665,12300,70,NA,NA
665,12400,351,NA,NA
665,12500,410,NA,NA
665,12600,1381,NA,NA
696,12400,539,NA,NA
696,12500,495,NA,NA
696,NA,NA,NA,NA
697,11101,232,NA,NA
697,11104,1316,NA,NA
697,11200,1083,NA,NA
697,12300,255,NA,NA
697,12400,803,NA,NA
697,12500,978,NA,NA
697,12600,2497,NA,NA
698,21100,NA,NA,5
698,21200,NA,NA,11
698,22307,NA,NA,21
698,22309,NA,NA,11
699,11101,62,NA,NA
699,11104,177,NA,NA
699,11200,310,NA,NA
711,22307,376,NA,NA
711,22309,329,NA,NA
712,21100,0,NA,NA
712,21200,251,NA,NA
712,22307,276,NA,NA
712,22309,226,NA,NA
713,11101,31,NA,NA
713,11104,90,NA,NA
713,11200,116,NA,NA
713,12300,43,NA,NA
713,12400,249,NA,NA
713,12500,336,NA,NA
713,12600,465,NA,NA
714,11101,160,NA,NA
714,11104,459,NA,NA
714,11200,741,NA,NA
714,12300,328,NA,NA
714,12400,1285,NA,NA
714,12500,1575,NA,NA
714,12600,1374,NA,NA
715,11101,57,NA,NA
715,11104,163,NA,NA
715,11200,263,NA,NA
715,12300,117,NA,NA
715,12400,332,NA,NA
715,12500,563,NA,NA
715,12600,609,NA,NA
716,41100,118,NA,NA
716,41200,379,NA,NA
716,41300,1278,NA,NA
716,41400,1325,NA,NA
716,42500,625,NA,NA
716,42600,1295,NA,NA
717,41100,4,NA,NA
717,41200,35,NA,NA
717,41300,186,NA,NA
717,41400,214,NA,NA
717,42500,68,NA,NA
717,42600,259,NA,NA
718,21100,0,NA,NA
718,21200,107,NA,NA
718,22307,130,NA,NA
718,22309,89,NA,NA
719,21100,0,NA,NA
719,21200,238,NA,NA
719,22307,371,NA,NA
719,22309,268,NA,NA
720,41100,39,NA,NA
720,41200,77,NA,NA
720,41300,299,NA,NA
720,41400,279,NA,NA
720,42500,281,NA,NA
720,42600,291,NA,NA
721,31002,7,NA,NA
721,31005,596,NA,NA
721,32007,379,NA,NA
721,32009,292,NA,NA
721,33012,551,NA,NA
721,33013,9,NA,NA
722,21100,0,NA,NA
722,21200,197,NA,NA
722,22307,292,NA,NA
722,22309,204,NA,NA
723,31002,39,NA,NA
723,31005,1377,NA,NA
723,32007,994,NA,NA
723,32009,900,NA,NA
723,33012,1305,NA,NA
723,33013,39,NA,NA
724,41100,168,NA,NA
724,41200,236,NA,NA
724,41300,528,NA,NA
724,41400,567,NA,NA
724,42500,384,NA,NA
724,42600,597,NA,NA
725,11101,108,NA,NA
725,11104,309,NA,NA
725,11200,500,NA,NA
725,12300,221,NA,NA
725,12400,875,NA,NA
725,12500,1154,NA,NA
725,12600,824,NA,NA
726,21100,0,NA,NA
726,21200,476,NA,NA
726,22307,738,NA,NA
726,22309,600,NA,NA
727,21100,0,NA,NA
727,21200,595,NA,NA
727,22307,1158,NA,NA
727,22309,917,NA,NA
728,11101,176,NA,NA
728,11104,506,NA,NA
728,11200,818,NA,NA
728,12300,362,NA,NA
728,12400,1572,NA,NA
728,12500,1682,NA,NA
728,12600,1416,NA,NA
729,21100,0,NA,NA
729,21200,63,NA,NA
729,22307,82,NA,NA
729,22309,75,NA,NA
730,21100,0,NA,NA
730,21200,92,NA,NA
730,22307,62,NA,NA
730,22309,69,NA,NA
731,21100,0,NA,NA
731,21200,107,NA,NA
731,22307,152,NA,NA
731,22309,139,NA,NA
771,11101,61,NA,NA
771,11104,133,NA,NA
771,11200,230,NA,NA
771,12300,88,NA,NA
771,12400,455,NA,NA
771,12500,453,NA,NA
771,12600,300,NA,NA
130,21100,0,NA,NA
130,21200,110,NA,NA
130,22307,139,NA,NA
130,22309,105,NA,NA
772,41100,1832,NA,NA
774,21100,0,NA,NA
596,21200,1068,NA,NA
773,21100,0,NA,NA
773,21200,137,NA,NA
773,22307,246,NA,NA
773,22309,229,NA,NA
774,21200,447,NA,NA
774,22307,656,NA,NA
774,22309,638,NA,NA
776,21100,0,NA,NA
776,21200,353,NA,NA
776,22307,822,NA,NA
776,22309,800,NA,NA
777,Guard Rail,26,NA,NA
777,Campground,95,NA,NA
777,Trail 2,47,NA,NA
777,Trail 1,4,NA,NA
777,South Beach,0,NA,NA
778,Guard Rail,23,NA,NA
778,South Beach,0,NA,NA
778,Trail 2,4,NA,NA
778,Trail 1,1,NA,NA
778,Campground,60,NA,NA
779,South Beach,0,NA,NA
779,Trail 2,27,NA,NA
779,Trail 1,10,NA,NA
779,Guard Rail,34,NA,NA
779,Campground,76,NA,NA
780,Campground,55,NA,NA
780,Trail 2,7,NA,NA
780,Trail 1,5,NA,NA
780,South Beach,0,NA,NA
780,Guard Rail,43,NA,NA
58,South Beach,NA,NA,0
58,Trail 2,NA,NA,0
58,Campground,NA,NA,43
58,Guard Rail,NA,NA,12
58,Trail 1,NA,NA,1
133,Campground,NA,NA,67
133,Guard Rail,NA,NA,27
133,Trail 2,NA,NA,6
133,Trail 1,NA,NA,0
133,South Beach,NA,NA,0
165,South Beach,0,NA,NA
165,Guard Rail,42,NA,NA
165,Campground,66,NA,NA
165,Trail 1,0,NA,NA
165,Trail 2,20,NA,NA
166,Guard Rail,36,NA,NA
166,South Beach,0,NA,NA
166,Trail 1,0,NA,NA
166,Trail 2,10,NA,NA
166,Campground,14,NA,NA
169,South Beach,0,NA,NA
169,Trail 2,6,NA,NA
169,Campground,45,NA,NA
169,Guard Rail,27,NA,NA
169,Trail 1,0,NA,NA
187,Guard Rail,50,NA,NA
187,South Beach,0,NA,NA
187,Trail 1,2,NA,NA
187,Trail 2,3,NA,NA
187,Campground,51,NA,NA
226,31002,NA,0,NA
226,31005,NA,13,NA
226,32007,NA,8,NA
226,32009,NA,10,NA
226,33012,NA,10,NA
226,33013,NA,1,NA
781,21200,302,NA,NA
781,22307,385,NA,NA
781,22309,384,NA,NA
781,21100,0,NA,NA
782,21200,339,NA,NA
782,22307,345,NA,NA
782,22309,305,NA,NA
783,21200,396,NA,NA
783,22307,698,NA,NA
783,22309,633,NA,NA
784,21200,84,NA,NA
784,22307,119,NA,NA
784,22309,132,NA,NA
785,21200,NA,NA,14
785,22307,NA,NA,24
785,22309,NA,NA,10
786,31002,5,NA,NA
786,31005,283,NA,NA
786,32007,160,NA,NA
786,32009,255,NA,NA
786,33012,326,NA,NA
787,31002,0,NA,NA
787,31005,483,NA,NA
787,32007,405,NA,NA
787,32009,374,NA,NA
787,33012,786,NA,NA
787,33013,5,NA,NA
788,41100,53,NA,NA
788,41200,45,NA,NA
788,41300,169,NA,NA
788,41400,159,NA,NA
788,42500,91,NA,NA
788,42600,158,NA,NA
789,41100,76,NA,NA
789,41200,68,NA,NA
789,41300,273,NA,NA
789,41400,258,NA,NA
789,42500,146,NA,NA
789,42600,152,NA,NA
790,41100,47,NA,NA
790,41200,38,NA,NA
790,41300,205,NA,NA
790,41400,255,NA,NA
790,42500,102,NA,NA
790,42600,129,NA,NA
791,21200,415,NA,NA
791,22307,508,NA,NA
791,22309,405,NA,NA
792,21200,268,NA,NA
792,22307,263,NA,NA
792,22309,321,NA,NA
793,11101,35,NA,NA
793,11104,76,NA,NA
793,11200,131,NA,NA
793,12300,50,NA,NA
793,12400,245,NA,NA
793,12500,232,NA,NA
793,12600,212,NA,NA
794,11101,71,NA,NA
794,11104,155,NA,NA
794,11200,269,NA,NA
794,12300,102,NA,NA
794,12400,586,NA,NA
794,12500,422,NA,NA
794,12600,403,NA,NA
795,11101,55,NA,NA
795,11104,120,NA,NA
795,11200,208,NA,NA
795,12300,79,NA,NA
795,12400,473,NA,NA
795,12500,344,NA,NA
795,12600,276,NA,NA
796,41100,NA,NA,2
796,41200,NA,NA,1
796,41300,NA,NA,29
796,41400,NA,NA,10
796,42500,NA,NA,5
796,42600,NA,NA,9
797,21200,56,NA,NA
797,22307,88,NA,NA
797,22309,86,NA,NA
798,21200,NA,NA,6
798,22307,NA,NA,17
798,22309,NA,NA,17
799,11101,NA,NA,4
799,11104,NA,NA,9
799,11200,NA,NA,15
799,12300,NA,NA,6
799,12400,NA,NA,30
799,12500,NA,NA,30
799,12600,21,NA,NA
800,21200,284,NA,NA
800,22307,261,NA,NA
800,22309,248,NA,NA
801,21200,286,NA,NA
801,22307,370,NA,NA
801,22309,291,NA,NA
802,41100,26,NA,NA
1,41300,395,NA,NA
1,41400,410,NA,NA
1,42500,248,NA,NA
1,42600,492,NA,NA
2,31002,0,NA,NA
2,31005,90,NA,NA
2,32007,50,NA,NA
2,32009,43,NA,NA
2,33012,52,NA,NA
2,33013,0,NA,NA
3,41100,17,NA,NA
3,41200,13,NA,NA
3,41300,42,NA,NA
3,41400,80,NA,NA
3,42500,12,NA,NA
3,42600,45,NA,NA
4,21100,0,NA,NA
4,21200,61,NA,NA
4,22307,67,NA,NA
4,22309,39,NA,NA
5,31002,0,NA,NA
5,31005,278,NA,NA
5,32007,148,NA,NA
5,32009,131,NA,NA
5,33012,274,NA,NA
5,33013,0,NA,NA
6,11101,44,NA,NA
6,11104,82,NA,NA
6,11200,130,NA,NA
6,12300,38,NA,NA
6,12400,235,NA,NA
6,12500,260,NA,NA
6,12600,11,NA,NA
7,41100,72,NA,NA
7,41200,59,NA,NA
7,41300,281,NA,NA
7,41400,227,NA,NA
7,42500,154,NA,NA
7,42600,296,NA,NA
8,41100,142,NA,NA
8,41200,117,NA,NA
8,41300,369,NA,NA
8,41400,334,NA,NA
8,42500,255,NA,NA
8,42600,481,NA,NA
9,41100,99,NA,NA
9,41200,166,NA,NA
9,41300,537,NA,NA
9,41400,540,NA,NA
9,42500,293,NA,NA
9,42600,579,NA,NA
10,41100,87,NA,NA
10,41200,128,NA,NA
10,41300,364,NA,NA
10,41400,475,NA,NA
10,42500,292,NA,NA
10,42600,671,NA,NA
11,41100,33,NA,NA
11,41200,52,NA,NA
11,41300,191,NA,NA
11,41400,147,NA,NA
11,42500,135,NA,NA
11,42600,281,NA,NA
12,41100,52,NA,NA
12,41200,52,NA,NA
12,41300,326,NA,NA
12,41400,185,NA,NA
12,42500,207,NA,NA
802,41200,36,NA,NA
802,41300,99,NA,NA
802,41400,183,NA,NA
802,42500,130,NA,NA
802,42600,168,NA,NA
803,31002,3,NA,NA
803,31005,613,NA,NA
803,32007,175,NA,NA
803,32009,390,NA,NA
803,33012,514,NA,NA
803,33013,5,NA,NA
804,21200,455,NA,NA
804,22307,573,NA,NA
804,22309,464,NA,NA
805,31002,43,NA,NA
805,31005,1103,NA,NA
805,32007,606,NA,NA
805,32009,438,NA,NA
805,33012,758,NA,NA
805,33013,0,NA,NA
806,41100,94,NA,NA
806,41200,193,NA,NA
806,41300,307,NA,NA
806,41400,476,NA,NA
806,42500,289,NA,NA
806,42600,427,NA,NA
807,21200,289,NA,NA
807,22307,300,NA,NA
807,22309,286,NA,NA
808,41100,33,NA,NA
808,41200,50,NA,NA
808,41300,247,NA,NA
808,41400,294,NA,NA
808,42500,72,NA,NA
808,42600,155,NA,NA
809,41100,NA,NA,2
809,41200,NA,NA,5
809,41300,NA,NA,31
809,41400,NA,NA,25
809,42500,NA,NA,9
809,42600,NA,NA,17
810,21200,NA,NA,18
810,22307,NA,NA,28
810,22309,NA,NA,28
811,11101,64,NA,NA
811,11104,140,NA,NA
811,11200,242,NA,NA
811,12300,92,NA,NA
811,12400,520,NA,NA
811,12500,457,NA,NA
811,12600,294,NA,NA
812,11101,189,NA,NA
812,11104,414,NA,NA
812,11200,717,NA,NA
812,12300,273,NA,NA
812,12400,1554,NA,NA
812,12500,1422,NA,NA
812,12600,785,NA,NA
813,11101,71,NA,NA
813,11104,155,NA,NA
813,11200,268,NA,NA
813,12300,102,NA,NA
813,12400,543,NA,NA
813,12500,537,NA,NA
813,12600,326,NA,NA
814,21200,NA,NA,8
814,22307,NA,NA,16
814,22309,NA,NA,3
815,31002,9,NA,NA
815,31005,253,NA,NA
815,32007,178,NA,NA
815,32009,139,NA,NA
815,33012,244,NA,NA
815,33013,0,NA,NA
816,21200,218,NA,NA
816,22307,260,NA,NA
816,22309,191,NA,NA
817,21200,175,NA,NA
817,22307,257,NA,NA
817,22309,110,NA,NA
818,21200,162,NA,NA
818,22307,239,NA,NA
818,22309,150,NA,NA
819,41100,44,NA,NA
819,41200,63,NA,NA
819,41300,234,NA,NA
819,41400,202,NA,NA
819,42500,88,NA,NA
819,42600,114,NA,NA
820,41100,9,NA,NA
820,41200,42,NA,NA
820,41300,117,NA,NA
820,41400,119,NA,NA
820,42500,68,NA,NA
820,42600,155,NA,NA
821,41100,2,NA,NA
821,41200,26,NA,NA
821,41300,217,NA,NA
821,41400,146,NA,NA
821,42500,92,NA,NA
821,42600,120,NA,NA
822,11101,69,NA,NA
822,11104,151,NA,NA
822,11200,262,NA,NA
822,12300,100,NA,NA
822,12400,567,NA,NA
822,12500,410,NA,NA
822,12600,398,NA,NA
823,11101,41,NA,NA
823,11104,90,NA,NA
823,11200,156,NA,NA
823,12300,60,NA,NA
823,12400,293,NA,NA
823,12500,297,NA,NA
823,12600,230,NA,NA
824,21200,NA,NA,37
824,22307,NA,NA,43
824,22309,NA,NA,33
825,21200,NA,NA,22
825,22307,NA,NA,21
825,22309,NA,NA,26
826,41100,13,NA,NA
826,41200,9,NA,NA
826,41300,77,NA,NA
826,41400,44,NA,NA
826,42500,41,NA,NA
826,42600,49,NA,NA
827,21200,93,NA,NA
827,22307,107,NA,NA
827,22309,124,NA,NA
828,11101,24,NA,NA
828,11104,52,NA,NA
828,11200,90,NA,NA
828,12300,34,NA,NA
828,12400,152,NA,NA
828,12500,157,NA,NA
828,12600,165,NA,NA
829,11101,NA,NA,4
829,11104,NA,NA,10
829,11200,NA,NA,17
829,12300,NA,NA,6
829,12400,NA,NA,31
829,12500,NA,NA,34
829,12600,NA,NA,22
830,21200,NA,NA,24
830,22307,NA,NA,34
830,22309,NA,NA,19
831,31002,4,NA,NA
831,31005,285,NA,NA
831,32007,89,NA,NA
831,32009,86,NA,NA
831,33012,22,NA,NA
831,33013,191,NA,NA
832,31002,3,NA,NA
832,31005,629,NA,NA
832,32007,400,NA,NA
832,32009,372,NA,NA
832,33012,548,NA,NA
832,33013,10,NA,NA
833,41100,17,NA,NA
833,41200,7,NA,NA
833,41300,98,NA,NA
833,41400,52,NA,NA
833,42500,48,NA,NA
833,42600,78,NA,NA
834,41100,107,NA,NA
834,41200,56,NA,NA
834,41300,428,NA,NA
834,41400,332,NA,NA
834,42500,273,NA,NA
834,42600,355,NA,NA
835,41100,42,NA,NA
835,41200,16,NA,NA
835,41300,236,NA,NA
835,41400,152,NA,NA
835,42500,47,NA,NA
835,42600,83,NA,NA
836,21200,81,NA,NA
836,22307,158,NA,NA
836,22309,77,NA,NA
837,21200,324,NA,NA
837,22307,373,NA,NA
837,22309,326,NA,NA
838,11101,33,NA,NA
838,11104,73,NA,NA
838,11200,126,NA,NA
838,12300,48,NA,NA
838,12400,265,NA,NA
838,12500,261,NA,NA
