EventID,SumClams,SumDiggers,SumPeople,SumLanterns,AvgPplPerCar,n_interviews,CPUE,DiggersPeople,DiggersLanterns
77,900,60,60,0,NA,23,15,1,NA
78,646,48,50,0,NA,21,13.458333333333334,0.96,NA
79,712,68,68,0,NA,22,10.470588235294118,1,NA
80,1650,110,116,0,NA,38,15,0.9482758620689655,NA
81,1097,78,85,0,NA,21,14.064102564102564,0.9176470588235294,NA
82,1080,72,74,0,NA,22,15,0.972972972972973,NA
85,1216,81,82,0,NA,28,15.012345679012345,0.9878048780487805,NA
86,716,52,52,0,NA,20,13.76923076923077,1,NA
87,121,15,15,9,NA,10,8.066666666666666,1,1.6666666666666667
89,968,65,65,53,NA,26,14.892307692307693,1,1.2264150943396226
90,525,36,36,23,NA,15,14.583333333333334,1,1.565217391304348
91,1200,80,83,54,NA,26,15,0.963855421686747,1.4814814814814814
96,690,47,49,0,NA,23,14.680851063829786,0.9591836734693877,NA
97,788,55,57,47,NA,22,14.327272727272728,0.9649122807017544,1.1702127659574468
100,769,58,64,0,NA,25,13.258620689655173,0.90625,NA
102,667,48,51,36,NA,17,13.895833333333334,0.9411764705882353,1.3333333333333333
103,972,67,70,41,NA,23,14.507462686567164,0.9571428571428572,1.6341463414634145
104,330,22,22,17,NA,10,15,1,1.2941176470588236
106,1033,88,91,0,3.21875,32,11.738636363636363,0.967032967032967,NA
107,1253,86,88,0,2.6875,32,14.569767441860465,0.9772727272727273,NA
109,635,43,49,0,NA,20,14.767441860465116,0.8775510204081632,NA
113,562,44,44,0,2.1875,16,12.772727272727273,1,NA
114,18,5,13,0,NA,5,3.6,0.38461538461538464,NA
115,141,22,24,0,3.4444444444444446,9,6.409090909090909,0.9166666666666666,NA
116,434,33,34,15,2,15,13.151515151515152,0.9705882352941176,2.2
117,492,34,38,0,NA,18,14.470588235294118,0.8947368421052632,NA
118,720,48,48,0,NA,18,15,1,NA
120,414,31,34,0,NA,15,13.35483870967742,0.9117647058823529,NA
122,258,33,34,0,NA,12,7.818181818181818,0.9705882352941176,NA
123,210,14,15,0,2.142857142857143,7,15,0.9333333333333333,NA
125,934,66,68,0,NA,37,14.151515151515152,0.9705882352941176,NA
126,423,58,59,0,2.789473684210526,22,7.293103448275862,0.9830508474576272,NA
127,480,32,32,0,NA,13,15,1,NA
128,510,34,35,0,2.6666666666666665,15,15,0.9714285714285714,NA
130,1050,70,70,0,NA,37,15,1,NA
131,853,59,60,0,NA,21,14.457627118644067,0.9833333333333333,NA
133,105,0,0,0,1.39,1,NA,NA,NA
134,1374,92,98,0,3.5,31,14.934782608695652,0.9387755102040817,NA
135,725,110,124,0,NA,49,6.590909090909091,0.8870967741935484,NA
136,401,47,49,0,NA,21,8.53191489361702,0.9591836734693877,NA
137,694,78,80,0,3.0714285714285716,29,8.897435897435898,0.975,NA
138,869,59,59,0,NA,23,14.728813559322035,1,NA
139,1332,90,91,0,NA,34,14.8,0.989010989010989,NA
140,1654,120,123,0,NA,56,13.783333333333333,0.975609756097561,NA
141,1160,78,84,0,3.2222222222222223,25,14.871794871794872,0.9285714285714286,NA
142,390,26,26,0,NA,11,15,1,NA
143,507,138,140,0,NA,55,3.6739130434782608,0.9857142857142858,NA
144,556,50,52,0,NA,25,11.12,0.9615384615384616,NA
145,720,48,48,0,2.4285714285714284,18,15,1,NA
146,780,52,52,0,NA,20,15,1,NA
147,253,33,36,0,2.3333333333333335,13,7.666666666666667,0.9166666666666666,NA
148,778,55,57,0,NA,20,14.145454545454545,0.9649122807017544,NA
149,375,41,41,0,2,22,9.146341463414634,1,NA
150,1185,79,81,0,2.772727272727273,26,15,0.9753086419753086,NA
151,1050,70,72,0,NA,27,15,0.9722222222222222,NA
152,1065,102,103,0,NA,44,10.441176470588236,0.9902912621359223,NA
153,757,51,52,0,2.5714285714285716,20,14.843137254901961,0.9807692307692307,NA
154,1321,89,89,0,NA,31,14.842696629213483,1,NA
155,765,51,51,0,2.625,16,15,1,NA
156,616,41,41,0,2,19,15.024390243902438,1,NA
157,750,50,50,0,NA,23,15,1,NA
158,842,65,66,0,NA,30,12.953846153846154,0.9848484848484849,NA
159,1180,79,88,0,3.6666666666666665,25,14.936708860759493,0.8977272727272727,NA
160,1095,73,74,0,NA,28,15,0.9864864864864865,NA
161,814,59,60,0,NA,33,13.796610169491526,0.9833333333333333,NA
162,765,51,51,0,NA,19,15,1,NA
163,482,34,34,0,1.75,20,14.176470588235293,1,NA
164,1000,73,73,0,NA,33,13.698630136986301,1,NA
165,0,47,57,0,NA,1,0,0.8245614035087719,NA
166,0,40,42,0,NA,1,0,0.9523809523809523,NA
167,1230,83,85,0,NA,34,14.819277108433734,0.9764705882352941,NA
168,1133,76,82,0,2.769230769230769,28,14.907894736842104,0.926829268292683,NA
169,50,28,32,0,NA,1,1.7857142857142858,0.875,NA
170,1168,88,89,0,NA,27,13.272727272727273,0.9887640449438202,NA
171,735,49,51,0,NA,24,15,0.9607843137254902,NA
172,635,54,55,0,2.4444444444444446,24,11.75925925925926,0.9818181818181818,NA
173,515,39,39,0,2.533333333333333,15,13.205128205128204,1,NA
174,435,29,30,0,NA,14,15,0.9666666666666667,NA
175,465,31,31,0,2.3846153846153846,13,15,1,NA
176,822,75,75,0,NA,39,10.96,1,NA
177,1035,69,69,0,NA,26,15,1,NA
178,599,40,40,0,NA,17,14.975,1,NA
179,528,36,36,0,2.4375,16,14.666666666666666,1,NA
180,112,11,11,0,1.8333333333333333,6,10.181818181818182,1,NA
181,585,45,46,0,2.7857142857142856,14,13,0.9782608695652174,NA
182,771,55,62,0,2.5217391304347827,24,14.018181818181818,0.8870967741935484,NA
183,1305,87,88,0,NA,29,15,0.9886363636363636,NA
184,1140,76,83,0,2.8214285714285716,31,15,0.9156626506024096,NA
185,870,60,60,0,NA,26,14.5,1,NA
186,563,43,43,0,NA,20,13.093023255813954,1,NA
187,72,35,42,0,NA,1,2.057142857142857,0.8333333333333334,NA
188,559,55,58,0,NA,23,10.163636363636364,0.9482758620689655,NA
189,612,54,55,0,NA,21,11.333333333333334,0.9818181818181818,NA
190,309,27,28,0,2,15,11.444444444444445,0.9642857142857143,NA
191,66,13,13,0,NA,7,5.076923076923077,1,NA
192,82,8,8,0,NA,3,10.25,1,NA
193,346,23,23,0,1.9166666666666667,12,15.043478260869565,1,NA
194,886,61,62,0,NA,29,14.524590163934427,0.9838709677419355,NA
195,680,50,50,0,2.2142857142857144,21,13.6,1,NA
196,420,28,29,0,2,14,15,0.9655172413793104,NA
197,394,30,30,0,2.3076923076923075,13,13.133333333333333,1,NA
198,570,39,41,0,2.1578947368421053,19,14.615384615384615,0.9512195121951219,NA
199,575,44,44,0,3.176470588235294,17,13.068181818181818,1,NA
200,674,45,45,0,2.15,20,14.977777777777778,1,NA
201,592,41,42,0,2.3125,16,14.439024390243903,0.9761904761904762,NA
202,480,32,33,0,2,15,15,0.9696969696969697,NA
203,450,30,30,0,2.142857142857143,14,15,1,NA
204,173,57,58,0,2.5652173913043477,25,3.0350877192982457,0.9827586206896551,NA
205,645,43,43,0,2.433333333333333,15,15,1,NA
207,399,49,50,0,3,17,8.142857142857142,0.98,NA
208,321,56,62,0,3.0526315789473686,20,5.732142857142857,0.9032258064516129,NA
209,1043,79,89,0,2.8275862068965516,29,13.20253164556962,0.8876404494382022,NA
210,862,98,100,0,2.942857142857143,35,8.795918367346939,0.98,NA
211,195,31,35,0,1.8461538461538463,14,6.290322580645161,0.8857142857142857,NA
212,519,76,54,3,4.333333333333333,24,6.828947368421052,1.4074074074074074,25.333333333333332
213,300,20,20,0,2.2222222222222223,9,15,1,NA
214,653,51,52,0,NA,24,12.803921568627452,0.9807692307692307,NA
215,870,58,62,0,3.263157894736842,19,15,0.9354838709677419,NA
216,615,41,42,0,NA,19,15,0.9761904761904762,NA
217,586,41,42,0,NA,21,14.292682926829269,0.9761904761904762,NA
218,1356,111,118,0,NA,45,12.216216216216216,0.940677966101695,NA
219,421,53,54,0,NA,18,7.943396226415095,0.9814814814814815,NA
220,445,37,37,0,NA,12,12.027027027027026,1,NA
221,903,73,73,0,NA,29,12.36986301369863,1,NA
222,450,30,31,0,3,11,15,0.967741935483871,NA
223,735,49,49,0,NA,27,15,1,NA
224,1140,76,76,0,NA,37,15,1,NA
225,522,44,44,0,2.4166666666666665,18,11.863636363636363,1,NA
226,75,5,5,5,NA,2,15,1,1
227,570,38,38,0,NA,18,15,1,NA
228,1359,91,91,0,NA,31,14.934065934065934,1,NA
229,885,59,59,0,NA,28,15,1,NA
230,1053,75,85,0,NA,29,14.04,0.8823529411764706,NA
231,668,45,47,0,NA,22,14.844444444444445,0.9574468085106383,NA
232,749,50,53,0,NA,26,14.98,0.9433962264150944,NA
233,1500,100,100,0,NA,41,15,1,NA
234,1372,93,100,0,NA,36,14.75268817204301,0.93,NA
235,365,28,29,0,NA,14,13.035714285714286,0.9655172413793104,NA
236,244,77,83,0,NA,43,3.168831168831169,0.927710843373494,NA
237,1398,101,103,0,NA,46,13.841584158415841,0.9805825242718447,NA
238,373,86,86,0,NA,36,4.337209302325581,1,NA
239,830,59,60,0,NA,26,14.067796610169491,0.9833333333333333,NA
240,336,48,50,0,NA,20,7,0.96,NA
241,769,52,54,0,NA,21,14.788461538461538,0.9629629629629629,NA
242,231,62,69,0,NA,25,3.725806451612903,0.8985507246376812,NA
243,17,17,20,0,NA,9,1,0.85,NA
244,158,30,34,0,NA,17,5.266666666666667,0.8823529411764706,NA
245,613,51,52,0,NA,24,12.019607843137255,0.9807692307692307,NA
246,400,27,27,0,NA,12,14.814814814814815,1,NA
247,1164,79,84,0,NA,26,14.734177215189874,0.9404761904761905,NA
248,0,12,12,0,NA,4,0,1,NA
249,630,42,42,0,NA,17,15,1,NA
250,643,62,63,0,NA,25,10.370967741935484,0.9841269841269841,NA
251,795,54,55,0,NA,19,14.722222222222221,0.9818181818181818,NA
252,555,61,62,0,NA,18,9.098360655737705,0.9838709677419355,NA
253,1260,86,86,0,NA,37,14.651162790697674,1,NA
254,434,29,29,0,NA,15,14.96551724137931,1,NA
255,482,33,34,0,NA,17,14.606060606060606,0.9705882352941176,NA
256,1410,100,110,0,NA,34,14.1,0.9090909090909091,NA
257,240,16,16,0,NA,10,15,1,NA
258,834,56,57,0,NA,25,14.892857142857142,0.9824561403508771,NA
259,995,67,68,0,NA,29,14.850746268656716,0.9852941176470589,NA
260,758,51,52,0,NA,26,14.862745098039216,0.9807692307692307,NA
261,729,49,50,0,NA,21,14.877551020408163,0.98,NA
262,446,30,30,0,NA,15,14.866666666666667,1,NA
263,405,27,27,0,NA,17,15,1,NA
264,345,23,23,0,NA,10,15,1,NA
265,315,21,22,0,NA,14,15,0.9545454545454546,NA
266,660,44,44,0,NA,19,15,1,NA
267,750,50,50,0,NA,29,15,1,NA
268,634,43,43,0,NA,21,14.744186046511627,1,NA
269,1280,85,85,0,NA,30,15.058823529411764,1,NA
270,690,46,49,0,NA,18,15,0.9387755102040817,NA
271,673,45,51,0,NA,21,14.955555555555556,0.8823529411764706,NA
272,525,35,35,0,NA,15,15,1,NA
273,420,28,28,0,NA,13,15,1,NA
274,1155,77,77,0,NA,22,15,1,NA
275,810,55,56,0,NA,26,14.727272727272727,0.9821428571428571,NA
276,630,42,42,0,NA,17,15,1,NA
277,330,22,22,0,NA,10,15,1,NA
278,731,49,50,0,2,28,14.918367346938776,0.98,NA
279,337,67,69,0,2.3846153846153846,27,5.029850746268656,0.9710144927536232,NA
280,1023,71,72,0,NA,23,14.408450704225352,0.9861111111111112,NA
281,268,55,57,0,3.0555555555555554,18,4.872727272727273,0.9649122807017544,NA
282,791,54,54,0,NA,24,14.648148148148149,1,NA
283,748,51,56,0,2.6666666666666665,22,14.666666666666666,0.9107142857142857,NA
284,267,26,27,0,1.8571428571428572,15,10.26923076923077,0.9629629629629629,NA
285,842,56,56,0,2.8947368421052633,20,15.035714285714286,1,NA
287,482,31,31,0,1.6666666666666667,12,15.548387096774194,1,NA
288,632,46,46,0,2.15,22,13.73913043478261,1,NA
289,448,36,38,0,2.4210526315789473,19,12.444444444444445,0.9473684210526315,NA
290,908,89,96,0,NA,35,10.202247191011235,0.9270833333333334,NA
291,440,33,38,0,NA,15,13.333333333333334,0.868421052631579,NA
292,1005,67,70,0,NA,22,15,0.9571428571428572,NA
293,322,47,48,0,2.3333333333333335,20,6.851063829787234,0.9791666666666666,NA
294,250,21,22,0,1.8888888888888888,9,11.904761904761905,0.9545454545454546,NA
295,628,43,43,0,2.238095238095238,21,14.604651162790697,1,NA
296,270,18,18,0,NA,10,15,1,NA
297,572,38,39,0,NA,17,15.052631578947368,0.9743589743589743,NA
298,255,17,17,0,NA,8,15,1,NA
299,780,52,53,0,NA,23,15,0.9811320754716981,NA
300,420,28,29,0,2,13,15,0.9655172413793104,NA
301,840,56,57,0,NA,22,15,0.9824561403508771,NA
302,480,32,32,0,NA,15,15,1,NA
303,825,55,57,0,1.875,27,15,0.9649122807017544,NA
304,255,17,18,0,NA,6,15,0.9444444444444444,NA
305,600,40,41,0,NA,18,15,0.975609756097561,NA
306,435,29,29,0,NA,14,15,1,NA
307,135,9,9,0,2.25,4,15,1,NA
308,932,76,77,0,NA,29,12.263157894736842,0.987012987012987,NA
309,1488,102,103,0,NA,35,14.588235294117647,0.9902912621359223,NA
310,989,93,99,0,NA,36,10.634408602150538,0.9393939393939394,NA
311,1116,81,83,0,NA,30,13.777777777777779,0.9759036144578314,NA
312,274,38,39,0,NA,17,7.2105263157894735,0.9743589743589743,NA
313,1220,95,97,0,NA,31,12.842105263157896,0.979381443298969,NA
314,1024,85,88,0,NA,29,12.047058823529412,0.9659090909090909,NA
315,122,30,31,0,NA,17,4.066666666666666,0.967741935483871,NA
316,337,45,46,0,2.526315789473684,19,7.488888888888889,0.9782608695652174,NA
317,622,50,52,0,2.888888888888889,18,12.44,0.9615384615384616,NA
318,35,27,27,0,NA,15,1.2962962962962963,1,NA
319,179,59,62,48,2,24,3.0338983050847457,0.9516129032258065,1.2291666666666667
320,383,50,56,0,2.652173913043478,23,7.66,0.8928571428571429,NA
321,444,37,38,0,NA,17,12,0.9736842105263158,NA
322,1120,82,88,0,NA,32,13.658536585365853,0.9318181818181818,NA
323,855,57,57,0,NA,26,15,1,NA
324,941,70,74,0,NA,25,13.442857142857143,0.9459459459459459,NA
325,983,71,73,0,NA,33,13.845070422535212,0.9726027397260274,NA
326,546,38,42,0,NA,18,14.368421052631579,0.9047619047619048,NA
327,907,63,65,0,NA,23,14.396825396825397,0.9692307692307692,NA
328,1351,109,115,0,NA,39,12.394495412844037,0.9478260869565217,NA
329,714,65,71,0,NA,27,10.984615384615385,0.9154929577464789,NA
330,850,57,58,0,NA,32,14.912280701754385,0.9827586206896551,NA
331,745,52,52,0,NA,17,14.326923076923077,1,NA
332,364,67,78,0,NA,28,5.432835820895522,0.8589743589743589,NA
333,923,66,67,0,NA,22,13.984848484848484,0.9850746268656716,NA
334,227,30,31,0,NA,18,7.566666666666666,0.967741935483871,NA
335,634,48,48,0,NA,28,13.208333333333334,1,NA
336,887,81,82,0,NA,32,10.950617283950617,0.9878048780487805,NA
337,702,48,49,0,NA,22,14.625,0.9795918367346939,NA
339,540,40,42,0,2.05,20,13.5,0.9523809523809523,NA
340,540,36,37,0,NA,18,15,0.972972972972973,NA
345,360,26,26,0,NA,13,13.846153846153847,1,NA
346,376,47,47,0,NA,16,8,1,NA
347,816,75,78,0,NA,34,10.88,0.9615384615384616,NA
348,940,76,79,0,NA,31,12.368421052631579,0.9620253164556962,NA
349,1452,121,133,0,NA,44,12,0.9097744360902256,NA
350,1036,84,96,0,NA,26,12.333333333333334,0.875,NA
351,825,55,55,0,NA,23,15,1,NA
352,615,41,43,0,NA,18,15,0.9534883720930233,NA
353,1321,88,90,0,NA,22,15.011363636363637,0.9777777777777777,NA
354,526,35,36,0,NA,22,15.028571428571428,0.9722222222222222,NA
355,799,55,56,0,NA,24,14.527272727272727,0.9821428571428571,NA
356,864,58,58,0,NA,32,14.89655172413793,1,NA
357,1409,93,93,0,3,48,15.150537634408602,1,NA
358,630,42,43,0,NA,22,15,0.9767441860465116,NA
359,840,56,58,0,NA,24,15,0.9655172413793104,NA
360,645,43,43,0,NA,22,15,1,NA
361,660,44,44,0,NA,25,15,1,NA
362,585,39,39,0,NA,20,15,1,NA
363,1117,91,93,0,NA,30,12.274725274725276,0.978494623655914,NA
364,944,63,63,0,NA,31,14.984126984126984,1,NA
365,900,60,60,0,NA,36,15,1,NA
366,330,22,24,0,NA,12,15,0.9166666666666666,NA
367,390,26,26,0,NA,12,15,1,NA
368,885,59,63,0,NA,28,15,0.9365079365079365,NA
369,555,37,37,0,NA,23,15,1,NA
370,600,40,40,0,NA,25,15,1,NA
371,435,29,30,0,NA,16,15,0.9666666666666667,NA
372,1065,74,76,0,NA,29,14.391891891891891,0.9736842105263158,NA
373,1185,79,79,0,NA,27,15,1,NA
374,420,28,28,0,NA,15,15,1,NA
375,562,39,45,0,NA,25,14.41025641025641,0.8666666666666667,NA
376,835,58,60,0,NA,29,14.39655172413793,0.9666666666666667,NA
377,643,44,44,0,NA,23,14.613636363636363,1,NA
378,480,32,34,0,NA,18,15,0.9411764705882353,NA
379,975,65,66,0,NA,30,15,0.9848484848484849,NA
380,1811,121,123,0,NA,51,14.96694214876033,0.983739837398374,NA
381,2963,201,203,0,NA,75,14.74129353233831,0.9901477832512315,NA
382,1755,117,117,0,NA,45,15,1,NA
383,1696,113,115,0,NA,54,15.008849557522124,0.9826086956521739,NA
384,1514,101,103,0,NA,49,14.990099009900991,0.9805825242718447,NA
385,1311,88,91,0,NA,44,14.897727272727273,0.967032967032967,NA
386,905,75,76,0,NA,30,12.066666666666666,0.9868421052631579,NA
387,1217,118,111,0,NA,39,10.313559322033898,1.063063063063063,NA
388,1823,120,123,0,NA,49,15.191666666666666,0.975609756097561,NA
389,1914,128,131,0,NA,55,14.953125,0.9770992366412213,NA
391,1074,82,91,0,2.4193548387096775,31,13.097560975609756,0.9010989010989011,NA
392,747,52,54,0,2.2,22,14.365384615384615,0.9629629629629629,NA
393,812,68,72,0,2.5357142857142856,29,11.941176470588236,0.9444444444444444,NA
394,1250,94,95,0,2.6,38,13.297872340425531,0.9894736842105263,NA
395,1088,75,78,0,3.260869565217391,23,14.506666666666666,0.9615384615384616,NA
396,1126,75,80,0,2.6785714285714284,28,15.013333333333334,0.9375,NA
397,885,59,60,46,2.3333333333333335,18,15,0.9833333333333333,1.2826086956521738
398,745,58,63,0,2.6153846153846154,26,12.844827586206897,0.9206349206349206,NA
399,1233,88,95,0,2.3636363636363638,33,14.011363636363637,0.9263157894736842,NA
400,819,70,73,0,2.3870967741935485,31,11.7,0.958904109589041,NA
401,506,59,62,0,2.6956521739130435,23,8.576271186440678,0.9516129032258065,NA
402,897,83,85,0,2.6774193548387095,31,10.80722891566265,0.9764705882352941,NA
403,1251,89,91,0,2.727272727272727,33,14.0561797752809,0.978021978021978,NA
404,126,33,35,0,2.5714285714285716,14,3.8181818181818183,0.9428571428571428,NA
406,1111,76,78,0,NA,28,14.618421052631579,0.9743589743589743,NA
407,1349,94,99,0,NA,30,14.351063829787234,0.9494949494949495,NA
408,1230,82,83,0,2.6774193548387095,31,15,0.9879518072289156,NA
409,894,62,67,0,2.1379310344827585,29,14.419354838709678,0.9253731343283582,NA
410,1455,107,110,0,NA,33,13.598130841121495,0.9727272727272728,NA
411,1173,78,82,0,3.269230769230769,26,15.038461538461538,0.9512195121951219,NA
412,773,58,60,0,NA,28,13.327586206896552,0.9666666666666667,NA
413,782,52,54,0,NA,20,15.038461538461538,0.9629629629629629,NA
414,485,67,70,0,NA,28,7.2388059701492535,0.9571428571428572,NA
415,935,62,64,0,NA,27,15.080645161290322,0.96875,NA
416,988,66,66,0,NA,34,14.969696969696969,1,NA
417,1125,76,78,0,2.4285714285714284,28,14.802631578947368,0.9743589743589743,NA
418,1128,80,88,0,2.7666666666666666,27,14.1,0.9090909090909091,NA
419,323,40,43,0,NA,19,8.075,0.9302325581395349,NA
420,218,51,53,0,NA,21,4.2745098039215685,0.9622641509433962,NA
421,526,42,45,0,NA,20,12.523809523809524,0.9333333333333333,NA
422,659,136,156,0,NA,52,4.845588235294118,0.8717948717948718,NA
423,872,88,97,0,NA,42,9.909090909090908,0.9072164948453608,NA
424,30,41,42,23,NA,14,0.7317073170731707,0.9761904761904762,1.7826086956521738
425,412,87,95,0,NA,26,4.735632183908046,0.9157894736842105,NA
434,1334,90,93,0,NA,48,14.822222222222223,0.967741935483871,NA
435,915,61,62,0,NA,28,15,0.9838709677419355,NA
436,290,42,45,0,NA,20,6.904761904761905,0.9333333333333333,NA
437,1050,128,130,0,NA,46,8.203125,0.9846153846153847,NA
438,373,61,73,0,NA,21,6.114754098360656,0.8356164383561644,NA
439,673,80,91,0,NA,29,8.4125,0.8791208791208791,NA
440,882,95,100,0,NA,50,9.284210526315789,0.95,NA
441,2270,178,185,0,NA,57,12.752808988764045,0.9621621621621622,NA
442,570,59,65,0,NA,27,9.6610169491525415,0.9076923076923077,NA
443,1282,86,88,0,NA,35,14.906976744186046,0.9772727272727273,NA
444,17,18,18,6,NA,7,0.9444444444444444,1,3
445,116,22,24,14,NA,10,5.2727272727272725,0.9166666666666666,1.5714285714285714
446,544,39,39,0,NA,23,13.948717948717949,1,NA
447,546,72,74,0,NA,26,7.583333333333333,0.972972972972973,NA
448,339,53,53,0,NA,23,6.39622641509434,1,NA
449,662,57,63,0,NA,32,11.614035087719298,0.9047619047619048,NA
450,22,32,34,0,NA,18,0.6875,0.9411764705882353,NA
451,394,29,29,0,NA,16,13.586206896551724,1,NA
452,1111,91,95,0,NA,33,12.208791208791208,0.9578947368421052,NA
453,393,42,48,0,NA,21,9.357142857142858,0.875,NA
454,484,33,35,0,NA,18,14.666666666666666,0.9428571428571428,NA
455,618,44,46,0,NA,23,14.045454545454545,0.9565217391304348,NA
456,324,82,82,0,NA,31,3.951219512195122,1,NA
457,854,71,73,0,NA,25,12.028169014084508,0.9726027397260274,NA
458,735,49,49,0,NA,23,15,1,NA
459,720,48,49,0,NA,23,15,0.9795918367346939,NA
460,765,51,51,0,NA,20,15,1,NA
461,808,55,58,0,NA,22,14.690909090909091,0.9482758620689655,NA
462,810,55,56,43,NA,24,14.727272727272727,0.9821428571428571,1.2790697674418605
463,730,50,52,41,NA,18,14.6,0.9615384615384616,1.2195121951219512
464,945,63,65,0,NA,25,15,0.9692307692307692,NA
465,1381,95,95,41,3,39,14.536842105263158,1,2.317073170731707
466,888,59,64,47,NA,20,15.05084745762712,0.921875,1.2553191489361701
467,555,37,39,30,NA,15,15,0.9487179487179487,1.2333333333333334
468,660,44,45,0,2.2777777777777777,18,15,0.9777777777777777,NA
469,4,8,8,0,NA,4,0.5,1,NA
470,473,37,41,20,NA,15,12.783783783783784,0.9024390243902439,1.85
471,400,27,28,0,NA,13,14.814814814814815,0.9642857142857143,NA
472,612,44,45,0,NA,22,13.909090909090908,0.9777777777777777,NA
473,510,33,36,23,NA,16,15.454545454545455,0.9166666666666666,1.434782608695652
