EventID,effort,harvest,n_census,people,beach,date,season,CF,TideHeight,CPUE,diggers_people,sum_people,n_interviews,wastage_rate,wastage,pct_interviewed
603.0,671.5469557592845,9687.890509314268,6,405.6363636363636,Mocrocks,2012-11-16,2012-13,0.5339999794960022,-1.6,14.426229508196721,0.8840579710144928,69.0,22.0,,,0.1027478412466112
604.0,1410.8855629408752,17308.542531078234,6,697.1538461538462,Copalis,2012-11-16,2012-13,0.4690000116825104,-1.6,12.267857142857142,0.9491525423728814,59.0,26.0,,,0.04181770765094466
605.0,439.1464693437518,4616.3933728574875,4,244.04761904761904,Twin Harbors,2012-11-16,2012-13,0.4650000035762787,-1.6,10.512195121951219,0.8367346938775511,49.0,21.0,,,0.11158008414191335
606.0,1360.6276576891942,13759.895828566529,6,679.304347826087,Copalis,2012-11-17,2012-13,0.4690000116825104,-1.1,10.112903225806452,0.9393939393939394,66.0,23.0,,,0.04850702514168374
607.0,606.3009706253683,8935.721448026263,6,323.7647058823529,Mocrocks,2012-11-17,2012-13,0.5339999794960022,-1.1,14.738095238095237,1.0,42.0,17.0,,,0.06927252640991018
608.0,3542.54182428583,44711.17181257722,7,963.5714285714286,LongBeach,2012-11-17,2012-13,0.2720000147819519,-1.1,12.621212121212121,1.0,66.0,21.0,,,0.018630690412047707
609.0,1202.1505283887627,17707.352377618263,4,559.0,Twin Harbors,2012-11-27,2012-13,0.4650000035762787,-0.3,14.72972972972973,1.0,37.0,21.0,,,0.030778175549771577
610.0,582.0238369624476,7065.498671962736,4,292.0,Twin Harbors,2012-11-28,2012-13,0.45899999141693115,-0.4,12.13953488372093,0.9148936170212766,47.0,24.0,,,0.08075270635871304
611.0,190.63181184358598,63.543937281195326,4,87.5,Twin Harbors,2012-11-29,2012-13,0.45899999141693115,-0.4,0.3333333333333333,1.0,9.0,4.0,,,0.04721142768859864
612.0,305.42716765572186,2054.6918551384924,7,226.57142857142858,LongBeach,2012-11-29,2012-13,0.6800000071525574,-0.4,6.7272727272727275,0.9166666666666666,12.0,7.0,,,0.03928923576807164
613.0,444.80594901727864,3311.333176017519,6,212.66666666666666,Copalis,2012-11-30,2012-13,0.3310000002384186,-0.3,7.444444444444445,0.6923076923076923,13.0,6.0,,,0.029226227816244902
614.0,298.46939177906734,459.1836796601036,6,108.00000000000001,Mocrocks,2012-11-30,2012-13,0.335999995470047,-0.3,1.5384615384615385,0.9285714285714286,14.0,7.0,,,0.0469059822735963
615.0,109.80392362190553,15.68627480312936,4,72.0,Twin Harbors,2012-11-30,2012-13,0.5099999904632568,-0.3,0.14285714285714285,0.7777777777777778,9.0,4.0,,,0.08196428418159485
616.0,355.98085048267995,355.98085048267995,6,148.79999999999998,Mocrocks,2012-12-01,2012-13,0.4180000126361847,-0.1,1.0,1.0,12.0,5.0,,,0.033709678438401995
617.0,703.8123403006076,1533.305455654895,6,338.18181818181824,Copalis,2012-12-01,2012-13,0.4339999854564667,-0.1,2.1785714285714284,0.9032258064516129,31.0,11.0,,,0.04404583185733783
618.0,357.47662462806284,39.71962495867365,7,255.0,LongBeach,2012-11-30,2012-13,0.6420000195503235,-0.3,0.1111111111111111,0.9,10.0,4.0,,,0.027973857061016277
619.0,587.5632642718764,1468.908160679691,7,327.27272727272725,LongBeach,2012-12-01,2012-13,0.5569999814033508,-0.1,2.5,1.0,24.0,11.0,,,0.040846665302912394
620.0,1130.5190408207318,16542.784951756526,4,539.0,Twin Harbors,2012-12-11,2012-13,0.4650000035762787,-1.1,14.632911392405063,0.9753086419753086,81.0,35.0,,,0.07164850575289364
621.0,1520.4300958333727,22806.45143750059,4,707.0,Twin Harbors,2012-12-12,2012-13,0.4650000035762787,-1.6,15.0,1.0,55.0,31.0,,,0.036173974818522386
623.0,1417.4162840355325,14828.354971448647,4,606.0,Twin Harbors,2012-12-13,2012-13,0.3970000147819519,-1.9,10.461538461538462,0.9285714285714286,42.0,24.0,,,0.0296313796257664
624.0,1731.5110325018472,25998.900503171677,7,964.4516129032257,LongBeach,2012-12-14,2012-13,0.5569999814033508,-1.8,15.015151515151516,1.0,66.0,31.0,,,0.03811699651987611
625.0,1553.6249630363739,22999.7420998522,6,752.3809523809524,Copalis,2012-12-14,2012-13,0.4659999907016754,-1.8,14.803921568627452,0.9622641509433962,53.0,21.0,,,0.03411376700360031
626.0,904.4129046164804,13566.193569247207,6,527.2727272727273,Mocrocks,2012-12-14,2012-13,0.5830000042915344,-1.8,15.0,1.0,31.0,11.0,,,0.03427637956265746
627.0,377.91495087665635,3679.6982059042857,4,207.83333333333331,Twin Harbors,2012-12-15,2012-13,0.4860000014305115,-1.6,9.736842105263158,0.8837209302325582,43.0,12.0,,,0.1137822144909909
628.0,746.3942153693439,9722.26311301607,6,310.5,Mocrocks,2012-12-15,2012-13,0.41600000858306885,-1.6,13.025641025641026,1.0,39.0,14.0,,,0.05225120880753522
629.0,1843.5277145061339,23044.096431326674,6,720.0,Copalis,2012-12-15,2012-13,0.3700000047683716,-1.6,12.5,0.9473684210526315,19.0,7.0,,,0.010306327293316524
630.0,1465.3501386904893,18472.292657431623,7,816.2,LongBeach,2012-12-15,2012-13,0.5569999814033508,-1.6,12.606060606060606,1.0,33.0,15.0,,,0.022520214881537094
631.0,2141.8787007551973,6230.919856742392,4,995.0,Twin Harbors,2012-12-28,2012-13,0.43799999356269836,-0.3,2.909090909090909,0.9428571428571428,70.0,26.0,,,0.03268158928669441
632.0,1820.9219396129765,16816.749677602194,4,927.5454545454545,Twin Harbors,2012-12-29,2012-13,0.5019999742507935,-0.3,9.235294117647058,0.9855072463768116,69.0,22.0,,,0.0378928928796725
633.0,5157.3425509344215,75961.5368942714,6,2400.0,Mocrocks,2012-12-29,2012-13,0.41600000858306885,-0.3,14.728813559322035,0.8939393939393939,66.0,20.0,,,0.012797288399631694
634.0,5810.285970045861,76607.35740940901,7,3544.148148148148,LongBeach,2012-12-29,2012-13,0.597000002861023,-0.3,13.184782608695652,0.9787234042553191,94.0,27.0,,,0.016178205424759506
635.0,3201.485887882324,42588.18727169775,6,1643.962962962963,Copalis,2012-12-30,2012-13,0.49399998784065247,-0.2,13.302631578947368,0.9620253164556962,79.0,28.0,,,0.02467604192759877
636.0,1891.035218134311,27843.863384253473,6,950.2777777777777,Mocrocks,2012-12-30,2012-13,0.49399998784065247,-0.2,14.724137931034482,0.9830508474576272,59.0,18.0,,,0.03119984198824663
637.0,3820.01730028171,47300.80245348824,7,2346.782608695652,LongBeach,2012-12-30,2012-13,0.5569999814033508,-0.2,12.382352941176471,0.9066666666666666,75.0,23.0,,,0.01963341893620981
638.0,827.601649622662,9325.657612821215,6,354.375,Mocrocks,2012-12-31,2012-13,0.4180000126361847,0.0,11.268292682926829,0.9761904761904762,42.0,16.0,,,0.050749053024664155
639.0,2036.0902841774835,19003.509318989847,6,888.9230769230769,Copalis,2012-12-31,2012-13,0.40299999713897705,0.0,9.333333333333334,0.9230769230769231,39.0,13.0,,,0.019154356907977083
640.0,370.51794729191863,4861.195468469972,4,186.0,Twin Harbors,2013-01-08,2012-13,0.5019999742507935,-0.2,13.12,1.0,25.0,13.0,,,0.06747311481865503
641.0,844.569320818441,11674.928846607861,4,451.0,Twin Harbors,2013-01-09,2012-13,0.5339999794960022,-0.9,13.823529411764707,1.0,51.0,25.0,,,0.06038580699400468
642.0,1416.517102948782,21247.75654423173,7,789.0,LongBeach,2013-01-10,2012-13,0.5569999814033508,-1.3,15.0,1.0,73.0,32.0,,,0.05153485252527835
643.0,1606.6288087131854,24099.43213069778,6,743.0,Copalis,2013-01-10,2012-13,0.45500001311302185,-1.3,15.0,0.9838709677419355,62.0,30.0,,,0.038590120918881275
644.0,1061.1441088307793,15917.161632461688,4,562.0,Twin Harbors,2013-01-10,2012-13,0.5080000162124634,-1.3,15.0,0.9591836734693877,49.0,24.0,,,0.046176574503146994
645.0,992.8894406010784,14691.66094139408,6,480.0,Mocrocks,2013-01-11,2012-13,0.47600001096725464,-1.6,14.796875,0.9846153846153847,65.0,35.0,,,0.06546549630002119
646.0,1102.6291600220866,16539.4374003313,6,597.625,Mocrocks,2013-01-12,2012-13,0.5419999957084656,-1.5,15.0,1.0,53.0,16.0,,,0.04806693122367484
647.0,1809.3553406275082,26298.044002568786,6,935.0,Copalis,2013-01-11,2012-13,0.5080000162124634,-1.6,14.53448275862069,0.9830508474576272,59.0,30.0,,,0.03260829903071335
648.0,2638.0289450986465,38057.96424795647,6,1227.0,Copalis,2013-01-12,2012-13,0.45899999141693115,-1.5,14.426666666666666,0.9868421052631579,76.0,29.0,,,0.028809388214335173
649.0,753.3482311243594,10697.544881965903,4,379.6875,Twin Harbors,2013-01-13,2012-13,0.47999998927116394,-1.2,14.2,0.9523809523809523,42.0,17.0,,,0.055751109864976674
650.0,1426.7912338096103,21401.868507144154,7,916.0,LongBeach,2013-01-11,2012-13,0.6420000195503235,-1.6,15.0,1.0,102.0,46.0,,,0.0714890851464334
651.0,86.36810747984296,1195.8661035670564,4,43.875,Twin Harbors,2013-01-14,2012-13,0.5080000162124634,-0.6,13.846153846153847,1.0,13.0,8.0,,,0.15051852332221136
652.0,2756.2601176397193,41246.621995737914,7,1980.0,LongBeach,2013-01-12,2012-13,0.6710000038146973,-1.5,14.964705882352941,0.9340659340659341,91.0,36.0,,,0.033015751821684536
653.0,1653.9844435829243,21453.151165296164,6,1028.0,Mocrocks,2013-01-26,2012-13,0.5870000123977661,-0.2,12.970588235294118,0.9444444444444444,36.0,15.0,,,0.02176562188336876
654.0,823.705083421085,9862.784551489307,4,421.0,Twin Harbors,2013-01-27,2012-13,0.49799999594688416,-0.2,11.973684210526315,0.9743589743589743,39.0,18.0,,,0.04734704299507506
655.0,3904.8298845610148,50132.9772275898,6,2209.0,Copalis,2013-01-26,2012-13,0.49399998784065247,-0.2,12.838709677419354,0.8732394366197183,71.0,24.0,,,0.018182610279828336
656.0,1649.6062465665732,24546.14094891061,4,838.0,Twin Harbors,2013-01-25,2012-13,0.5080000162124634,0.0,14.88,1.0,75.0,39.0,,,0.04546539524574553
657.0,2026.2724875640151,19140.481651758542,7,1234.0,LongBeach,2013-01-25,2012-13,0.609000027179718,0.0,9.446153846153846,1.0,65.0,34.0,,,0.03207860759050379
658.0,3502.9285800756875,33917.244981685224,7,2658.0,LongBeach,2013-01-26,2012-13,0.703000009059906,-0.2,9.682539682539682,0.9264705882352942,68.0,32.0,,,0.019412328411940027
659.0,553.461348960207,4644.262623883476,7,406.0,LongBeach,2013-01-27,2012-13,0.703000009059906,-0.2,8.391304347826088,0.9583333333333334,24.0,9.0,,,0.04336346168542577
661.0,4938.491920810436,42208.6731356767,7,2908.0,LongBeach,2008-03-09,2007-08,0.5709999799728394,0.3,8.546875,0.9696969696969697,66.0,27.0,0.01,422.08673135676696,0.013364403760970214
662.0,5384.238367479871,68841.33341277836,7,3660.0,LongBeach,2008-04-06,2007-08,0.5709999799728394,-0.7,12.785714285714286,0.84,50.0,19.0,,,0.009286364493443264
663.0,4740.2219992992195,46176.3005104148,7,2800.0,LongBeach,2008-04-07,2007-08,0.5709999799728394,-1.2,9.741379310344827,0.9666666666666667,60.0,29.0,,,0.012657635024028458
664.0,3758.66913358226,43416.46386954203,7,2190.0,LongBeach,2008-04-08,2007-08,0.5709999799728394,-1.5,11.551020408163266,0.98,100.0,52.0,0.01,434.1646386954203,0.026605161679845276
665.0,4574.880038315705,13403.595901731978,7,2681.0,LongBeach,2008-04-19,2007-08,0.5709999799728394,-0.1,2.9298245614035086,0.9743589743589743,117.0,37.0,,,0.02557444108262889
666.0,4695.201213706696,27669.046724624488,7,2853.0,LongBeach,2008-04-20,2007-08,0.5709999799728394,-0.4,5.893048128342246,0.9396984924623115,199.0,70.0,,,0.04238370006786067
667.0,3618.903698546944,51261.584348489705,7,2109.0,LongBeach,2008-05-05,2007-08,0.5709999799728394,-1.9,14.164948453608247,0.9797979797979798,99.0,36.0,,,0.02735635105177027
668.0,3873.9055649445345,57404.23700781446,7,2212.0,LongBeach,2008-05-07,2007-08,0.5709999799728394,-2.4,14.818181818181818,1.0,33.0,15.0,0.045871559633027525,2633.2218810924064,0.008518534963428435
669.0,1354.3306654389048,20314.95998158357,4,688.0,Twin Harbors,2013-02-07,2012-13,0.5080000162124634,-0.5,15.0,1.0,58.0,30.0,,,0.042825582762097206
670.0,1620.5505863238282,23472.662398784196,7,883.2,LongBeach,2008-10-17,2008-09,0.5449999570846558,-1.5,14.484375,1.0,64.0,21.0,,,0.03949275051338085
671.0,2919.2662849198487,35701.837673681934,7,1591.0,LongBeach,2008-10-18,2008-09,0.5449999570846558,-1.2,12.22972972972973,1.0,74.0,24.0,,,0.025348835213239804
672.0,2048.297461218104,30805.315765424908,6,1154.0,Mocrocks,2013-02-08,2012-13,0.5419999957084656,-0.9,15.039473684210526,0.9620253164556962,79.0,35.0,,,0.03856861686144912
673.0,3112.382917000534,46618.083256812344,6,1466.0,Copalis,2013-02-08,2012-13,0.460999995470047,-0.9,14.978260869565217,0.9787234042553191,47.0,17.0,,,0.015100969660023339
674.0,1603.6104731161167,24054.157096741754,4,835.0,Twin Harbors,2013-02-08,2012-13,0.5080000162124634,-0.9,15.0,0.975609756097561,82.0,38.0,,,0.051134612410368326
675.0,4171.6306167367875,62574.45925105182,4,2025.0,Twin Harbors,2013-02-09,2012-13,0.4740000069141388,-1.0,15.0,0.9764705882352941,85.0,36.0,0.043333333333333335,2711.5599008789122,0.020375725419929516
676.0,8682.824526043358,128897.14155562957,6,4473.0,Copalis,2013-02-09,2012-13,0.5080000162124634,-1.0,14.845070422535212,0.9861111111111112,144.0,52.0,,,0.0165844650629625
677.0,4403.8001255016,66057.001882524,6,2567.0,Mocrocks,2013-02-09,2012-13,0.5419999957084656,-1.0,15.0,0.9298245614035088,57.0,15.0,,,0.0129433667231906
678.0,3552.139791464764,52340.565842908516,4,1704.0,Twin Harbors,2013-02-10,2012-13,0.4740000069141388,-0.9,14.734939759036145,0.9880952380952381,84.0,38.0,0.0,0.0,0.02364771797603204
679.0,3484.2950610129074,52070.85396735956,8,1590.0,LongBeach,2013-02-08,2012-13,0.4440000057220459,-0.9,14.944444444444445,0.972972972972973,148.0,58.0,,,0.04247631081994974
680.0,23642.02125002432,191685.79974284425,7,7762.0,LongBeach,2003-09-26,2003-04,0.32199999690055847,-0.3,8.107843137254902,0.9807692307692307,104.0,41.0,,,0.004398947065488024
681.0,8290.261836675365,65417.70249303833,7,2718.0,LongBeach,2003-09-27,2003-04,0.32199999690055847,-0.8,7.890909090909091,0.9821428571428571,56.0,20.0,,,0.006754913307111856
683.0,10380.416169954475,155706.24254931713,7,3084.0,LongBeach,2003-10-24,2003-04,0.2930000126361847,-0.4,15.0,0.9862068965517241,145.0,63.0,,,0.013968611433874324
684.0,11085.074350743078,168291.58332491765,7,7427.0,LongBeach,2013-02-09,2012-13,0.6700000166893005,-1.0,15.181818181818182,1.0,110.0,49.0,,,0.009923253243008356
685.0,3044.8319817008537,45302.16232233298,7,2445.0,LongBeach,2013-02-10,2012-13,0.8029999732971191,-0.9,14.878378378378379,1.0,74.0,31.0,,,0.024303475674432237
686.0,21747.971226431615,326219.56839647423,7,6456.0,LongBeach,2003-10-25,2003-04,0.2930000126361847,-1.1,15.0,0.987012987012987,77.0,29.0,,,0.0035405601376930864
687.0,745.8587097647353,9576.8258333792,4,353.0,Twin Harbors,2013-02-11,2012-13,0.46399998664855957,-0.5,12.84,0.9803921568627451,51.0,22.0,,,0.06837756177183589
688.0,9549.487642767612,142580.46896330258,7,2798.0,LongBeach,2003-10-26,2003-04,0.2930000126361847,-1.6,14.930693069306932,1.0,101.0,37.0,,,0.01057648365841839
689.0,8664.337575451156,117690.58539987821,7,4325.0,LongBeach,2003-12-21,2003-04,0.4932999908924103,-0.7,13.583333333333334,0.9882352941176471,85.0,29.0,,,0.009810328748135602
690.0,3113.668491797576,45331.35010117059,7,2686.0,LongBeach,2003-12-22,2003-04,0.7153666615486145,-1.2,14.558823529411764,0.8292682926829268,41.0,15.0,,,0.013167747339836418
691.0,1832.600631277067,18067.286223649204,7,1105.0,LongBeach,2003-12-23,2003-04,0.5511000156402588,-1.4,9.858823529411765,0.9139784946236559,93.0,35.0,,,0.05074755427492785
692.0,12283.001823743994,130909.21195038386,7,5574.0,LongBeach,2004-01-18,2003-04,0.42010000348091125,0.2,10.657754010695188,0.9257425742574258,202.0,79.0,,,0.016445491330101276
693.0,6077.421992013886,87195.0123696308,7,2795.0,LongBeach,2004-01-19,2003-04,0.42010000348091125,-0.3,14.347368421052632,0.9134615384615384,104.0,35.0,,,0.017112519113641037
694.0,2551.719548109766,37675.38862209125,7,1897.0,LongBeach,2004-01-20,2003-04,0.7153666615486145,-0.7,14.764705882352942,0.9622641509433962,53.0,22.0,,,0.020770307630107995
695.0,1989.57154058249,29722.993015368716,7,1295.0,LongBeach,2004-02-19,2003-04,0.6136999726295471,-0.4,14.93939393939394,0.9428571428571428,70.0,25.0,0.11,3269.529231690559,0.03518345461430655
696.0,4362.474422050433,62316.51418943574,7,2527.0,LongBeach,2004-02-20,2003-04,0.5511000156402588,-0.3,14.284671532846716,0.9513888888888888,144.0,64.0,,,0.033008789523702856
697.0,8714.951674764156,81186.6550754345,7,7164.0,LongBeach,2004-02-21,2003-04,0.7181000113487244,0.0,9.31578947368421,0.8735632183908046,87.0,27.0,,,0.009982843651551792
698.0,157.4803099347564,2062.9920601453086,4,80.0,Twin Harbors,2013-02-12,2012-13,0.5080000162124634,0.0,13.1,1.0,10.0,6.0,,,0.06350000202655791
699.0,4613.831086938953,35537.484681541704,7,2154.0,LongBeach,2013-02-23,2012-13,0.4560000002384186,0.3,7.7023809523809526,0.9767441860465116,86.0,32.0,,,0.0186396073847291
700.0,1817.6470928126148,23871.76515227234,7,927.0,LongBeach,2013-02-24,2012-13,0.5099999904632568,0.1,13.133333333333333,1.0,30.0,18.0,,,0.016504854060299574
701.0,3168.8028384779764,38230.072954540745,4,1526.0,Twin Harbors,2013-02-23,2012-13,0.4569999873638153,0.3,12.064516129032258,0.9489795918367347,98.0,39.0,,,0.030926506000944785
702.0,961.6161523528422,11924.040289175242,4,476.0,Twin Harbors,2013-02-24,2012-13,0.4950000047683716,0.1,12.4,1.0,60.0,24.0,,,0.06239495858424852
703.0,0.0,0.0,6,2512.0,Mocrocks,2003-12-22,2003-04,,-1.2,14.868686868686869,0.99,100.0,41.0,,,
704.0,0.0,0.0,6,4927.0,Mocrocks,2003-12-21,2003-04,,-0.7,14.62962962962963,0.9759036144578314,83.0,36.0,,,
705.0,2837.8807007317914,42568.210510976875,6,1979.0,Mocrocks,2003-10-24,2003-04,0.6790000200271606,-0.4,15.0,0.9736842105263158,76.0,32.0,,,0.02678054788575229
706.0,890.68828103277,13360.32421549155,4,440.0,Twin Harbors,2013-03-07,2012-13,0.49399998784065247,0.3,15.0,1.0,72.0,33.0,0.07,935.2226950844085,0.08083636164665221
707.0,4369.393355859088,65760.74402874715,6,2398.0,Mocrocks,2013-03-09,2012-13,0.5419999957084656,-0.2,15.050314465408805,0.9875776397515528,161.0,47.0,,,0.03684722040054116
708.0,8573.842738863083,128136.55082256914,6,3875.0,Copalis,2013-03-09,2012-13,0.42399999499320984,-0.2,14.945054945054945,0.9381443298969072,97.0,33.0,0.08,10250.924065805531,0.011313480192530624
709.0,2963.4407748091994,43376.957275229164,6,1378.0,Copalis,2013-03-10,2012-13,0.45500001311302185,-0.2,14.637362637362637,0.978494623655914,93.0,36.0,,,0.03138243922083706
710.0,1791.1833184436964,25721.392452851476,6,772.0,Mocrocks,2013-03-10,2012-13,0.4309999942779541,-0.2,14.36,1.0,25.0,10.0,,,0.013957253700710949
711.0,2041.6667123014738,30625.000684522107,4,980.0,Twin Harbors,2013-03-08,2012-13,0.47999998927116394,0.0,15.0,1.0,88.0,43.0,0.06,1837.5000410713265,0.04310203985292085
712.0,1421.7820532910619,21326.73079936593,4,753.0,Twin Harbors,2013-03-10,2012-13,0.5080000162124634,-0.2,15.0,0.9591836734693877,98.0,44.0,,,0.06892758265808396
713.0,2351.6699256394004,35013.752226186625,7,1330.0,LongBeach,2013-03-08,2012-13,0.5090000033378601,0.0,14.88888888888889,0.9,150.0,62.0,,,0.06378446157116041
714.0,11634.577526847559,174518.6629027134,7,5922.0,LongBeach,2013-03-09,2012-13,0.5090000033378601,-0.2,15.0,1.0,126.0,44.0,0.11,19197.052919298476,0.010829787305060854
715.0,4614.03508530686,68608.69561630201,7,2104.0,LongBeach,2013-03-10,2012-13,0.4560000002384186,-0.2,14.869565217391305,1.0,69.0,30.0,,,0.014954372631393004
716.0,7696.359850794048,114458.68496052687,6,5020.0,Mocrocks,2003-10-25,2003-04,0.6439999938011169,-1.1,14.871794871794872,0.9873417721518988,79.0,29.0,,,0.01026459281160683
717.0,0.0,0.0,6,766.0,Mocrocks,2003-10-26,2003-04,,-1.6,14.679738562091503,0.9622641509433962,159.0,48.0,,,
718.0,656.5277924523175,9870.55577617967,4,326.0,Twin Harbors,2013-03-11,2012-13,0.47999998927116394,0.0,15.03448275862069,0.9666666666666667,30.0,14.0,0.01,98.7055577617967,0.04569494291771182
719.0,1679.2611038183832,25188.916557275745,4,877.0,Twin Harbors,2013-03-28,2012-13,0.5149999856948853,-0.3,15.0,0.9861111111111112,72.0,33.0,0.065,1637.2795762229234,0.04287600054350273
720.0,2127.7309901262656,31915.964851893987,6,1266.0,Mocrocks,2013-03-29,2012-13,0.5950000286102295,-0.6,15.0,1.0,88.0,38.0,0.035,1117.0587698162897,0.04135861178333349
721.0,3343.2290078718097,50088.734600079435,6,1834.0,Copalis,2013-03-29,2012-13,0.5120000243186951,-0.6,14.982142857142858,0.9333333333333333,60.0,20.0,0.03,1502.662038002383,0.017946721525425518
722.0,1335.2601315551472,20028.901973327207,4,693.0,Twin Harbors,2013-03-29,2012-13,0.5189999938011169,-0.6,15.0,1.0,65.0,28.0,0.07,1402.0231381329047,0.048679653098228866
723.0,10630.179313232218,159452.68969848327,6,4654.0,Copalis,2013-03-30,2012-13,0.4269999861717224,-0.7,15.0,0.9753086419753086,81.0,30.0,0.0325,5182.212415200706,0.007619815020351815
724.0,4375.007370299365,65804.90537792744,6,2480.0,Mocrocks,2013-03-30,2012-13,0.5630000233650208,-0.7,15.04109589041096,0.9931972789115646,147.0,49.0,0.06,3948.294322675646,0.033599943396196236
725.0,7296.160998359292,109442.41497538939,7,3991.0,LongBeach,2013-03-29,2012-13,0.546999990940094,-0.6,15.0,1.0,106.0,37.0,0.05,5472.12074876947,0.014528188183324972
726.0,3488.4616664175496,52326.924996263246,4,1814.0,Twin Harbors,2013-03-30,2012-13,0.5199999809265137,-0.7,15.0,1.0,63.0,20.0,0.08,4186.15399970106,0.01805953627253052
727.0,5250.137093569746,78752.05640354619,4,2670.0,Twin Harbors,2013-03-31,2012-13,0.4970000088214874,-0.6,15.0,0.9772727272727273,44.0,18.0,0.13,10237.767332461004,0.008380733534347179
728.0,13303.46241223034,199551.93618345508,7,6532.0,LongBeach,2013-03-30,2012-13,0.4909999966621399,-0.7,15.0,1.0,172.0,65.0,0.04,7982.0774473382035,0.012928965007025115
729.0,517.6470443039209,7764.705664558813,4,220.0,Twin Harbors,2013-04-09,2012-13,0.42500001192092896,0.0,15.0,1.0,32.0,11.0,0.0,0.0,0.061818183552135114
730.0,566.2109501558009,7752.734548287121,4,223.0,Twin Harbors,2013-04-10,2012-13,0.3199999928474426,-0.3,13.692307692307692,0.8125,16.0,10.0,,,0.028258019375282967
731.0,753.7878828723569,11306.818243085354,4,398.0,Twin Harbors,2013-04-11,2012-13,0.527999997138977,-0.4,15.0,1.0,43.0,18.0,0.01,113.06818243085354,0.057045225821547765
732.0,731.9512946465269,10979.269419697903,4,302.0,Twin Harbors,2013-04-12,2012-13,0.40400001406669617,-0.4,15.0,0.9791666666666666,48.0,19.0,,,0.06557813388823926
733.0,3605.9021879532015,48657.42088188703,6,1507.0,Copalis,2013-04-13,2012-13,0.40299999713897705,-0.2,13.493827160493828,0.9642857142857143,84.0,34.0,,,0.023295141027571926
734.0,1702.4989175330766,25051.05550084384,6,883.0,Copalis,2013-04-12,2012-13,0.5120000243186951,-0.4,14.714285714285714,0.9871794871794872,78.0,28.0,0.035,876.7869425295345,0.04581500710321867
735.0,2765.0486204938597,41475.7293074079,6,1488.0,Copalis,2013-04-14,2012-13,0.5149999856948853,0.1,15.0,0.956989247311828,93.0,36.0,0.03,1244.271879222237,0.03363412827923057
737.0,783.242223277035,11748.633349155525,6,430.0,Mocrocks,2013-04-12,2012-13,0.5490000247955322,-0.4,15.0,1.0,57.0,25.0,0.03666666666666667,430.78322280236927,0.07277442189150078
738.0,1215.384659964659,17324.054359496255,6,711.0,Mocrocks,2013-04-13,2012-13,0.5849999785423279,-0.2,14.253968253968255,1.0,63.0,22.0,,,0.05183544113666196
739.0,1316.0136148525478,19706.887422412205,6,806.0,Mocrocks,2013-04-14,2012-13,0.5759999752044678,0.1,14.974683544303797,0.9404761904761905,84.0,33.0,,,0.06382912688134441
740.0,1291.4871061276147,19427.263490047306,4,663.0,Twin Harbors,2013-04-14,2012-13,0.46399998664855957,0.1,15.042553191489361,0.9038461538461539,52.0,20.0,0.05,971.3631745023654,0.040263661753400244
741.0,2255.7725529197646,33836.58829379647,7,1270.0,LongBeach,2013-04-12,2012-13,0.5630000233650208,-0.4,15.0,1.0,69.0,35.0,,,0.030588190245816087
742.0,3620.5308876824065,52116.58935690201,7,2092.0,LongBeach,2013-04-13,2012-13,0.5630000233650208,,14.394736842105264,0.9743589743589743,78.0,40.0,,,0.021543801840047214
743.0,4682.060196453936,66830.2486988583,7,2636.0,LongBeach,2013-04-14,2012-13,0.5630000233650208,,14.273684210526316,1.0,95.0,43.0,,,0.020290213285158183
744.0,742.4242464471455,11136.363696707182,4,392.0,Twin Harbors,2013-04-24,2012-13,0.527999997138977,-0.3,15.0,1.0,44.0,23.0,,,0.05926530580131375
745.0,1216.9811977700215,18254.71796655032,4,645.0,Twin Harbors,2013-04-25,2012-13,0.5299999713897705,-1.0,15.0,1.0,45.0,20.0,0.07,1277.8302576585227,0.03697674218998399
746.0,3207.5473429597464,48404.805357392535,6,1700.0,Copalis,2013-04-26,2012-13,0.5299999713897705,,15.090909090909092,1.0,55.0,28.0,0.05,2420.2402678696267,0.01714705789790434
747.0,4843.552858321277,72653.29287481915,6,2532.0,Copalis,2013-04-27,2012-13,0.5090000033378601,,15.0,0.9736842105263158,76.0,29.0,0.04,2906.131714992766,0.01569096120617971
748.0,7839.4003001929805,119798.21429615292,6,3661.0,Copalis,2013-04-28,2012-13,0.46700000762939453,,15.281553398058252,1.0,103.0,39.0,0.04,4791.928571846117,0.01313876011631457
749.0,1397.2842273250515,20959.26340987577,6,819.0,Mocrocks,2013-04-26,2012-13,0.5630000233650208,,15.0,0.9605263157894737,76.0,36.0,0.035,733.5742193456521,0.05439122442933012
750.0,2893.4279438632257,43401.41915794839,6,1629.0,Mocrocks,2013-04-27,2012-13,0.5630000233650208,,15.0,1.0,82.0,34.0,0.035,1519.0496705281937,0.028340087118435667
751.0,2502.2692384131637,37534.03857619746,6,1654.0,Mocrocks,2013-04-28,2012-13,0.6610000133514404,,15.0,1.0,77.0,24.0,0.08333333333333333,3127.836548016455,0.030772068336191605
752.0,1699.10206573274,25513.500860050346,4,880.0,Twin Harbors,2013-04-26,2012-13,0.4869999885559082,-1.5,15.015873015873016,0.9402985074626866,67.0,28.0,0.05333333333333334,1360.720045869352,0.03943259286846089
753.0,3860.5960315792045,48986.6740895939,4,1629.0,Twin Harbors,2013-04-27,2012-13,0.40400001406669617,-1.7,12.688888888888888,0.9574468085106383,94.0,29.0,0.025,1224.6668522398475,0.024348571886592504
