beach,condition,bin_ord,bin,min before low,n_surveys,n_at_bin,full coverage,pooled_pct,survey_mean_pct,survey_sd_pct,bootstrap sd,boot 2.5%,boot 97.5%
Twin Harbors,Evening,12,0:45 - 0:30,45,3,3,yes,0.335972850678733,0.354948657835167,0.176631792973085,0.086549539370497,0.153179190751445,0.481632653061225
Twin Harbors,Evening,13,0:30 - 0:15,30,3,3,yes,0.270361990950226,0.286626410512123,0.156024652874135,0.0769089750921723,0.106936416184971,0.387755102040816
Twin Harbors,Evening,14,0:15 - 0:00,15,3,3,yes,0.191176470588235,0.205126459429873,0.13525903548273,0.066783383108311,0.0491329479768786,0.289795918367347
Twin Harbors,Evening,15,0:00 - 0:15,0,3,3,yes,0.134615384615385,0.145451514859924,0.101718492444258,0.0499366442253774,0.0289017341040462,0.216326530612245
Twin Harbors,Evening,16,0:15 - 0:30,-15,3,3,yes,0.0961538461538462,0.104988093996698,0.0774185938380007,0.0362772311979382,0.0289017341040462,0.183673469387755
Twin Harbors,Evening,17,0:30 - 0:45,-30,3,3,yes,0.0690045248868778,0.0745639106714911,0.049118832828391,0.0227857133568111,0.0289017341040462,0.126530612244898
Twin Harbors,Evening,18,0:45 - 1:00,-45,3,3,yes,0.0565610859728507,0.0609352510165028,0.040255734937508,0.0183006101109884,0.0289017341040462,0.106122448979592
Twin Harbors,Evening,19,1:00 - 1:15,-60,3,0,no,0.0565610859728507,,,0.0183006101109884,0.0289017341040462,0.106122448979592
Twin Harbors,Evening,20,1:15 - 1:30,-75,3,0,no,0.0565610859728507,,,0.0183006101109884,0.0289017341040462,0.106122448979592
Twin Harbors,Evening,21,1:30 - 1:45,-90,3,0,no,0.0565610859728507,,,0.0183006101109884,0.0289017341040462,0.106122448979592
Twin Harbors,Evening,22,1:45 - 2:00,-105,3,0,no,0.0565610859728507,,,0.0183006101109884,0.0289017341040462,0.106122448979592
